,CHP_biofuel,CHP_coal,CHP_muniwaste,CHP_natgas,CHP_straw,CHP_w-chip,CHP_w-pellet,CHP_w-waste,FF_solar,FF_industry,HOB_biofuel,HOB_elec,HOB_gasoil,HOB_muniwaste,HOB_natgas,HOB_straw,HOB_w-chip,HOB_w-pellet,HOB_w-waste,HP_ambient,HP_industry,HR_S-near,HR_S-far,HR_M-near,HR_M-far,HR_L-near,HR_L-far
T2409,1,1,1,1,1,1,1,1,0.261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T2505,1,1,1,1,1,1,1,1,0.274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T2601,1,1,1,1,1,1,1,1,0.676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T2697,1,1,1,1,1,1,1,1,0.255,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T2793,1,1,1,1,1,1,1,1,0.442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T2889,1,1,1,1,1,1,1,1,0.494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T2985,1,1,1,1,1,1,1,1,0.466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T3081,1,1,1,1,1,1,1,1,0.609,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T3177,1,1,1,1,1,1,1,1,0.544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T3273,1,1,1,1,1,1,1,1,0.575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T3369,1,1,1,1,1,1,1,1,0.446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T3465,1,1,1,1,1,1,1,1,0.671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T3561,1,1,1,1,1,1,1,1,0.709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T3657,1,1,1,1,1,1,1,1,0.713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T3753,1,1,1,1,1,1,1,1,0.576,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T3849,1,1,1,1,1,1,1,1,0.667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T3945,1,1,1,1,1,1,1,1,0.651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T4041,1,1,1,1,1,1,1,1,0.477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T4137,1,1,1,1,1,1,1,1,0.602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T4233,1,1,1,1,1,1,1,1,0.364,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T4329,1,1,1,1,1,1,1,1,0.551,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T4425,1,1,1,1,1,1,1,1,0.419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T4521,1,1,1,1,1,1,1,1,0.630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T4617,1,1,1,1,1,1,1,1,0.143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T4713,1,1,1,1,1,1,1,1,0.404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T4809,1,1,1,1,1,1,1,1,0.402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T4905,1,1,1,1,1,1,1,1,0.283,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5001,1,1,1,1,1,1,1,1,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5097,1,1,1,1,1,1,1,1,0.324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5193,1,1,1,1,1,1,1,1,0.560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5289,1,1,1,1,1,1,1,1,0.227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5385,1,1,1,1,1,1,1,1,0.527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5481,1,1,1,1,1,1,1,1,0.258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5577,1,1,1,1,1,1,1,1,0.516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5673,1,1,1,1,1,1,1,1,0.470,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5769,1,1,1,1,1,1,1,1,0.443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5865,1,1,1,1,1,1,1,1,0.603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T5961,1,1,1,1,1,1,1,1,0.504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T6057,1,1,1,1,1,1,1,1,0.212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T6153,1,1,1,1,1,1,1,1,0.415,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T6249,1,1,1,1,1,1,1,1,0.287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T6345,1,1,1,1,1,1,1,1,0.264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T6441,1,1,1,1,1,1,1,1,0.362,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T6537,1,1,1,1,1,1,1,1,0.319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T6633,1,1,1,1,1,1,1,1,0.302,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T6729,1,1,1,1,1,1,1,1,0.411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T6825,1,1,1,1,1,1,1,1,0.484,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T6921,1,1,1,1,1,1,1,1,0.326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7017,1,1,1,1,1,1,1,1,0.169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7113,1,1,1,1,1,1,1,1,0.109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7209,1,1,1,1,1,1,1,1,0.149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7305,1,1,1,1,1,1,1,1,0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7401,1,1,1,1,1,1,1,1,0.062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7497,1,1,1,1,1,1,1,1,0.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7593,1,1,1,1,1,1,1,1,0.094,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7689,1,1,1,1,1,1,1,1,0.061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7785,1,1,1,1,1,1,1,1,0.044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7881,1,1,1,1,1,1,1,1,0.108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T7977,1,1,1,1,1,1,1,1,0.097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T8073,1,1,1,1,1,1,1,1,0.054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T8169,1,1,1,1,1,1,1,1,0.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T8265,1,1,1,1,1,1,1,1,0.022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T8361,1,1,1,1,1,1,1,1,0.036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T8457,1,1,1,1,1,1,1,1,0.023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T8553,1,1,1,1,1,1,1,1,0.061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T8649,1,1,1,1,1,1,1,1,0.057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T8745,1,1,1,1,1,1,1,1,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
