case,T,J,value
baseline,T5098,CHP_w-waste,1.3018322082931535
baseline,T5098,FF_solar,2.2222222222222223
baseline,T5098,FF_industry,1.0
baseline,T5098,HOB_biofuel,0.970873786407767
baseline,T5098,HOB_elec,1.0101010101010102
baseline,T5098,HOB_gasoil,0.970873786407767
baseline,T5098,HOB_muniwaste,0.9469696969696969
baseline,T5098,HOB_natgas,0.970873786407767
baseline,T5098,HOB_straw,0.970873786407767
baseline,T5098,HOB_w-chip,0.8771929824561404
baseline,T5098,HOB_w-pellet,0.9891196834817014
baseline,T5098,HOB_w-waste,0.8771929824561404
baseline,T5098,HP_ambient,0.30950170225936247
baseline,T5098,HP_industry,0.30599755201958384
baseline,T5098,HR_S-near,0.2875215641173088
baseline,T5098,HR_S-far,0.2875215641173088
baseline,T5098,HR_M-near,0.2566735112936345
baseline,T5098,HR_M-far,0.2566735112936345
baseline,T5098,HR_L-near,0.2320185614849188
baseline,T5098,HR_L-far,0.2320185614849188
baseline,T5218,CHP_biofuel,2.0969560315670797
baseline,T5218,CHP_coal,1.7358490566037734
baseline,T5218,CHP_muniwaste,1.2732615083251715
baseline,T5218,CHP_natgas,2.70906949352179
baseline,T5218,CHP_straw,1.453252032520325
baseline,T5218,CHP_w-chip,1.3018322082931535
baseline,T5218,CHP_w-pellet,1.544041450777202
baseline,T5218,CHP_w-waste,1.3018322082931535
baseline,T5218,FF_solar,2.2222222222222223
baseline,T5218,FF_industry,1.0
baseline,T5218,HOB_biofuel,0.970873786407767
baseline,T5218,HOB_elec,1.0101010101010102
baseline,T5218,HOB_gasoil,0.970873786407767
baseline,T5218,HOB_muniwaste,0.9469696969696969
baseline,T5218,HOB_natgas,0.970873786407767
baseline,T5218,HOB_straw,0.970873786407767
baseline,T5218,HOB_w-chip,0.8771929824561404
baseline,T5218,HOB_w-pellet,0.9891196834817014
baseline,T5218,HOB_w-waste,0.8771929824561404
baseline,T5218,HP_ambient,0.3151591553734636
baseline,T5218,HP_industry,0.30599755201958384
baseline,T5218,HR_S-near,0.2875215641173088
baseline,T5218,HR_S-far,0.2875215641173088
baseline,T5218,HR_M-near,0.2566735112936345
baseline,T5218,HR_M-far,0.2566735112936345
baseline,T5218,HR_L-near,0.2320185614849188
baseline,T5218,HR_L-far,0.2320185614849188
baseline,T5338,CHP_biofuel,2.0969560315670797
baseline,T5338,CHP_coal,1.7358490566037734
baseline,T5338,CHP_muniwaste,1.2732615083251715
baseline,T5338,CHP_natgas,2.70906949352179
baseline,T5338,CHP_straw,1.453252032520325
baseline,T5338,CHP_w-chip,1.3018322082931535
baseline,T5338,CHP_w-pellet,1.544041450777202
baseline,T5338,CHP_w-waste,1.3018322082931535
baseline,T5338,FF_solar,2.2222222222222223
baseline,T5338,FF_industry,1.0
baseline,T5338,HOB_biofuel,0.970873786407767
baseline,T5338,HOB_elec,1.0101010101010102
baseline,T5338,HOB_gasoil,0.970873786407767
baseline,T5338,HOB_muniwaste,0.9469696969696969
baseline,T5338,HOB_natgas,0.970873786407767
baseline,T5338,HOB_straw,0.970873786407767
baseline,T5338,HOB_w-chip,0.8771929824561404
baseline,T5338,HOB_w-pellet,0.9891196834817014
baseline,T5338,HOB_w-waste,0.8771929824561404
baseline,T5338,HP_ambient,0.31456432840515886
baseline,T5338,HP_industry,0.30599755201958384
baseline,T5338,HR_S-near,0.2875215641173088
baseline,T5338,HR_S-far,0.2875215641173088
baseline,T5338,HR_M-near,0.2566735112936345
baseline,T5338,HR_M-far,0.2566735112936345
baseline,T5338,HR_L-near,0.2320185614849188
baseline,T5338,HR_L-far,0.2320185614849188
baseline,T5458,CHP_biofuel,2.0969560315670797
baseline,T5458,CHP_coal,1.7358490566037734
baseline,T5458,CHP_muniwaste,1.2732615083251715
baseline,T5458,CHP_natgas,2.70906949352179
baseline,T5458,CHP_straw,1.453252032520325
baseline,T5458,CHP_w-chip,1.3018322082931535
baseline,T5458,CHP_w-pellet,1.544041450777202
baseline,T5458,CHP_w-waste,1.3018322082931535
baseline,T5458,FF_solar,2.2222222222222223
baseline,T5458,FF_industry,1.0
baseline,T5458,HOB_biofuel,0.970873786407767
baseline,T5458,HOB_elec,1.0101010101010102
baseline,T5458,HOB_gasoil,0.970873786407767
baseline,T5458,HOB_muniwaste,0.9469696969696969
baseline,T5458,HOB_natgas,0.970873786407767
baseline,T5458,HOB_straw,0.970873786407767
baseline,T5458,HOB_w-chip,0.8771929824561404
baseline,T5458,HOB_w-pellet,0.9891196834817014
baseline,T5458,HOB_w-waste,0.8771929824561404
baseline,T5458,HP_ambient,0.30120481927710846
baseline,T5458,HP_industry,0.30599755201958384
baseline,T5458,HR_S-near,0.2875215641173088
baseline,T5458,HR_S-far,0.2875215641173088
baseline,T5458,HR_M-near,0.2566735112936345
baseline,T5458,HR_M-far,0.2566735112936345
baseline,T5458,HR_L-near,0.2320185614849188
baseline,T5458,HR_L-far,0.2320185614849188
baseline,T5578,CHP_biofuel,2.0969560315670797
baseline,T5578,CHP_coal,1.7358490566037734
baseline,T5578,CHP_muniwaste,1.2732615083251715
baseline,T5578,CHP_natgas,2.70906949352179
baseline,T5578,CHP_straw,1.453252032520325
baseline,T5578,CHP_w-chip,1.3018322082931535
baseline,T5578,CHP_w-pellet,1.544041450777202
baseline,T5578,CHP_w-waste,1.3018322082931535
baseline,T5578,FF_solar,2.2222222222222223
baseline,T5578,FF_industry,1.0
baseline,T5578,HOB_biofuel,0.970873786407767
baseline,T5578,HOB_elec,1.0101010101010102
baseline,T5578,HOB_gasoil,0.970873786407767
baseline,T5578,HOB_muniwaste,0.9469696969696969
baseline,T5578,HOB_natgas,0.970873786407767
baseline,T5578,HOB_straw,0.970873786407767
baseline,T5578,HOB_w-chip,0.8771929824561404
baseline,T5578,HOB_w-pellet,0.9891196834817014
baseline,T5578,HOB_w-waste,0.8771929824561404
baseline,T5578,HP_ambient,0.29112081513828236
baseline,T5578,HP_industry,0.30599755201958384
baseline,T5578,HR_S-near,0.2875215641173088
baseline,T5578,HR_S-far,0.2875215641173088
baseline,T5578,HR_M-near,0.2566735112936345
baseline,T5578,HR_M-far,0.2566735112936345
baseline,T5578,HR_L-near,0.2320185614849188
baseline,T5578,HR_L-far,0.2320185614849188
baseline,T5698,CHP_biofuel,2.0969560315670797
baseline,T5698,CHP_coal,1.7358490566037734
baseline,T5698,CHP_muniwaste,1.2732615083251715
baseline,T5698,CHP_natgas,2.70906949352179
baseline,T5698,CHP_straw,1.453252032520325
baseline,T5698,CHP_w-chip,1.3018322082931535
baseline,T5698,CHP_w-pellet,1.544041450777202
baseline,T5698,CHP_w-waste,1.3018322082931535
baseline,T5698,FF_solar,2.2222222222222223
baseline,T5698,FF_industry,1.0
baseline,T5698,HOB_biofuel,0.970873786407767
baseline,T5698,HOB_elec,1.0101010101010102
baseline,T5698,HOB_gasoil,0.970873786407767
baseline,T5698,HOB_muniwaste,0.9469696969696969
baseline,T5698,HOB_natgas,0.970873786407767
baseline,T5698,HOB_straw,0.970873786407767
baseline,T5698,HOB_w-chip,0.8771929824561404
baseline,T5698,HOB_w-pellet,0.9891196834817014
baseline,T5698,HOB_w-waste,0.8771929824561404
baseline,T5698,HP_ambient,0.297441998810232
baseline,T5698,HP_industry,0.30599755201958384
baseline,T5698,HR_S-near,0.2875215641173088
baseline,T5698,HR_S-far,0.2875215641173088
baseline,T5698,HR_M-near,0.2566735112936345
baseline,T5698,HR_M-far,0.2566735112936345
baseline,T5698,HR_L-near,0.2320185614849188
baseline,T5698,HR_L-far,0.2320185614849188
baseline,T5818,CHP_biofuel,2.0969560315670797
baseline,T5818,CHP_coal,1.7358490566037734
baseline,T5818,CHP_muniwaste,1.2732615083251715
baseline,T5818,CHP_natgas,2.70906949352179
baseline,T5818,CHP_straw,1.453252032520325
baseline,T5818,CHP_w-chip,1.3018322082931535
baseline,T5818,CHP_w-pellet,1.544041450777202
baseline,T5818,CHP_w-waste,1.3018322082931535
baseline,T5818,FF_solar,2.2222222222222223
baseline,T5818,FF_industry,1.0
baseline,T5818,HOB_biofuel,0.970873786407767
baseline,T5818,HOB_elec,1.0101010101010102
baseline,T5818,HOB_gasoil,0.970873786407767
baseline,T5818,HOB_muniwaste,0.9469696969696969
baseline,T5818,HOB_natgas,0.970873786407767
baseline,T5818,HOB_straw,0.970873786407767
baseline,T5818,HOB_w-chip,0.8771929824561404
baseline,T5818,HOB_w-pellet,0.9891196834817014
baseline,T5818,HOB_w-waste,0.8771929824561404
baseline,T5818,HP_ambient,0.3304692663582287
baseline,T5818,HP_industry,0.3091190108191654
baseline,T5818,HR_S-near,0.29069767441860467
baseline,T5818,HR_S-far,0.29069767441860467
baseline,T5818,HR_M-near,0.2595380223202699
baseline,T5818,HR_M-far,0.2595380223202699
baseline,T5818,HR_L-near,0.23457658925639222
baseline,T5818,HR_L-far,0.23457658925639222
baseline,T5938,CHP_biofuel,2.0969560315670797
baseline,T5938,CHP_coal,1.7358490566037734
baseline,T5938,CHP_muniwaste,1.2732615083251715
baseline,T5938,CHP_natgas,2.70906949352179
baseline,T5938,CHP_straw,1.453252032520325
baseline,T5938,CHP_w-chip,1.3018322082931535
baseline,T5938,CHP_w-pellet,1.544041450777202
baseline,T5938,CHP_w-waste,1.3018322082931535
baseline,T5938,FF_solar,2.2222222222222223
baseline,T5938,FF_industry,1.0
baseline,T5938,HOB_biofuel,0.970873786407767
baseline,T5938,HOB_elec,1.0101010101010102
baseline,T5938,HOB_gasoil,0.970873786407767
baseline,T5938,HOB_muniwaste,0.9469696969696969
baseline,T5938,HOB_natgas,0.970873786407767
baseline,T5938,HOB_straw,0.970873786407767
baseline,T5938,HOB_w-chip,0.8771929824561404
baseline,T5938,HOB_w-pellet,0.9891196834817014
baseline,T5938,HOB_w-waste,0.8771929824561404
baseline,T5938,HP_ambient,0.29308323563892147
baseline,T5938,HP_industry,0.3091190108191654
baseline,T5938,HR_S-near,0.29069767441860467
baseline,T5938,HR_S-far,0.29069767441860467
baseline,T5938,HR_M-near,0.2595380223202699
baseline,T5938,HR_M-far,0.2595380223202699
baseline,T5938,HR_L-near,0.23457658925639222
baseline,T5938,HR_L-far,0.23457658925639222
baseline,T6058,CHP_biofuel,2.0969560315670797
baseline,T6058,CHP_coal,1.7358490566037734
baseline,T6058,CHP_muniwaste,1.2732615083251715
baseline,T6058,CHP_natgas,2.70906949352179
baseline,T6058,CHP_straw,1.453252032520325
baseline,T6058,CHP_w-chip,1.3018322082931535
baseline,T6058,CHP_w-pellet,1.544041450777202
baseline,T6058,CHP_w-waste,1.3018322082931535
baseline,T6058,FF_solar,2.2222222222222223
baseline,T6058,FF_industry,1.0
baseline,T6058,HOB_biofuel,0.970873786407767
baseline,T6058,HOB_elec,1.0101010101010102
baseline,T6058,HOB_gasoil,0.970873786407767
baseline,T6058,HOB_muniwaste,0.9469696969696969
baseline,T6058,HOB_natgas,0.970873786407767
baseline,T6058,HOB_straw,0.970873786407767
baseline,T6058,HOB_w-chip,0.8771929824561404
baseline,T6058,HOB_w-pellet,0.9891196834817014
baseline,T6058,HOB_w-waste,0.8771929824561404
baseline,T6058,HP_ambient,0.28457598178713717
baseline,T6058,HP_industry,0.3125
baseline,T6058,HR_S-near,0.29411764705882354
baseline,T6058,HR_S-far,0.29411764705882354
baseline,T6058,HR_M-near,0.2625360987135731
baseline,T6058,HR_M-far,0.2625360987135731
baseline,T6058,HR_L-near,0.23730422401518744
baseline,T6058,HR_L-far,0.23730422401518744
baseline,T6178,CHP_biofuel,2.0969560315670797
baseline,T6178,CHP_coal,1.7358490566037734
baseline,T6178,CHP_muniwaste,1.2732615083251715
baseline,T6178,CHP_natgas,2.70906949352179
baseline,T6178,CHP_straw,1.453252032520325
baseline,T6178,CHP_w-chip,1.3018322082931535
baseline,T6178,CHP_w-pellet,1.544041450777202
baseline,T6178,CHP_w-waste,1.3018322082931535
baseline,T6178,FF_solar,2.2222222222222223
baseline,T6178,FF_industry,1.0
baseline,T6178,HOB_biofuel,0.970873786407767
baseline,T6178,HOB_elec,1.0101010101010102
baseline,T6178,HOB_gasoil,0.970873786407767
baseline,T6178,HOB_muniwaste,0.9469696969696969
baseline,T6178,HOB_natgas,0.970873786407767
baseline,T6178,HOB_straw,0.970873786407767
baseline,T6178,HOB_w-chip,0.8771929824561404
baseline,T6178,HOB_w-pellet,0.9891196834817014
baseline,T6178,HOB_w-waste,0.8771929824561404
baseline,T6178,HP_ambient,0.3168567807351077
baseline,T6178,HP_industry,0.3125
baseline,T6178,HR_S-near,0.29411764705882354
baseline,T6178,HR_S-far,0.29411764705882354
baseline,T6178,HR_M-near,0.2625360987135731
baseline,T6178,HR_M-far,0.2625360987135731
baseline,T6178,HR_L-near,0.23730422401518744
baseline,T6178,HR_L-far,0.23730422401518744
baseline,T6298,CHP_biofuel,2.0969560315670797
baseline,T6298,CHP_coal,1.7358490566037734
baseline,T6298,CHP_muniwaste,1.2732615083251715
baseline,T6298,CHP_natgas,2.70906949352179
baseline,T6298,CHP_straw,1.453252032520325
baseline,T6298,CHP_w-chip,1.3018322082931535
baseline,T6298,CHP_w-pellet,1.544041450777202
baseline,T6298,CHP_w-waste,1.3018322082931535
baseline,T6298,FF_solar,2.2222222222222223
baseline,T6298,FF_industry,1.0
baseline,T6298,HOB_biofuel,0.970873786407767
baseline,T6298,HOB_elec,1.0101010101010102
baseline,T6298,HOB_gasoil,0.970873786407767
baseline,T6298,HOB_muniwaste,0.9469696969696969
baseline,T6298,HOB_natgas,0.970873786407767
baseline,T6298,HOB_straw,0.970873786407767
baseline,T6298,HOB_w-chip,0.8771929824561404
baseline,T6298,HOB_w-pellet,0.9891196834817014
baseline,T6298,HOB_w-waste,0.8771929824561404
baseline,T6298,HP_ambient,0.315059861373661
baseline,T6298,HP_industry,0.31565656565656564
baseline,T6298,HR_S-near,0.2972651605231867
baseline,T6298,HR_S-far,0.2972651605231867
baseline,T6298,HR_M-near,0.2653927813163482
baseline,T6298,HR_M-far,0.2653927813163482
baseline,T6298,HR_L-near,0.23980815347721823
baseline,T6298,HR_L-far,0.23980815347721823
baseline,T6418,CHP_biofuel,2.0969560315670797
baseline,T6418,CHP_coal,1.7358490566037734
baseline,T6418,CHP_muniwaste,1.2732615083251715
baseline,T6418,CHP_natgas,2.70906949352179
baseline,T6418,CHP_straw,1.453252032520325
baseline,T6418,CHP_w-chip,1.3018322082931535
baseline,T6418,CHP_w-pellet,1.544041450777202
baseline,T6418,CHP_w-waste,1.3018322082931535
baseline,T6418,FF_solar,2.2222222222222223
baseline,T6418,FF_industry,1.0
baseline,T6418,HOB_biofuel,0.970873786407767
baseline,T6418,HOB_elec,1.0101010101010102
baseline,T6418,HOB_gasoil,0.970873786407767
baseline,T6418,HOB_muniwaste,0.9469696969696969
baseline,T6418,HOB_natgas,0.970873786407767
baseline,T6418,HOB_straw,0.970873786407767
baseline,T6418,HOB_w-chip,0.8771929824561404
baseline,T6418,HOB_w-pellet,0.9891196834817014
baseline,T6418,HOB_w-waste,0.8771929824561404
baseline,T6418,HP_ambient,0.32573289902280134
baseline,T6418,HP_industry,0.31565656565656564
baseline,T6418,HR_S-near,0.2972651605231867
baseline,T6418,HR_S-far,0.2972651605231867
baseline,T6418,HR_M-near,0.2653927813163482
baseline,T6418,HR_M-far,0.2653927813163482
baseline,T6418,HR_L-near,0.23980815347721823
baseline,T6418,HR_L-far,0.23980815347721823
baseline,T6538,CHP_biofuel,2.0969560315670797
baseline,T6538,CHP_coal,1.7358490566037734
baseline,T6538,CHP_muniwaste,1.2732615083251715
baseline,T6538,CHP_natgas,2.70906949352179
baseline,T6538,CHP_straw,1.453252032520325
baseline,T6538,CHP_w-chip,1.3018322082931535
baseline,T6538,CHP_w-pellet,1.544041450777202
baseline,T6538,CHP_w-waste,1.3018322082931535
baseline,T6538,FF_solar,2.2222222222222223
baseline,T6538,FF_industry,1.0
baseline,T6538,HOB_biofuel,0.970873786407767
baseline,T6538,HOB_elec,1.0101010101010102
baseline,T6538,HOB_gasoil,0.970873786407767
baseline,T6538,HOB_muniwaste,0.9469696969696969
baseline,T6538,HOB_natgas,0.970873786407767
baseline,T6538,HOB_straw,0.970873786407767
baseline,T6538,HOB_w-chip,0.8771929824561404
baseline,T6538,HOB_w-pellet,0.9891196834817014
baseline,T6538,HOB_w-waste,0.8771929824561404
baseline,T6538,HP_ambient,0.32573289902280134
baseline,T6538,HP_industry,0.31565656565656564
baseline,T6538,HR_S-near,0.2972651605231867
baseline,T6538,HR_S-far,0.2972651605231867
baseline,T6538,HR_M-near,0.2653927813163482
baseline,T6538,HR_M-far,0.2653927813163482
baseline,T6538,HR_L-near,0.23980815347721823
baseline,T6538,HR_L-far,0.23980815347721823
baseline,T6658,CHP_biofuel,2.0969560315670797
baseline,T6658,CHP_coal,1.7358490566037734
baseline,T6658,CHP_muniwaste,1.2732615083251715
baseline,T6658,CHP_natgas,2.70906949352179
baseline,T6658,CHP_straw,1.453252032520325
baseline,T6658,CHP_w-chip,1.3018322082931535
baseline,T6658,CHP_w-pellet,1.544041450777202
baseline,T6658,CHP_w-waste,1.3018322082931535
baseline,T6658,FF_solar,2.2222222222222223
baseline,T6658,FF_industry,1.0
baseline,T6658,HOB_biofuel,0.970873786407767
baseline,T6658,HOB_elec,1.0101010101010102
baseline,T6658,HOB_gasoil,0.970873786407767
baseline,T6658,HOB_muniwaste,0.9469696969696969
baseline,T6658,HOB_natgas,0.970873786407767
baseline,T6658,HOB_straw,0.970873786407767
baseline,T6658,HOB_w-chip,0.8771929824561404
baseline,T6658,HOB_w-pellet,0.9891196834817014
baseline,T6658,HOB_w-waste,0.8771929824561404
baseline,T6658,HP_ambient,0.34094783498124787
baseline,T6658,HP_industry,0.31887755102040816
baseline,T6658,HR_S-near,0.3004807692307692
baseline,T6658,HR_S-far,0.3004807692307692
baseline,T6658,HR_M-near,0.2681684097613301
baseline,T6658,HR_M-far,0.2681684097613301
baseline,T6658,HR_L-near,0.24236548715462916
baseline,T6658,HR_L-far,0.24236548715462916
baseline,T6778,CHP_biofuel,2.0969560315670797
baseline,T6778,CHP_coal,1.7358490566037734
baseline,T6778,CHP_muniwaste,1.2732615083251715
baseline,T6778,CHP_natgas,2.70906949352179
baseline,T6778,CHP_straw,1.453252032520325
baseline,T6778,CHP_w-chip,1.3018322082931535
baseline,T6778,CHP_w-pellet,1.544041450777202
baseline,T6778,CHP_w-waste,1.3018322082931535
baseline,T6778,FF_solar,2.2222222222222223
baseline,T6778,FF_industry,1.0
baseline,T6778,HOB_biofuel,0.970873786407767
baseline,T6778,HOB_elec,1.0101010101010102
baseline,T6778,HOB_gasoil,0.970873786407767
baseline,T6778,HOB_muniwaste,0.9469696969696969
baseline,T6778,HOB_natgas,0.970873786407767
baseline,T6778,HOB_straw,0.970873786407767
baseline,T6778,HOB_w-chip,0.8771929824561404
baseline,T6778,HOB_w-pellet,0.9891196834817014
baseline,T6778,HOB_w-waste,0.8771929824561404
baseline,T6778,HP_ambient,0.35248501938667604
baseline,T6778,HP_industry,0.3221649484536082
baseline,T6778,HR_S-near,0.3038590094196293
baseline,T6778,HR_S-far,0.3038590094196293
baseline,T6778,HR_M-near,0.27122321670735017
baseline,T6778,HR_M-far,0.27122321670735017
baseline,T6778,HR_L-near,0.24509803921568626
baseline,T6778,HR_L-far,0.24509803921568626
baseline,T6898,CHP_biofuel,2.0969560315670797
baseline,T6898,CHP_coal,1.7358490566037734
baseline,T6898,CHP_muniwaste,1.2732615083251715
baseline,T6898,CHP_natgas,2.70906949352179
baseline,T6898,CHP_straw,1.453252032520325
baseline,T6898,CHP_w-chip,1.3018322082931535
baseline,T6898,CHP_w-pellet,1.544041450777202
baseline,T6898,CHP_w-waste,1.3018322082931535
baseline,T6898,FF_solar,2.2222222222222223
baseline,T6898,FF_industry,1.0
baseline,T6898,HOB_biofuel,0.970873786407767
baseline,T6898,HOB_elec,1.0101010101010102
baseline,T6898,HOB_gasoil,0.970873786407767
baseline,T6898,HOB_muniwaste,0.9469696969696969
baseline,T6898,HOB_natgas,0.970873786407767
baseline,T6898,HOB_straw,0.970873786407767
baseline,T6898,HOB_w-chip,0.8771929824561404
baseline,T6898,HOB_w-pellet,0.9891196834817014
baseline,T6898,HOB_w-waste,0.8771929824561404
baseline,T6898,HP_ambient,0.37453183520599254
baseline,T6898,HP_industry,0.3253090435914119
baseline,T6898,HR_S-near,0.30703101013202333
baseline,T6898,HR_S-far,0.30703101013202333
baseline,T6898,HR_M-near,0.273972602739726
baseline,T6898,HR_M-far,0.273972602739726
baseline,T6898,HR_L-near,0.2475860361475613
baseline,T6898,HR_L-far,0.2475860361475613
baseline,T7018,CHP_biofuel,2.0969560315670797
baseline,T7018,CHP_coal,1.7358490566037734
baseline,T7018,CHP_muniwaste,1.2732615083251715
baseline,T7018,CHP_natgas,2.70906949352179
baseline,T7018,CHP_straw,1.453252032520325
baseline,T7018,CHP_w-chip,1.3018322082931535
baseline,T7018,CHP_w-pellet,1.544041450777202
baseline,T7018,CHP_w-waste,1.3018322082931535
baseline,T7018,FF_solar,2.2222222222222223
baseline,T7018,FF_industry,1.0
baseline,T7018,HOB_biofuel,0.970873786407767
baseline,T7018,HOB_elec,1.0101010101010102
baseline,T7018,HOB_gasoil,0.970873786407767
baseline,T7018,HOB_muniwaste,0.9469696969696969
baseline,T7018,HOB_natgas,0.970873786407767
baseline,T7018,HOB_straw,0.970873786407767
baseline,T7018,HOB_w-chip,0.8771929824561404
baseline,T7018,HOB_w-pellet,0.9891196834817014
baseline,T7018,HOB_w-waste,0.8771929824561404
baseline,T7018,HP_ambient,0.3990422984836393
baseline,T7018,HP_industry,0.3253090435914119
baseline,T7018,HR_S-near,0.30703101013202333
baseline,T7018,HR_S-far,0.30703101013202333
baseline,T7018,HR_M-near,0.273972602739726
baseline,T7018,HR_M-far,0.273972602739726
baseline,T7018,HR_L-near,0.2475860361475613
baseline,T7018,HR_L-far,0.2475860361475613
baseline,T7138,CHP_biofuel,2.0969560315670797
baseline,T7138,CHP_coal,1.7358490566037734
baseline,T7138,CHP_muniwaste,1.2732615083251715
baseline,T7138,CHP_natgas,2.70906949352179
baseline,T7138,CHP_straw,1.453252032520325
baseline,T7138,CHP_w-chip,1.3018322082931535
baseline,T7138,CHP_w-pellet,1.544041450777202
baseline,T7138,CHP_w-waste,1.3018322082931535
baseline,T7138,FF_solar,2.2222222222222223
baseline,T7138,FF_industry,1.0
baseline,T7138,HOB_biofuel,0.970873786407767
baseline,T7138,HOB_elec,1.0101010101010102
baseline,T7138,HOB_gasoil,0.970873786407767
baseline,T7138,HOB_muniwaste,0.9469696969696969
baseline,T7138,HOB_natgas,0.970873786407767
baseline,T7138,HOB_straw,0.970873786407767
baseline,T7138,HOB_w-chip,0.8771929824561404
baseline,T7138,HOB_w-pellet,0.9891196834817014
baseline,T7138,HOB_w-waste,0.8771929824561404
baseline,T7138,HP_ambient,0.37579857196542654
baseline,T7138,HP_industry,0.3253090435914119
baseline,T7138,HR_S-near,0.30703101013202333
baseline,T7138,HR_S-far,0.30703101013202333
baseline,T7138,HR_M-near,0.273972602739726
baseline,T7138,HR_M-far,0.273972602739726
baseline,T7138,HR_L-near,0.2475860361475613
baseline,T7138,HR_L-far,0.2475860361475613
baseline,T7258,CHP_biofuel,2.0969560315670797
baseline,T7258,CHP_coal,1.7358490566037734
baseline,T7258,CHP_muniwaste,1.2732615083251715
baseline,T7258,CHP_natgas,2.70906949352179
baseline,T7258,CHP_straw,1.453252032520325
baseline,T7258,CHP_w-chip,1.3018322082931535
baseline,T7258,CHP_w-pellet,1.544041450777202
baseline,T7258,CHP_w-waste,1.3018322082931535
baseline,T7258,FF_solar,2.2222222222222223
baseline,T7258,FF_industry,1.0
baseline,T7258,HOB_biofuel,0.970873786407767
baseline,T7258,HOB_elec,1.0101010101010102
baseline,T7258,HOB_gasoil,0.970873786407767
baseline,T7258,HOB_muniwaste,0.9469696969696969
baseline,T7258,HOB_natgas,0.970873786407767
baseline,T7258,HOB_straw,0.970873786407767
baseline,T7258,HOB_w-chip,0.8771929824561404
baseline,T7258,HOB_w-pellet,0.9891196834817014
baseline,T7258,HOB_w-waste,0.8771929824561404
baseline,T7258,HP_ambient,0.36697247706422015
baseline,T7258,HP_industry,0.3284072249589491
baseline,T7258,HR_S-near,0.31017369727047145
baseline,T7258,HR_S-far,0.31017369727047145
baseline,T7258,HR_M-near,0.2767783005812344
baseline,T7258,HR_M-far,0.2767783005812344
baseline,T7258,HR_L-near,0.2501250625312656
baseline,T7258,HR_L-far,0.2501250625312656
baseline,T7378,CHP_biofuel,2.0969560315670797
baseline,T7378,CHP_coal,1.7358490566037734
baseline,T7378,CHP_muniwaste,1.2732615083251715
baseline,T7378,CHP_natgas,2.70906949352179
baseline,T7378,CHP_straw,1.453252032520325
baseline,T7378,CHP_w-chip,1.3018322082931535
baseline,T7378,CHP_w-pellet,1.544041450777202
baseline,T7378,CHP_w-waste,1.3018322082931535
baseline,T7378,FF_solar,2.2222222222222223
baseline,T7378,FF_industry,1.0
baseline,T7378,HOB_biofuel,0.970873786407767
baseline,T7378,HOB_elec,1.0101010101010102
baseline,T7378,HOB_gasoil,0.970873786407767
baseline,T7378,HOB_muniwaste,0.9469696969696969
baseline,T7378,HOB_natgas,0.970873786407767
baseline,T7378,HOB_straw,0.970873786407767
baseline,T7378,HOB_w-chip,0.8771929824561404
baseline,T7378,HOB_w-pellet,0.9891196834817014
baseline,T7378,HOB_w-waste,0.8771929824561404
baseline,T7378,HP_ambient,0.3872966692486445
baseline,T7378,HP_industry,0.33178500331785005
baseline,T7378,HR_S-near,0.31347962382445144
baseline,T7378,HR_S-far,0.31347962382445144
baseline,T7378,HR_M-near,0.27979854504756574
baseline,T7378,HR_M-far,0.27979854504756574
baseline,T7378,HR_L-near,0.2527805864509606
baseline,T7378,HR_L-far,0.2527805864509606
baseline,T7498,CHP_biofuel,2.0969560315670797
baseline,T7498,CHP_coal,1.7358490566037734
baseline,T7498,CHP_muniwaste,1.2732615083251715
baseline,T7498,CHP_natgas,2.70906949352179
baseline,T7498,CHP_straw,1.453252032520325
baseline,T7498,CHP_w-chip,1.3018322082931535
baseline,T7498,CHP_w-pellet,1.544041450777202
baseline,T7498,CHP_w-waste,1.3018322082931535
baseline,T7498,FF_solar,2.2222222222222223
baseline,T7498,FF_industry,1.0
baseline,T7498,HOB_biofuel,0.970873786407767
baseline,T7498,HOB_elec,1.0101010101010102
baseline,T7498,HOB_gasoil,0.970873786407767
baseline,T7498,HOB_muniwaste,0.9469696969696969
baseline,T7498,HOB_natgas,0.970873786407767
baseline,T7498,HOB_straw,0.970873786407767
baseline,T7498,HOB_w-chip,0.8771929824561404
baseline,T7498,HOB_w-pellet,0.9891196834817014
baseline,T7498,HOB_w-waste,0.8771929824561404
baseline,T7498,HP_ambient,0.3853564547206165
baseline,T7498,HP_industry,0.3348961821835231
baseline,T7498,HR_S-near,0.31665611146295125
baseline,T7498,HR_S-far,0.31665611146295125
baseline,T7498,HR_M-near,0.2825656965244419
baseline,T7498,HR_M-far,0.2825656965244419
baseline,T7498,HR_L-near,0.2552974214960429
baseline,T7498,HR_L-far,0.2552974214960429
baseline,T7618,CHP_biofuel,2.0969560315670797
baseline,T7618,CHP_coal,1.7358490566037734
baseline,T7618,CHP_muniwaste,1.2732615083251715
baseline,T7618,CHP_natgas,2.70906949352179
baseline,T7618,CHP_straw,1.453252032520325
baseline,T7618,CHP_w-chip,1.3018322082931535
baseline,T7618,CHP_w-pellet,1.544041450777202
baseline,T7618,CHP_w-waste,1.3018322082931535
baseline,T7618,FF_solar,2.2222222222222223
baseline,T7618,FF_industry,1.0
baseline,T7618,HOB_biofuel,0.970873786407767
baseline,T7618,HOB_elec,1.0101010101010102
