case,T,J,value
baseline,T2578,CHP_natgas,2.70906949352179
baseline,T2578,CHP_straw,1.453252032520325
baseline,T2578,CHP_w-chip,1.3018322082931535
baseline,T2578,CHP_w-pellet,1.544041450777202
baseline,T2578,CHP_w-waste,1.3018322082931535
baseline,T2578,FF_solar,2.2222222222222223
baseline,T2578,FF_industry,1.0
baseline,T2578,HOB_biofuel,0.970873786407767
baseline,T2578,HOB_elec,1.0101010101010102
baseline,T2578,HOB_gasoil,0.970873786407767
baseline,T2578,HOB_muniwaste,0.9469696969696969
baseline,T2578,HOB_natgas,0.970873786407767
baseline,T2578,HOB_straw,0.970873786407767
baseline,T2578,HOB_w-chip,0.8771929824561404
baseline,T2578,HOB_w-pellet,0.9891196834817014
baseline,T2578,HOB_w-waste,0.8771929824561404
baseline,T2578,HP_ambient,0.3866976024748647
baseline,T2578,HP_industry,0.3348961821835231
baseline,T2578,HR_S-near,0.31665611146295125
baseline,T2578,HR_S-far,0.31665611146295125
baseline,T2578,HR_M-near,0.2825656965244419
baseline,T2578,HR_M-far,0.2825656965244419
baseline,T2578,HR_L-near,0.2552974214960429
baseline,T2578,HR_L-far,0.2552974214960429
baseline,T2698,CHP_biofuel,2.0969560315670797
baseline,T2698,CHP_coal,1.7358490566037734
baseline,T2698,CHP_muniwaste,1.2732615083251715
baseline,T2698,CHP_natgas,2.70906949352179
baseline,T2698,CHP_straw,1.453252032520325
baseline,T2698,CHP_w-chip,1.3018322082931535
baseline,T2698,CHP_w-pellet,1.544041450777202
baseline,T2698,CHP_w-waste,1.3018322082931535
baseline,T2698,FF_solar,2.2222222222222223
baseline,T2698,FF_industry,1.0
baseline,T2698,HOB_biofuel,0.970873786407767
baseline,T2698,HOB_elec,1.0101010101010102
baseline,T2698,HOB_gasoil,0.970873786407767
baseline,T2698,HOB_muniwaste,0.9469696969696969
baseline,T2698,HOB_natgas,0.970873786407767
baseline,T2698,HOB_straw,0.970873786407767
baseline,T2698,HOB_w-chip,0.8771929824561404
baseline,T2698,HOB_w-pellet,0.9891196834817014
baseline,T2698,HOB_w-waste,0.8771929824561404
baseline,T2698,HP_ambient,0.3779289493575208
baseline,T2698,HP_industry,0.3348961821835231
baseline,T2698,HR_S-near,0.31665611146295125
baseline,T2698,HR_S-far,0.31665611146295125
baseline,T2698,HR_M-near,0.2825656965244419
baseline,T2698,HR_M-far,0.2825656965244419
baseline,T2698,HR_L-near,0.2552974214960429
baseline,T2698,HR_L-far,0.2552974214960429
baseline,T2818,CHP_biofuel,2.0969560315670797
baseline,T2818,CHP_coal,1.7358490566037734
baseline,T2818,CHP_muniwaste,1.2732615083251715
baseline,T2818,CHP_natgas,2.70906949352179
baseline,T2818,CHP_straw,1.453252032520325
baseline,T2818,CHP_w-chip,1.3018322082931535
baseline,T2818,CHP_w-pellet,1.544041450777202
baseline,T2818,CHP_w-waste,1.3018322082931535
baseline,T2818,FF_solar,2.2222222222222223
baseline,T2818,FF_industry,1.0
baseline,T2818,HOB_biofuel,0.970873786407767
baseline,T2818,HOB_elec,1.0101010101010102
baseline,T2818,HOB_gasoil,0.970873786407767
baseline,T2818,HOB_muniwaste,0.9469696969696969
baseline,T2818,HOB_natgas,0.970873786407767
baseline,T2818,HOB_straw,0.970873786407767
baseline,T2818,HOB_w-chip,0.8771929824561404
baseline,T2818,HOB_w-pellet,0.9891196834817014
baseline,T2818,HOB_w-waste,0.8771929824561404
baseline,T2818,HP_ambient,0.3892565200467108
baseline,T2818,HP_industry,0.33178500331785005
baseline,T2818,HR_S-near,0.31347962382445144
baseline,T2818,HR_S-far,0.31347962382445144
baseline,T2818,HR_M-near,0.27979854504756574
baseline,T2818,HR_M-far,0.27979854504756574
baseline,T2818,HR_L-near,0.2527805864509606
baseline,T2818,HR_L-far,0.2527805864509606
baseline,T2938,CHP_biofuel,2.0969560315670797
baseline,T2938,CHP_coal,1.7358490566037734
baseline,T2938,CHP_muniwaste,1.2732615083251715
baseline,T2938,CHP_natgas,2.70906949352179
baseline,T2938,CHP_straw,1.453252032520325
baseline,T2938,CHP_w-chip,1.3018322082931535
baseline,T2938,CHP_w-pellet,1.544041450777202
baseline,T2938,CHP_w-waste,1.3018322082931535
baseline,T2938,FF_solar,2.2222222222222223
baseline,T2938,FF_industry,1.0
baseline,T2938,HOB_biofuel,0.970873786407767
baseline,T2938,HOB_elec,1.0101010101010102
baseline,T2938,HOB_gasoil,0.970873786407767
baseline,T2938,HOB_muniwaste,0.9469696969696969
baseline,T2938,HOB_natgas,0.970873786407767
baseline,T2938,HOB_straw,0.970873786407767
baseline,T2938,HOB_w-chip,0.8771929824561404
baseline,T2938,HOB_w-pellet,0.9891196834817014
baseline,T2938,HOB_w-waste,0.8771929824561404
baseline,T2938,HP_ambient,0.37835792659856227
baseline,T2938,HP_industry,0.3284072249589491
baseline,T2938,HR_S-near,0.31017369727047145
baseline,T2938,HR_S-far,0.31017369727047145
baseline,T2938,HR_M-near,0.2767783005812344
baseline,T2938,HR_M-far,0.2767783005812344
baseline,T2938,HR_L-near,0.2501250625312656
baseline,T2938,HR_L-far,0.2501250625312656
baseline,T3058,CHP_biofuel,2.0969560315670797
baseline,T3058,CHP_coal,1.7358490566037734
baseline,T3058,CHP_muniwaste,1.2732615083251715
baseline,T3058,CHP_natgas,2.70906949352179
baseline,T3058,CHP_straw,1.453252032520325
baseline,T3058,CHP_w-chip,1.3018322082931535
baseline,T3058,CHP_w-pellet,1.544041450777202
baseline,T3058,CHP_w-waste,1.3018322082931535
baseline,T3058,FF_solar,2.2222222222222223
baseline,T3058,FF_industry,1.0
baseline,T3058,HOB_biofuel,0.970873786407767
baseline,T3058,HOB_elec,1.0101010101010102
baseline,T3058,HOB_gasoil,0.970873786407767
baseline,T3058,HOB_muniwaste,0.9469696969696969
baseline,T3058,HOB_natgas,0.970873786407767
baseline,T3058,HOB_straw,0.970873786407767
baseline,T3058,HOB_w-chip,0.8771929824561404
baseline,T3058,HOB_w-pellet,0.9891196834817014
baseline,T3058,HOB_w-waste,0.8771929824561404
baseline,T3058,HP_ambient,0.3620564808110065
baseline,T3058,HP_industry,0.3284072249589491
baseline,T3058,HR_S-near,0.31017369727047145
baseline,T3058,HR_S-far,0.31017369727047145
baseline,T3058,HR_M-near,0.2767783005812344
baseline,T3058,HR_M-far,0.2767783005812344
baseline,T3058,HR_L-near,0.2501250625312656
baseline,T3058,HR_L-far,0.2501250625312656
baseline,T3178,CHP_biofuel,2.0969560315670797
baseline,T3178,CHP_coal,1.7358490566037734
baseline,T3178,CHP_muniwaste,1.2732615083251715
baseline,T3178,CHP_natgas,2.70906949352179
baseline,T3178,CHP_straw,1.453252032520325
baseline,T3178,CHP_w-chip,1.3018322082931535
baseline,T3178,CHP_w-pellet,1.544041450777202
baseline,T3178,CHP_w-waste,1.3018322082931535
baseline,T3178,FF_solar,2.2222222222222223
baseline,T3178,FF_industry,1.0
baseline,T3178,HOB_biofuel,0.970873786407767
baseline,T3178,HOB_elec,1.0101010101010102
baseline,T3178,HOB_gasoil,0.970873786407767
baseline,T3178,HOB_muniwaste,0.9469696969696969
baseline,T3178,HOB_natgas,0.970873786407767
baseline,T3178,HOB_straw,0.970873786407767
baseline,T3178,HOB_w-chip,0.8771929824561404
baseline,T3178,HOB_w-pellet,0.9891196834817014
baseline,T3178,HOB_w-waste,0.8771929824561404
baseline,T3178,HP_ambient,0.33433634236041454
baseline,T3178,HP_industry,0.3253090435914119
baseline,T3178,HR_S-near,0.30703101013202333
baseline,T3178,HR_S-far,0.30703101013202333
baseline,T3178,HR_M-near,0.273972602739726
baseline,T3178,HR_M-far,0.273972602739726
baseline,T3178,HR_L-near,0.2475860361475613
baseline,T3178,HR_L-far,0.2475860361475613
baseline,T3298,CHP_biofuel,2.0969560315670797
baseline,T3298,CHP_coal,1.7358490566037734
baseline,T3298,CHP_muniwaste,1.2732615083251715
baseline,T3298,CHP_natgas,2.70906949352179
baseline,T3298,CHP_straw,1.453252032520325
baseline,T3298,CHP_w-chip,1.3018322082931535
baseline,T3298,CHP_w-pellet,1.544041450777202
baseline,T3298,CHP_w-waste,1.3018322082931535
baseline,T3298,FF_solar,2.2222222222222223
baseline,T3298,FF_industry,1.0
baseline,T3298,HOB_biofuel,0.970873786407767
baseline,T3298,HOB_elec,1.0101010101010102
baseline,T3298,HOB_gasoil,0.970873786407767
baseline,T3298,HOB_muniwaste,0.9469696969696969
baseline,T3298,HOB_natgas,0.970873786407767
baseline,T3298,HOB_straw,0.970873786407767
baseline,T3298,HOB_w-chip,0.8771929824561404
baseline,T3298,HOB_w-pellet,0.9891196834817014
baseline,T3298,HOB_w-waste,0.8771929824561404
baseline,T3298,HP_ambient,0.37835792659856227
baseline,T3298,HP_industry,0.3253090435914119
baseline,T3298,HR_S-near,0.30703101013202333
baseline,T3298,HR_S-far,0.30703101013202333
baseline,T3298,HR_M-near,0.273972602739726
baseline,T3298,HR_M-far,0.273972602739726
baseline,T3298,HR_L-near,0.2475860361475613
baseline,T3298,HR_L-far,0.2475860361475613
baseline,T3418,CHP_biofuel,2.0969560315670797
baseline,T3418,CHP_coal,1.7358490566037734
baseline,T3418,CHP_muniwaste,1.2732615083251715
baseline,T3418,CHP_natgas,2.70906949352179
baseline,T3418,CHP_straw,1.453252032520325
baseline,T3418,CHP_w-chip,1.3018322082931535
baseline,T3418,CHP_w-pellet,1.544041450777202
baseline,T3418,CHP_w-waste,1.3018322082931535
baseline,T3418,FF_solar,2.2222222222222223
baseline,T3418,FF_industry,1.0
baseline,T3418,HOB_biofuel,0.970873786407767
baseline,T3418,HOB_elec,1.0101010101010102
baseline,T3418,HOB_gasoil,0.970873786407767
baseline,T3418,HOB_muniwaste,0.9469696969696969
baseline,T3418,HOB_natgas,0.970873786407767
baseline,T3418,HOB_straw,0.970873786407767
baseline,T3418,HOB_w-chip,0.8771929824561404
baseline,T3418,HOB_w-pellet,0.9891196834817014
baseline,T3418,HOB_w-waste,0.8771929824561404
baseline,T3418,HP_ambient,0.3487966515521451
baseline,T3418,HP_industry,0.3221649484536082
baseline,T3418,HR_S-near,0.3038590094196293
baseline,T3418,HR_S-far,0.3038590094196293
baseline,T3418,HR_M-near,0.27122321670735017
baseline,T3418,HR_M-far,0.27122321670735017
baseline,T3418,HR_L-near,0.24509803921568626
baseline,T3418,HR_L-far,0.24509803921568626
baseline,T3538,CHP_biofuel,2.0969560315670797
baseline,T3538,CHP_coal,1.7358490566037734
baseline,T3538,CHP_muniwaste,1.2732615083251715
baseline,T3538,CHP_natgas,2.70906949352179
baseline,T3538,CHP_straw,1.453252032520325
baseline,T3538,CHP_w-chip,1.3018322082931535
baseline,T3538,CHP_w-pellet,1.544041450777202
baseline,T3538,CHP_w-waste,1.3018322082931535
baseline,T3538,FF_solar,2.2222222222222223
baseline,T3538,FF_industry,1.0
baseline,T3538,HOB_biofuel,0.970873786407767
baseline,T3538,HOB_elec,1.0101010101010102
baseline,T3538,HOB_gasoil,0.970873786407767
baseline,T3538,HOB_muniwaste,0.9469696969696969
baseline,T3538,HOB_natgas,0.970873786407767
baseline,T3538,HOB_straw,0.970873786407767
baseline,T3538,HOB_w-chip,0.8771929824561404
baseline,T3538,HOB_w-pellet,0.9891196834817014
baseline,T3538,HOB_w-waste,0.8771929824561404
baseline,T3538,HP_ambient,0.3359086328518643
baseline,T3538,HP_industry,0.31887755102040816
baseline,T3538,HR_S-near,0.3004807692307692
baseline,T3538,HR_S-far,0.3004807692307692
baseline,T3538,HR_M-near,0.2681684097613301
baseline,T3538,HR_M-far,0.2681684097613301
baseline,T3538,HR_L-near,0.24236548715462916
baseline,T3538,HR_L-far,0.24236548715462916
baseline,T3658,CHP_biofuel,2.0969560315670797
baseline,T3658,CHP_coal,1.7358490566037734
baseline,T3658,CHP_muniwaste,1.2732615083251715
baseline,T3658,CHP_natgas,2.70906949352179
baseline,T3658,CHP_straw,1.453252032520325
baseline,T3658,CHP_w-chip,1.3018322082931535
baseline,T3658,CHP_w-pellet,1.544041450777202
baseline,T3658,CHP_w-waste,1.3018322082931535
baseline,T3658,FF_solar,2.2222222222222223
baseline,T3658,FF_industry,1.0
baseline,T3658,HOB_biofuel,0.970873786407767
baseline,T3658,HOB_elec,1.0101010101010102
baseline,T3658,HOB_gasoil,0.970873786407767
baseline,T3658,HOB_muniwaste,0.9469696969696969
baseline,T3658,HOB_natgas,0.970873786407767
baseline,T3658,HOB_straw,0.970873786407767
baseline,T3658,HOB_w-chip,0.8771929824561404
baseline,T3658,HOB_w-pellet,0.9891196834817014
baseline,T3658,HOB_w-waste,0.8771929824561404
baseline,T3658,HP_ambient,0.33967391304347827
baseline,T3658,HP_industry,0.31887755102040816
baseline,T3658,HR_S-near,0.3004807692307692
baseline,T3658,HR_S-far,0.3004807692307692
baseline,T3658,HR_M-near,0.2681684097613301
baseline,T3658,HR_M-far,0.2681684097613301
baseline,T3658,HR_L-near,0.24236548715462916
baseline,T3658,HR_L-far,0.24236548715462916
baseline,T3778,CHP_biofuel,2.0969560315670797
baseline,T3778,CHP_coal,1.7358490566037734
baseline,T3778,CHP_muniwaste,1.2732615083251715
baseline,T3778,CHP_natgas,2.70906949352179
baseline,T3778,CHP_straw,1.453252032520325
baseline,T3778,CHP_w-chip,1.3018322082931535
baseline,T3778,CHP_w-pellet,1.544041450777202
baseline,T3778,CHP_w-waste,1.3018322082931535
baseline,T3778,FF_solar,2.2222222222222223
baseline,T3778,FF_industry,1.0
baseline,T3778,HOB_biofuel,0.970873786407767
baseline,T3778,HOB_elec,1.0101010101010102
baseline,T3778,HOB_gasoil,0.970873786407767
baseline,T3778,HOB_muniwaste,0.9469696969696969
baseline,T3778,HOB_natgas,0.970873786407767
baseline,T3778,HOB_straw,0.970873786407767
baseline,T3778,HOB_w-chip,0.8771929824561404
baseline,T3778,HOB_w-pellet,0.9891196834817014
baseline,T3778,HOB_w-waste,0.8771929824561404
baseline,T3778,HP_ambient,0.3004807692307692
baseline,T3778,HP_industry,0.31565656565656564
baseline,T3778,HR_S-near,0.2972651605231867
baseline,T3778,HR_S-far,0.2972651605231867
baseline,T3778,HR_M-near,0.2653927813163482
baseline,T3778,HR_M-far,0.2653927813163482
baseline,T3778,HR_L-near,0.23980815347721823
baseline,T3778,HR_L-far,0.23980815347721823
baseline,T3898,CHP_biofuel,2.0969560315670797
baseline,T3898,CHP_coal,1.7358490566037734
baseline,T3898,CHP_muniwaste,1.2732615083251715
baseline,T3898,CHP_natgas,2.70906949352179
baseline,T3898,CHP_straw,1.453252032520325
baseline,T3898,CHP_w-chip,1.3018322082931535
baseline,T3898,CHP_w-pellet,1.544041450777202
baseline,T3898,CHP_w-waste,1.3018322082931535
baseline,T3898,FF_solar,2.2222222222222223
baseline,T3898,FF_industry,1.0
baseline,T3898,HOB_biofuel,0.970873786407767
baseline,T3898,HOB_elec,1.0101010101010102
baseline,T3898,HOB_gasoil,0.970873786407767
baseline,T3898,HOB_muniwaste,0.9469696969696969
baseline,T3898,HOB_natgas,0.970873786407767
baseline,T3898,HOB_straw,0.970873786407767
baseline,T3898,HOB_w-chip,0.8771929824561404
baseline,T3898,HOB_w-pellet,0.9891196834817014
baseline,T3898,HOB_w-waste,0.8771929824561404
baseline,T3898,HP_ambient,0.29985007496251875
baseline,T3898,HP_industry,0.31565656565656564
baseline,T3898,HR_S-near,0.2972651605231867
baseline,T3898,HR_S-far,0.2972651605231867
baseline,T3898,HR_M-near,0.2653927813163482
baseline,T3898,HR_M-far,0.2653927813163482
baseline,T3898,HR_L-near,0.23980815347721823
baseline,T3898,HR_L-far,0.23980815347721823
baseline,T4018,CHP_biofuel,2.0969560315670797
baseline,T4018,CHP_coal,1.7358490566037734
baseline,T4018,CHP_muniwaste,1.2732615083251715
baseline,T4018,CHP_natgas,2.70906949352179
baseline,T4018,CHP_straw,1.453252032520325
baseline,T4018,CHP_w-chip,1.3018322082931535
baseline,T4018,CHP_w-pellet,1.544041450777202
baseline,T4018,CHP_w-waste,1.3018322082931535
baseline,T4018,FF_solar,2.2222222222222223
baseline,T4018,FF_industry,1.0
baseline,T4018,HOB_biofuel,0.970873786407767
baseline,T4018,HOB_elec,1.0101010101010102
baseline,T4018,HOB_gasoil,0.970873786407767
baseline,T4018,HOB_muniwaste,0.9469696969696969
baseline,T4018,HOB_natgas,0.970873786407767
baseline,T4018,HOB_straw,0.970873786407767
baseline,T4018,HOB_w-chip,0.8771929824561404
baseline,T4018,HOB_w-pellet,0.9891196834817014
baseline,T4018,HOB_w-waste,0.8771929824561404
baseline,T4018,HP_ambient,0.29850746268656714
baseline,T4018,HP_industry,0.3125
baseline,T4018,HR_S-near,0.29411764705882354
baseline,T4018,HR_S-far,0.29411764705882354
baseline,T4018,HR_M-near,0.2625360987135731
baseline,T4018,HR_M-far,0.2625360987135731
baseline,T4018,HR_L-near,0.23730422401518744
baseline,T4018,HR_L-far,0.23730422401518744
baseline,T4138,CHP_biofuel,2.0969560315670797
baseline,T4138,CHP_coal,1.7358490566037734
baseline,T4138,CHP_muniwaste,1.2732615083251715
baseline,T4138,CHP_natgas,2.70906949352179
baseline,T4138,CHP_straw,1.453252032520325
baseline,T4138,CHP_w-chip,1.3018322082931535
baseline,T4138,CHP_w-pellet,1.544041450777202
baseline,T4138,CHP_w-waste,1.3018322082931535
baseline,T4138,FF_solar,2.2222222222222223
baseline,T4138,FF_industry,1.0
baseline,T4138,HOB_biofuel,0.970873786407767
baseline,T4138,HOB_elec,1.0101010101010102
baseline,T4138,HOB_gasoil,0.970873786407767
baseline,T4138,HOB_muniwaste,0.9469696969696969
baseline,T4138,HOB_natgas,0.970873786407767
baseline,T4138,HOB_straw,0.970873786407767
baseline,T4138,HOB_w-chip,0.8771929824561404
baseline,T4138,HOB_w-pellet,0.9891196834817014
baseline,T4138,HOB_w-waste,0.8771929824561404
baseline,T4138,HP_ambient,0.2896032435563278
baseline,T4138,HP_industry,0.3125
baseline,T4138,HR_S-near,0.29411764705882354
baseline,T4138,HR_S-far,0.29411764705882354
baseline,T4138,HR_M-near,0.2625360987135731
baseline,T4138,HR_M-far,0.2625360987135731
baseline,T4138,HR_L-near,0.23730422401518744
baseline,T4138,HR_L-far,0.23730422401518744
baseline,T4258,CHP_biofuel,2.0969560315670797
baseline,T4258,CHP_coal,1.7358490566037734
baseline,T4258,CHP_muniwaste,1.2732615083251715
baseline,T4258,CHP_natgas,2.70906949352179
baseline,T4258,CHP_straw,1.453252032520325
baseline,T4258,CHP_w-chip,1.3018322082931535
baseline,T4258,CHP_w-pellet,1.544041450777202
baseline,T4258,CHP_w-waste,1.3018322082931535
baseline,T4258,FF_solar,2.2222222222222223
baseline,T4258,FF_industry,1.0
baseline,T4258,HOB_biofuel,0.970873786407767
baseline,T4258,HOB_elec,1.0101010101010102
baseline,T4258,HOB_gasoil,0.970873786407767
baseline,T4258,HOB_muniwaste,0.9469696969696969
baseline,T4258,HOB_natgas,0.970873786407767
baseline,T4258,HOB_straw,0.970873786407767
baseline,T4258,HOB_w-chip,0.8771929824561404
baseline,T4258,HOB_w-pellet,0.9891196834817014
baseline,T4258,HOB_w-waste,0.8771929824561404
baseline,T4258,HP_ambient,0.31084861672365555
baseline,T4258,HP_industry,0.3091190108191654
baseline,T4258,HR_S-near,0.29069767441860467
baseline,T4258,HR_S-far,0.29069767441860467
baseline,T4258,HR_M-near,0.2595380223202699
baseline,T4258,HR_M-far,0.2595380223202699
baseline,T4258,HR_L-near,0.23457658925639222
baseline,T4258,HR_L-far,0.23457658925639222
baseline,T4378,CHP_biofuel,2.0969560315670797
baseline,T4378,CHP_coal,1.7358490566037734
baseline,T4378,CHP_muniwaste,1.2732615083251715
baseline,T4378,CHP_natgas,2.70906949352179
baseline,T4378,CHP_straw,1.453252032520325
baseline,T4378,CHP_w-chip,1.3018322082931535
baseline,T4378,CHP_w-pellet,1.544041450777202
baseline,T4378,CHP_w-waste,1.3018322082931535
baseline,T4378,FF_solar,2.2222222222222223
baseline,T4378,FF_industry,1.0
baseline,T4378,HOB_biofuel,0.970873786407767
baseline,T4378,HOB_elec,1.0101010101010102
baseline,T4378,HOB_gasoil,0.970873786407767
baseline,T4378,HOB_muniwaste,0.9469696969696969
baseline,T4378,HOB_natgas,0.970873786407767
baseline,T4378,HOB_straw,0.970873786407767
baseline,T4378,HOB_w-chip,0.8771929824561404
baseline,T4378,HOB_w-pellet,0.9891196834817014
baseline,T4378,HOB_w-waste,0.8771929824561404
baseline,T4378,HP_ambient,0.3038590094196293
baseline,T4378,HP_industry,0.3091190108191654
baseline,T4378,HR_S-near,0.29069767441860467
baseline,T4378,HR_S-far,0.29069767441860467
baseline,T4378,HR_M-near,0.2595380223202699
baseline,T4378,HR_M-far,0.2595380223202699
baseline,T4378,HR_L-near,0.23457658925639222
baseline,T4378,HR_L-far,0.23457658925639222
baseline,T4498,CHP_biofuel,2.0969560315670797
baseline,T4498,CHP_coal,1.7358490566037734
baseline,T4498,CHP_muniwaste,1.2732615083251715
baseline,T4498,CHP_natgas,2.70906949352179
baseline,T4498,CHP_straw,1.453252032520325
baseline,T4498,CHP_w-chip,1.3018322082931535
baseline,T4498,CHP_w-pellet,1.544041450777202
baseline,T4498,CHP_w-waste,1.3018322082931535
baseline,T4498,FF_solar,2.2222222222222223
baseline,T4498,FF_industry,1.0
baseline,T4498,HOB_biofuel,0.970873786407767
baseline,T4498,HOB_elec,1.0101010101010102
baseline,T4498,HOB_gasoil,0.970873786407767
baseline,T4498,HOB_muniwaste,0.9469696969696969
baseline,T4498,HOB_natgas,0.970873786407767
baseline,T4498,HOB_straw,0.970873786407767
baseline,T4498,HOB_w-chip,0.8771929824561404
baseline,T4498,HOB_w-pellet,0.9891196834817014
baseline,T4498,HOB_w-waste,0.8771929824561404
baseline,T4498,HP_ambient,0.30057108506161706
baseline,T4498,HP_industry,0.30599755201958384
baseline,T4498,HR_S-near,0.2875215641173088
baseline,T4498,HR_S-far,0.2875215641173088
baseline,T4498,HR_M-near,0.2566735112936345
baseline,T4498,HR_M-far,0.2566735112936345
baseline,T4498,HR_L-near,0.2320185614849188
baseline,T4498,HR_L-far,0.2320185614849188
baseline,T4618,CHP_biofuel,2.0969560315670797
baseline,T4618,CHP_coal,1.7358490566037734
baseline,T4618,CHP_muniwaste,1.2732615083251715
baseline,T4618,CHP_natgas,2.70906949352179
baseline,T4618,CHP_straw,1.453252032520325
baseline,T4618,CHP_w-chip,1.3018322082931535
baseline,T4618,CHP_w-pellet,1.544041450777202
baseline,T4618,CHP_w-waste,1.3018322082931535
baseline,T4618,FF_solar,2.2222222222222223
baseline,T4618,FF_industry,1.0
baseline,T4618,HOB_biofuel,0.970873786407767
baseline,T4618,HOB_elec,1.0101010101010102
baseline,T4618,HOB_gasoil,0.970873786407767
baseline,T4618,HOB_muniwaste,0.9469696969696969
baseline,T4618,HOB_natgas,0.970873786407767
baseline,T4618,HOB_straw,0.970873786407767
baseline,T4618,HOB_w-chip,0.8771929824561404
baseline,T4618,HOB_w-pellet,0.9891196834817014
baseline,T4618,HOB_w-waste,0.8771929824561404
baseline,T4618,HP_ambient,0.31007751937984496
baseline,T4618,HP_industry,0.30599755201958384
baseline,T4618,HR_S-near,0.2875215641173088
baseline,T4618,HR_S-far,0.2875215641173088
baseline,T4618,HR_M-near,0.2566735112936345
baseline,T4618,HR_M-far,0.2566735112936345
baseline,T4618,HR_L-near,0.2320185614849188
baseline,T4618,HR_L-far,0.2320185614849188
baseline,T4738,CHP_biofuel,2.0969560315670797
baseline,T4738,CHP_coal,1.7358490566037734
baseline,T4738,CHP_muniwaste,1.2732615083251715
baseline,T4738,CHP_natgas,2.70906949352179
baseline,T4738,CHP_straw,1.453252032520325
baseline,T4738,CHP_w-chip,1.3018322082931535
baseline,T4738,CHP_w-pellet,1.544041450777202
baseline,T4738,CHP_w-waste,1.3018322082931535
baseline,T4738,FF_solar,2.2222222222222223
baseline,T4738,FF_industry,1.0
baseline,T4738,HOB_biofuel,0.970873786407767
baseline,T4738,HOB_elec,1.0101010101010102
baseline,T4738,HOB_gasoil,0.970873786407767
baseline,T4738,HOB_muniwaste,0.9469696969696969
baseline,T4738,HOB_natgas,0.970873786407767
baseline,T4738,HOB_straw,0.970873786407767
baseline,T4738,HOB_w-chip,0.8771929824561404
baseline,T4738,HOB_w-pellet,0.9891196834817014
baseline,T4738,HOB_w-waste,0.8771929824561404
baseline,T4738,HP_ambient,0.31269543464665417
baseline,T4738,HP_industry,0.30599755201958384
baseline,T4738,HR_S-near,0.2875215641173088
baseline,T4738,HR_S-far,0.2875215641173088
baseline,T4738,HR_M-near,0.2566735112936345
baseline,T4738,HR_M-far,0.2566735112936345
baseline,T4738,HR_L-near,0.2320185614849188
baseline,T4738,HR_L-far,0.2320185614849188
baseline,T4858,CHP_biofuel,2.0969560315670797
baseline,T4858,CHP_coal,1.7358490566037734
baseline,T4858,CHP_muniwaste,1.2732615083251715
baseline,T4858,CHP_natgas,2.70906949352179
baseline,T4858,CHP_straw,1.453252032520325
baseline,T4858,CHP_w-chip,1.3018322082931535
baseline,T4858,CHP_w-pellet,1.544041450777202
baseline,T4858,CHP_w-waste,1.3018322082931535
baseline,T4858,FF_solar,2.2222222222222223
baseline,T4858,FF_industry,1.0
baseline,T4858,HOB_biofuel,0.970873786407767
baseline,T4858,HOB_elec,1.0101010101010102
baseline,T4858,HOB_gasoil,0.970873786407767
baseline,T4858,HOB_muniwaste,0.9469696969696969
baseline,T4858,HOB_natgas,0.970873786407767
baseline,T4858,HOB_straw,0.970873786407767
baseline,T4858,HOB_w-chip,0.8771929824561404
baseline,T4858,HOB_w-pellet,0.9891196834817014
baseline,T4858,HOB_w-waste,0.8771929824561404
baseline,T4858,HP_ambient,0.31456432840515886
baseline,T4858,HP_industry,0.30599755201958384
baseline,T4858,HR_S-near,0.2875215641173088
baseline,T4858,HR_S-far,0.2875215641173088
baseline,T4858,HR_M-near,0.2566735112936345
baseline,T4858,HR_M-far,0.2566735112936345
baseline,T4858,HR_L-near,0.2320185614849188
baseline,T4858,HR_L-far,0.2320185614849188
baseline,T4978,CHP_biofuel,2.0969560315670797
baseline,T4978,CHP_coal,1.7358490566037734
baseline,T4978,CHP_muniwaste,1.2732615083251715
baseline,T4978,CHP_natgas,2.70906949352179
baseline,T4978,CHP_straw,1.453252032520325
baseline,T4978,CHP_w-chip,1.3018322082931535
baseline,T4978,CHP_w-pellet,1.544041450777202
baseline,T4978,CHP_w-waste,1.3018322082931535
baseline,T4978,FF_solar,2.2222222222222223
baseline,T4978,FF_industry,1.0
baseline,T4978,HOB_biofuel,0.970873786407767
baseline,T4978,HOB_elec,1.0101010101010102
baseline,T4978,HOB_gasoil,0.970873786407767
baseline,T4978,HOB_muniwaste,0.9469696969696969
baseline,T4978,HOB_natgas,0.970873786407767
baseline,T4978,HOB_straw,0.970873786407767
baseline,T4978,HOB_w-chip,0.8771929824561404
baseline,T4978,HOB_w-pellet,0.9891196834817014
baseline,T4978,HOB_w-waste,0.8771929824561404
baseline,T4978,HP_ambient,0.31456432840515886
baseline,T4978,HP_industry,0.30599755201958384
baseline,T4978,HR_S-near,0.2875215641173088
baseline,T4978,HR_S-far,0.2875215641173088
baseline,T4978,HR_M-near,0.2566735112936345
baseline,T4978,HR_M-far,0.2566735112936345
baseline,T4978,HR_L-near,0.2320185614849188
baseline,T4978,HR_L-far,0.2320185614849188
baseline,T5098,CHP_biofuel,2.0969560315670797
baseline,T5098,CHP_coal,1.7358490566037734
baseline,T5098,CHP_muniwaste,1.2732615083251715
baseline,T5098,CHP_natgas,2.70906949352179
baseline,T5098,CHP_straw,1.453252032520325
baseline,T5098,CHP_w-chip,1.3018322082931535
baseline,T5098,CHP_w-pellet,1.544041450777202
