case,OperationalSummarySet,J,Case,value
policy,Capacity,HR_L-near,policy,537.1271854645183
policy,Capacity,HR_L-far,policy,531.6222441592629
policy,Production,HR_L-near,policy,22622.070137211602
policy,Production,HR_L-far,policy,19297.61471153289
