,CHP_biofuel,CHP_coal,CHP_muniwaste,CHP_natgas,CHP_straw,CHP_w-chip,CHP_w-pellet,CHP_w-waste,FF_solar,FF_industry,HOB_biofuel,HOB_elec,HOB_gasoil,HOB_muniwaste,HOB_natgas,HOB_straw,HOB_w-chip,HOB_w-pellet,HOB_w-waste,HP_ambient,HP_industry,HR_S-near,HR_S-far,HR_M-near,HR_M-far,HR_L-near,HR_L-far
T1216,1,1,1,1,1,1,1,1,0.123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1217,1,1,1,1,1,1,1,1,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1218,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1219,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1220,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1221,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1222,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1223,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1224,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1225,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1226,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1227,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1228,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1229,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1230,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1231,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1232,1,1,1,1,1,1,1,1,0.056,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1233,1,1,1,1,1,1,1,1,0.137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1234,1,1,1,1,1,1,1,1,0.215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1235,1,1,1,1,1,1,1,1,0.258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1236,1,1,1,1,1,1,1,1,0.296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1237,1,1,1,1,1,1,1,1,0.261,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1238,1,1,1,1,1,1,1,1,0.197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1239,1,1,1,1,1,1,1,1,0.116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1240,1,1,1,1,1,1,1,1,0.050,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1241,1,1,1,1,1,1,1,1,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1242,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1243,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1244,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1245,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1246,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1247,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1248,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1249,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1250,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1251,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1252,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1253,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1254,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1255,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1256,1,1,1,1,1,1,1,1,0.031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1257,1,1,1,1,1,1,1,1,0.075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1258,1,1,1,1,1,1,1,1,0.120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1259,1,1,1,1,1,1,1,1,0.145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1260,1,1,1,1,1,1,1,1,0.146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1261,1,1,1,1,1,1,1,1,0.128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1262,1,1,1,1,1,1,1,1,0.101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1263,1,1,1,1,1,1,1,1,0.060,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1264,1,1,1,1,1,1,1,1,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1265,1,1,1,1,1,1,1,1,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1266,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1267,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1268,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1269,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1270,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1271,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1272,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1273,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1274,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1275,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1276,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1277,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1278,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1279,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1280,1,1,1,1,1,1,1,1,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1281,1,1,1,1,1,1,1,1,0.031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1282,1,1,1,1,1,1,1,1,0.066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1283,1,1,1,1,1,1,1,1,0.099,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1284,1,1,1,1,1,1,1,1,0.110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1285,1,1,1,1,1,1,1,1,0.120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1286,1,1,1,1,1,1,1,1,0.136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1287,1,1,1,1,1,1,1,1,0.098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1288,1,1,1,1,1,1,1,1,0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1289,1,1,1,1,1,1,1,1,0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1290,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1291,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1292,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1293,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1294,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1295,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1296,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1297,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1298,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1299,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1300,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1301,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1302,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1303,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1304,1,1,1,1,1,1,1,1,0.037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1305,1,1,1,1,1,1,1,1,0.096,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1306,1,1,1,1,1,1,1,1,0.154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1307,1,1,1,1,1,1,1,1,0.203,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1308,1,1,1,1,1,1,1,1,0.240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1309,1,1,1,1,1,1,1,1,0.257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1310,1,1,1,1,1,1,1,1,0.201,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1311,1,1,1,1,1,1,1,1,0.139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1312,1,1,1,1,1,1,1,1,0.051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1313,1,1,1,1,1,1,1,1,0.012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1314,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1315,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1316,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1317,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1318,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1319,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1320,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1321,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1322,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1323,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1324,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1325,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1326,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1327,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1328,1,1,1,1,1,1,1,1,0.061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1329,1,1,1,1,1,1,1,1,0.263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1330,1,1,1,1,1,1,1,1,0.281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1331,1,1,1,1,1,1,1,1,0.319,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1332,1,1,1,1,1,1,1,1,0.355,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1333,1,1,1,1,1,1,1,1,0.318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1334,1,1,1,1,1,1,1,1,0.272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1335,1,1,1,1,1,1,1,1,0.200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1336,1,1,1,1,1,1,1,1,0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1337,1,1,1,1,1,1,1,1,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1338,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1339,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1340,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1341,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1342,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1343,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1344,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1345,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1346,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1347,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1348,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1349,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1350,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1351,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1352,1,1,1,1,1,1,1,1,0.086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1353,1,1,1,1,1,1,1,1,0.181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1354,1,1,1,1,1,1,1,1,0.273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1355,1,1,1,1,1,1,1,1,0.334,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1356,1,1,1,1,1,1,1,1,0.358,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1357,1,1,1,1,1,1,1,1,0.352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1358,1,1,1,1,1,1,1,1,0.293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1359,1,1,1,1,1,1,1,1,0.211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1360,1,1,1,1,1,1,1,1,0.107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1361,1,1,1,1,1,1,1,1,0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1362,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1363,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1364,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1365,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1366,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1367,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1368,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1369,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1370,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1371,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1372,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1373,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1374,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1375,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1376,1,1,1,1,1,1,1,1,0.078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1377,1,1,1,1,1,1,1,1,0.165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1378,1,1,1,1,1,1,1,1,0.244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1379,1,1,1,1,1,1,1,1,0.321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1380,1,1,1,1,1,1,1,1,0.353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1381,1,1,1,1,1,1,1,1,0.317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1382,1,1,1,1,1,1,1,1,0.258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1383,1,1,1,1,1,1,1,1,0.187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1384,1,1,1,1,1,1,1,1,0.095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1385,1,1,1,1,1,1,1,1,0.020,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1386,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1387,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1388,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1389,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1390,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1391,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1392,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1393,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1394,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1395,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1396,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1397,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1398,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1399,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1400,1,1,1,1,1,1,1,1,0.095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1401,1,1,1,1,1,1,1,1,0.184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1402,1,1,1,1,1,1,1,1,0.265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1403,1,1,1,1,1,1,1,1,0.324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1404,1,1,1,1,1,1,1,1,0.349,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1405,1,1,1,1,1,1,1,1,0.341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1406,1,1,1,1,1,1,1,1,0.436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1407,1,1,1,1,1,1,1,1,0.372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1408,1,1,1,1,1,1,1,1,0.246,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1409,1,1,1,1,1,1,1,1,0.043,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1410,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1411,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1412,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1413,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1414,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1415,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1416,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1417,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1418,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1419,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1420,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1421,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1422,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1423,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1424,1,1,1,1,1,1,1,1,0.057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1425,1,1,1,1,1,1,1,1,0.118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1426,1,1,1,1,1,1,1,1,0.200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1427,1,1,1,1,1,1,1,1,0.291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1428,1,1,1,1,1,1,1,1,0.357,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1429,1,1,1,1,1,1,1,1,0.384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1430,1,1,1,1,1,1,1,1,0.293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1431,1,1,1,1,1,1,1,1,0.214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1432,1,1,1,1,1,1,1,1,0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1433,1,1,1,1,1,1,1,1,0.026,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1434,1,1,1,1,1,1,1,1,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1435,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1436,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1437,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1438,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1439,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1440,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1441,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1442,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1443,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T1444,1,1,1,1,1,1,1,1,0.000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
