,CHP_biofuel,CHP_coal,CHP_muniwaste,CHP_natgas,CHP_straw,CHP_w-chip,CHP_w-pellet,CHP_w-waste,FF_solar,FF_industry,HOB_biofuel,HOB_elec,HOB_gasoil,HOB_muniwaste,HOB_natgas,HOB_straw,HOB_w-chip,HOB_w-pellet,HOB_w-waste,HP_ambient,HP_industry,HR_S-near,HR_S-far,HR_M-near,HR_M-far,HR_L-near,HR_L-far
T1051,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.436,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1052,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.425,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1053,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.418,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1054,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.411,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1055,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.403,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1056,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.396,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1057,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.386,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1058,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.372,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1059,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.361,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1060,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.354,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1061,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.347,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1062,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.341,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1063,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.337,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1064,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.334,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1065,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.33,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1066,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.334,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1067,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.33,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1068,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.33,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1069,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.33,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1070,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.327,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1071,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.317,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1072,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.314,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1073,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.31,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1074,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.304,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1075,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.297,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1076,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.294,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1077,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.287,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1078,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.278,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1079,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.278,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1080,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.281,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1081,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.281,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1082,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.294,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1083,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.304,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1084,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.307,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1085,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.304,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1086,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.304,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1087,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.3,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1088,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.297,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1089,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.3,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1090,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.304,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1091,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.304,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1092,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.291,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1093,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.281,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1094,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.278,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1095,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.278,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1096,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.278,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1097,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.278,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1098,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.274,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1099,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.271,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1100,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.271,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1101,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.274,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1102,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.274,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1103,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.271,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1104,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.262,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1105,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.249,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1106,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.24,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1107,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.249,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1108,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.255,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1109,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.265,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1110,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.271,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1111,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.274,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1112,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.271,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1113,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.281,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1114,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.294,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1115,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.314,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1116,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.337,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1117,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.358,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1118,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.372,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1119,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.368,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1120,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.354,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1121,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.351,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1122,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.344,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1123,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.347,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1124,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.351,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1125,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.351,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1126,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.344,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1127,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.341,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1128,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.341,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1129,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.344,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1130,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.344,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1131,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.347,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1132,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.341,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1133,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.341,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1134,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.347,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1135,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.372,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1136,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.372,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1137,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.386,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1138,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.379,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1139,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.389,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1140,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.429,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1141,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.447,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1142,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.458,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1143,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.473,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1144,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.516,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1145,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.504,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1146,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.466,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1147,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.447,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1148,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.436,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1149,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.436,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1150,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.44,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1151,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.421,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1152,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.407,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1153,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.4,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1154,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.386,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1155,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.368,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1156,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.361,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1157,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.361,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1158,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.351,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1159,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.347,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1160,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.344,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1161,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.354,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1162,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.379,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1163,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.386,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1164,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.396,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1165,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.393,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1166,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.403,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1167,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.407,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1168,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.389,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1169,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.382,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1170,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.351,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1171,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.327,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1172,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.274,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1173,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.262,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1174,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.258,2.828,2.98,2.98,3.34,3.34,3.697,3.697
T1175,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.258,2.828,2.98,2.98,3.34,3.34,3.697,3.697
