case,OperationalSummarySet,J,Case,value
policy,Capacity,HR_L-near,policy,531.6222441592629
policy,Capacity,HR_L-far,policy,350.193166648742
policy,Production,HR_L-near,policy,19556.09992928092
policy,Production,HR_L-far,policy,10499.151657483248
