vrkanl_ny,technology_type,varmelev_TJ,fuel,fuel_share,fuel_capacity_allocation,heat_capacity_allocation,elec_capacity_allocation,source,technology_category
2420-2,heat pump - other,6.080400000000001,electricity,1.0,0.04,0.15,0.0,industry,HP
2421-1,organic rankine cycle,169.7112,wood chips,0.5225739638857899,6.270887566629479,5.748313602743689,0.4964452656915004,,CHP
2421-1,organic rankine cycle,169.7112,wood waste,0.4774260361142102,5.729112433370522,5.251686397256313,0.4535547343084997,,CHP
2423-1,solar,16.02864,fuel free,1.0,5.5,5.5,0.0,solar,FF
2424-1,heat pump - air,85.36946400000001,electricity,1.0,2.3,7.2,0.0,ambient,HP
2425-1,heat pump - water,3.4416,electricity,1.0,0.35,1.2,0.0,ambient,HP
2429-1,boiler,3.9528,natural gas,1.0,1.0,0.9,0.0,,HOB
2430-1,heat pump - industrial heat,325.305,electricity,1.0,5.41,23.85,0.0,industry,HP
2430-2,heat pump - industrial heat,237.398,electricity,1.0,4.177,20.697,0.0,industry,HP
2431-1,heat pump - water,203.954,electricity,1.0,6.0,20.2,0.0,ambient,HP
2433-1,industrial heat,13.605,fuel free,1.0,2.0,2.0,0.0,industry,FF
2434-1,industrial heat,38.034,fuel free,1.0,3.0,3.0,0.0,industry,FF
2437-1,boiler,4.61196,wood chips,1.0,0.531,0.494,0.0,,HOB
2437-2,boiler,4.61196,wood chips,1.0,0.531,0.494,0.0,,HOB
2438-1,heat pump - air,15.09948,electricity,1.0,0.568,1.539,0.0,ambient,HP
2438-2,boiler,3.689712000000001,electricity,1.0,2.0,2.0,0.0,,HOB
244-2,steam turbine,4677.9084,municipal waste,0.7485701355344669,167.6797103597206,142.2283257515487,46.41134840313695,,CHP
244-2,steam turbine,4677.9084,wood waste,0.24376117912379233,54.60250412372948,46.314624033520545,15.113193105675125,,CHP
2441-1,boiler,78.7932,wood chips,1.0,4.1,5.6,0.0,,HOB
2441-2,heat pump - air,9.813600000000001,electricity,1.0,1.1,4.0,0.0,ambient,HP
2443-1,heat pump - air,14.9919984,electricity,1.0,0.5,1.0,0.0,ambient,HP
2445-1,boiler,6.533,natural gas,1.0,12.9,12.0,0.0,,HOB
2446-1,boiler,3.065,natural gas,1.0,8.5,7.5,0.0,,HOB
2447-1,heat pump - other,35.97523200000001,electricity,1.0,1.5,4.5,0.0,industry,HP
245-7,boiler,3.6072,natural gas,1.0,3.0,2.8,0.0,,HOB
2453-1,boiler,28.8432,wood chips,0.9487626801059638,8.064482780900692,8.064482780900692,0.0,,HOB
2453-1,boiler,28.8432,wood waste,0.05123731989403632,0.43551721909930874,0.43551721909930874,0.0,,HOB
2454-1,heat pump - other,15.4872,electricity,1.0,0.5,1.2,0.0,industry,HP
2454-2,boiler,10.6524,electricity,1.0,8.0,8.0,0.0,,HOB
2455-1,heat pump - industrial heat,4.486,electricity,1.0,0.4,1.5,0.0,industry,HP
2456-1,heat pump - water,39.0096,electricity,1.0,2.0,6.2,0.0,ambient,HP
246-5,boiler,5.80464,natural gas,1.0,6.6,7.1,0.0,,HOB
246-6,boiler,87.06528,wood chips,1.0,7.0,7.0,0.0,,HOB
247-9,boiler,3.1284,natural gas,1.0,11.65,10.0,0.0,,HOB
249-2,combustion engine,7.0668,natural gas,1.0,9.69,5.2,3.84,,CHP
249-7,boiler,43.75080000000001,wood chips,1.0,2.6,2.75,0.0,,HOB
249-8,boiler,10.1358,electricity,1.0,10.0,10.0,0.0,,HOB
25-6,boiler,46.188,natural gas,1.0,11.0,11.0,0.0,,HOB
25-7,boiler,20.4948,gas oil,1.0,8.6,7.5,0.0,,HOB
250-2,combined cycle,878.9004,municipal waste,0.9517306667495686,41.87614933698102,22.651189868639733,12.26780829440194,,CHP
250-2,combined cycle,878.9004,wood waste,0.04826933325043131,2.1238506630189775,1.1488101313602652,0.6221917055980597,,CHP
251-10,heat pump - industrial heat,49.904,electricity,1.0,14.4,14.4,0.0,industry,HP
251-11,industrial heat,55.568,fuel free,1.0,12.0,12.0,0.0,industry,FF
251-13,boiler,326.35,electricity,1.0,50.0,50.0,0.0,,HOB
251-14,steam boiler,1474.016434,wood chips,0.9947768151208258,149.21652226812387,184.03371079735277,0.0,,HOB
251-3,steam turbine,1363.395,coal,0.9808247183824149,852.3366802743186,441.3711232720867,366.8284446750232,,CHP
251-6,steam turbine,1893.173,straw,1.0,117.5,88.0,31.0,,CHP
251-9,boiler,247.854,electricity,1.0,50.0,50.0,0.0,,HOB
252-2,boiler,67.572,wood chips,1.0,6.0,7.5,0.0,,HOB
252-3,boiler,150.192,straw,1.0,7.8,8.5,0.0,,HOB
252-4,boiler,19.9728,electricity,1.0,10.0,10.0,0.0,,HOB
254-1,boiler,38.51568,natural gas,1.0,7.0,6.0,0.0,,HOB
254-2,boiler,20.9286,natural gas,1.0,7.0,6.0,0.0,,HOB
254-3,combustion engine,6.456240000000001,natural gas,1.0,7.78,3.7,3.0,,CHP
254-4,combustion engine,6.48,natural gas,1.0,7.33,3.5,2.8,,CHP
254-5,combustion engine,19.22724,natural gas,1.0,21.3,9.4,8.5,,CHP
254-6,boiler,46.08612,electricity,1.0,10.0,10.0,0.0,,HOB
254-7,solar,7.945991999999999,fuel free,1.0,3.3,3.3,0.0,solar,FF
254-8,solar,30.5442,fuel free,1.0,10.7,10.7,0.0,solar,FF
255-2,steam turbine,1156.78,municipal waste,0.9879913542201937,64.31823715973461,44.459610939908714,13.535481552816654,,CHP
255-3,steam turbine,1563.099,municipal waste,0.9964316419553789,72.73950986274266,51.61515905328863,19.33077385393435,,CHP
258-2,boiler,47.084976,gas oil,0.9999985861986969,77.99988972349836,69.99990103390878,0.0,,HOB
259-13,boiler,1050.83381,electricity,1.0,200.0,200.0,0.0,,HOB
259-3,steam turbine,4315.158,coal,0.5412643287298887,481.72525256960097,277.5603477726869,195.77530770160075,,CHP
259-3,steam turbine,4315.158,wood pellets,0.40659357264947377,361.86827965803167,208.50118405465014,147.06489522731465,,CHP
26-3,combustion engine,19.8576,natural gas,1.0,6.8,3.75,2.75,,CHP
26-4,combustion engine,20.1204,natural gas,1.0,6.8,3.75,2.75,,CHP
26-6,solar,20.7144,fuel free,1.0,6.5,6.5,0.0,solar,FF
26-7,boiler,27.0432,electricity,1.0,8.0,7.84,0.0,,HOB
260-1,boiler,21.5424,natural gas,1.0,10.0,10.0,0.0,,HOB
261-3,steam turbine,387.0216,municipal waste,0.5524952436127097,19.17158495336103,12.210144883840886,4.088464802734053,,CHP
261-3,steam turbine,387.0216,wood waste,0.44096095510152405,15.301345142022885,9.745237107743682,3.2631110677512782,,CHP
261-7,steam turbine,550.404,municipal waste,0.5534546192959204,19.20487528956844,17.157093198173534,4.4276369543673635,,CHP
261-7,steam turbine,550.404,wood waste,0.4417235817824378,15.327808287850594,13.693431035255573,3.5337886542595025,,CHP
261-8,boiler,4.0932,natural gas,1.0,5.5,5.5,0.0,,HOB
261-9,boiler,6.9336,natural gas,1.0,11.0,11.0,0.0,,HOB
262-10,combustion engine,16.5456,natural gas,1.0,2.61,1.55,1.06,,CHP
262-12,combustion engine,19.4112,natural gas,1.0,2.865,1.5,1.202,,CHP
262-13,combustion engine,24.4188,natural gas,1.0,2.87,1.6,1.2,,CHP
262-14,heat pump - other,2.5704,electricity,1.0,0.4,2.0,0.0,industry,HP
262-15,boiler,50.4756,electricity,1.0,7.0,7.0,0.0,,HOB
262-4,boiler,37.62,natural gas,1.0,10.0,11.5,0.0,,HOB
262-9,combustion engine,17.5752,natural gas,1.0,2.61,1.55,1.06,,CHP
263-1,steam turbine,317.527,municipal waste,0.8539899572935594,27.3276786333939,16.225809188577628,5.977929701054916,,CHP
263-1,steam turbine,317.527,wood waste,0.13585544622757523,4.347374279282407,2.581253478323929,0.9509881235930266,,CHP
263-2,steam turbine,1362.593,municipal waste,0.8841533220193823,58.35411925327924,41.289960138305155,15.826344464146942,,CHP
263-2,steam turbine,1362.593,wood waste,0.11031394946391544,7.2807206646184195,5.151661439964851,1.9746196954040862,,CHP
265-3,boiler,6.6528,natural gas,0.9947191932407566,10.941911125648323,8.95247273916681,0.0,,HOB
265-4,combustion engine,23.5476,natural gas,1.0,6.49,3.5,2.7,,CHP
265-5,combustion engine,19.7532,natural gas,1.0,6.49,3.5,2.7,,CHP
265-6,combustion engine,23.7672,natural gas,1.0,7.15,4.0,3.04,,CHP
265-8,solar,26.496,fuel free,1.0,10.6,10.6,0.0,solar,FF
265-9,boiler,49.72320000000001,electricity,1.0,10.0,10.0,0.0,,HOB
267-2,boiler,111.75696,municipal waste,0.9430751009777641,12.259976312710934,8.016138358310995,0.0,,HOB
267-2,boiler,111.75696,wood waste,0.04854682714065245,0.6311087528284818,0.4126480306955458,0.0,,HOB
267-3,steam turbine,545.2066799999999,municipal waste,0.9446961262067607,32.59201635413324,24.56209928137578,6.329464045585297,,CHP
267-3,steam turbine,545.2066799999999,wood waste,0.0486300924362466,1.6777381890505076,1.2643824033424116,0.32582161932285225,,CHP
268-1,steam turbine,391.263804,municipal waste,0.9640965535099261,18.317834516688595,13.497351749138964,2.7476751775032895,,CHP
268-1,steam turbine,391.263804,wood waste,0.03099285655844625,0.5888642746104787,0.4338999918182475,0.08832964119157181,,CHP
268-2,boiler,219.383676,municipal waste,0.9640969613772676,11.569163536527212,9.640969613772675,0.0,,HOB
268-2,boiler,219.383676,wood waste,0.030992715001883095,0.37191258002259714,0.309927150018831,0.0,,HOB
269-1,steam turbine,3277.03159,wood pellets,0.994215499684082,620.3904718028672,351.455179138323,256.1099127186195,,CHP
269-2,combined cycle,5371.42443,straw,0.12110344466811118,141.44882337235387,70.60330824150881,66.36468767812492,,CHP
269-2,combined cycle,5371.42443,natural gas,0.03272196602055481,38.21925631200802,19.076906189983458,17.93163737926404,,CHP
269-2,combined cycle,5371.42443,wood pellets,0.8461494144891667,988.3025161233467,493.30510864718417,463.68987914006334,,CHP
27-2,other,113.9346,fuel free,1.0,10.5,10.5,0.0,industry,FF
270-2,combined cycle,145.2708,natural gas,1.0,80.0,31.0,38.5,,CHP
270-3,boiler,120.2364,electricity,1.0,40.0,40.0,0.0,,HOB
271-1,gas turbine,3.035,natural gas,1.0,130.0,54.0,55.0,,CHP
271-3,steam turbine,953.77,wood chips,0.9993039171699046,68.35238793442149,60.35795659706224,15.689071499567502,,CHP
272-1,combined cycle,144.58,natural gas,1.0,174.0,78.0,77.0,,CHP
273-2,boiler,18.1476,natural gas,1.0,17.0,16.0,0.0,,HOB
273-4,solar,28.71,fuel free,1.0,12.5,12.5,0.0,solar,FF
273-5,boiler,14.0544,wood chips,1.0,1.9,1.9,0.0,,HOB
273-7,heat pump - other,7.1676,electricity,1.0,0.25,1.5,0.0,solar,HP
273-8,heat pump - air,37.8,electricity,1.0,2.0,6.0,0.0,ambient,HP
276-1,steam turbine,222.2172,straw,1.0,20.5,13.8,5.0,,CHP
276-2,solar,10.836,fuel free,1.0,4.5,4.5,0.0,solar,FF
276-3,boiler,8.082,electricity,1.0,10.0,10.0,0.0,,HOB
277-10,boiler,113.26657,electricity,1.0,90.0,85.0,0.0,,HOB
277-11,steam turbine,1577.79768,wood chips,0.9891384718115949,138.47938605362327,123.64230897644936,25.717600267101467,,CHP
277-13,boiler,6.43364,electricity,1.0,49.0,42.0,0.0,,HOB
277-6,boiler,6.42873,gas oil,1.0,39.0,37.0,0.0,,HOB
279-1,steam turbine,585.0396,municipal waste,0.47469660620461945,20.886650673003256,13.338974634349807,5.174193007630352,,CHP
279-1,steam turbine,585.0396,straw,0.5253033937953806,23.113349326996747,14.761025365650196,5.725806992369649,,CHP
28-2,boiler,18.36864,wood chips,1.0,4.0,4.0,0.0,,HOB
28-4,heat pump - air,32.25924,electricity,1.0,1.3,3.3,0.0,ambient,HP
28-5,boiler,14.3316,electricity,1.0,10.0,10.0,0.0,,HOB
282-3,steam turbine,66.03817,natural gas,1.0,843.0,453.3,385.0,,CHP
282-4,boiler,31.47352,natural gas,1.0,29.9,27.0,0.0,,HOB
282-7,steam turbine,3559.47565,wood chips,0.9997795673314355,299.93387019943066,233.24857305842391,93.27943363202293,,CHP
283-1,combined cycle,40.02480000000001,natural gas,1.0,60.0,27.0,26.0,,CHP
283-2,combined cycle,804.5424,municipal waste,0.9972621958485016,39.890487833940064,32.909652463000555,6.980835370939511,,CHP
284-2,boiler,2.06784,natural gas,1.0,0.75,0.75,0.0,,HOB
284-3,heat pump - air,15.77232,electricity,1.0,0.811,0.811,0.0,ambient,HP
285-10,steam turbine,1570.9356,municipal waste,0.9908272737818162,83.93297836205765,68.36708189094531,16.844063654290878,,CHP
285-11,steam turbine,2281.8276,municipal waste,0.9906547742292253,110.71557756785823,72.31779851873345,21.794405033042956,,CHP
285-5,boiler,49.5972,gas oil,0.18710101917175112,4.157384645996309,3.8075057401451358,0.0,,HOB
285-5,boiler,49.5972,natural gas,0.812898980828249,18.06261535400369,16.542494259854866,0.0,,HOB
285-6,boiler,43.1136,gas oil,0.18705817075928577,4.15643255427133,3.806633774951466,0.0,,HOB
285-6,boiler,43.1136,natural gas,0.8129418292407142,18.06356744572867,16.543366225048537,0.0,,HOB
285-7,boiler,61.326,gas oil,0.1526819205974252,3.3925922756747875,3.107077084157603,0.0,,HOB
285-7,boiler,61.326,natural gas,0.8473180794025748,18.82740772432521,17.242922915842396,0.0,,HOB
288-1,steam turbine,2268.113,wood chips,0.7146145627935818,213.59829281900159,142.92291255871638,62.95754298211455,,CHP
288-1,steam turbine,2268.113,wood pellets,0.26596907868635233,79.4981576193507,53.19381573727047,23.43187583226764,,CHP
289-1,steam turbine,1746.814,municipal waste,0.6680684928670376,87.38335886700852,56.11775340083116,18.037849307410017,,CHP
289-1,steam turbine,1746.814,biofuels,0.04396686409131982,5.7508658231446335,3.693216583670865,1.1871053304656352,,CHP
289-1,steam turbine,1746.814,straw,0.1383431259475531,18.09528087393995,11.62082257959446,3.735264400583934,,CHP
289-1,steam turbine,1746.814,wood chips,0.11670101002614632,15.264492111419939,9.80288484219629,3.1509272707059504,,CHP
29-1,boiler,7.244676,natural gas,1.0,3.95,3.95,0.0,,HOB
29-3,combustion engine,7.565688,natural gas,1.0,2.74,1.51,1.05,,CHP
29-4,combustion engine,8.109828,natural gas,1.0,2.74,1.51,1.05,,CHP
29-5,solar,7.9344,fuel free,1.0,3.6,3.6,0.0,solar,FF
29-6,boiler,11.147616,electricity,1.0,2.4,2.4,0.0,,HOB
290-3,boiler,56.80476,gas oil,0.31554540923292373,2.208817864630466,2.3034814874003433,0.0,,HOB
290-3,boiler,56.80476,natural gas,0.6844545907670763,4.791182135369533,4.996518512599657,0.0,,HOB
290-4,boiler,44.49276,gas oil,0.19561789607726152,2.151796856849877,2.2652552365746885,0.0,,HOB
290-4,boiler,44.49276,natural gas,0.8043821039227385,8.848203143150123,9.314744763425312,0.0,,HOB
290-6,boiler,18.26946,electricity,1.0,4.0,4.0,0.0,,HOB
291-1,combined cycle,10.2348,natural gas,1.0,6.84,3.6,3.0,,CHP
291-6,boiler,92.50919999999999,wood chips,1.0,5.37,4.83,0.0,,HOB
293-2,boiler,100.0152,natural gas,1.0,11.335,11.57,0.0,,HOB
293-3,boiler,100.0152,natural gas,1.0,8.14,8.3,0.0,,HOB
294-1,boiler,109.5192,natural gas,1.0,19.9,19.9,0.0,,HOB
295-2,boiler,138.3804,natural gas,1.0,7.51,7.51,0.0,,HOB
295-3,boiler,138.384,natural gas,1.0,12.07,12.07,0.0,,HOB
296-1,combustion engine,20.051928,natural gas,1.0,8.67,4.9,3.64,,CHP
296-10,solar,34.50096,fuel free,1.0,18.0,18.0,0.0,solar,FF
296-12,heat pump - air,20.31156,electricity,1.0,2.1,5.7,0.0,ambient,HP
296-3,combustion engine,14.39496,natural gas,1.0,8.67,4.7,3.64,,CHP
296-7,boiler,4.03272,natural gas,1.0,7.3,7.2,0.0,,HOB
296-9,boiler,44.79948,electricity,1.0,12.0,12.0,0.0,,HOB
298-1,boiler,110.019,wood pellets,1.0,11.0,11.0,0.0,,HOB
3-3,boiler,72.2088,wood chips,1.0,6.0,6.0,0.0,,HOB
30-3,heat pump - air,12.6216,electricity,1.0,0.36,0.956,0.0,ambient,HP
300-4,solar,8.8344,fuel free,1.0,3.8,3.8,0.0,solar,FF
300-5,heat pump - air,15.9984,electricity,1.0,0.6,1.867,0.0,ambient,HP
300-6,combustion engine,5.22,natural gas,1.0,1.87,1.07,0.74,,CHP
300-7,combustion engine,3.0312,natural gas,1.0,1.87,1.07,0.74,,CHP
301-1,boiler,36.8856,natural gas,1.0,6.3,6.0,0.0,,HOB
301-2,boiler,36.88632,natural gas,1.0,7.3,7.0,0.0,,HOB
301-5,solar,14.30964,fuel free,1.0,7.0,7.0,0.0,solar,FF
304-3,boiler,30.61836,wood chips,1.0,4.0,4.0,0.0,,HOB
307-1,boiler,5.166,natural gas,1.0,11.1,12.2,0.0,,HOB
307-2,combustion engine,21.47328,natural gas,1.0,6.76,4.0,3.1,,CHP
310-3,boiler,90.71640000000001,wood chips,1.0,11.22,10.0,0.0,,HOB
310-4,boiler,20.2608,wood chips,1.0,4.0,5.0,0.0,,HOB
311-2,boiler,3.05964,biofuels,0.3503380822789466,1.0510142468368397,0.8758452056973665,0.0,,HOB
311-2,boiler,3.05964,natural gas,0.6496619177210534,1.9489857531631603,1.6241547943026335,0.0,,HOB
311-3,combustion engine,22.29552,biofuels,1.0,3.0,1.19,1.13,,CHP
312-2,combustion engine,11.0412,natural gas,1.0,4.15,2.06,1.82,,CHP
314-1,boiler,6.22,natural gas,0.9978358618828895,17.1627768243857,13.171433376854141,0.0,,HOB
315-2,boiler,3.4709,gas oil,0.03739111960909284,0.3739111960909284,0.3477374123645634,0.0,,HOB
315-2,boiler,3.4709,natural gas,0.9626088803909072,9.626088803909072,8.952262587635438,0.0,,HOB
315-3,boiler,2.2191,gas oil,0.037423159993354375,0.6736168798803788,0.6062551918923409,0.0,,HOB
315-3,boiler,2.2191,natural gas,0.9625768400066456,17.32638312011962,15.593744808107658,0.0,,HOB
316-1,boiler,15.587,natural gas,0.9852542532413355,18.325729110288844,16.453746029130304,0.0,,HOB
318-1,steam turbine,582.6096,municipal waste,0.9077452462263977,25.05376879584858,16.32125952715063,5.6824852413772495,,CHP
318-1,steam turbine,582.6096,wood waste,0.044327180918613526,1.2234301933537335,0.7970027129166712,0.2774881525505207,,CHP
318-4,boiler,750.9888000000001,municipal waste,0.9077689719127751,31.77191401694713,29.50249158716519,0.0,,HOB
318-4,boiler,750.9888000000001,wood waste,0.04433576302597711,1.5517517059091988,1.4409122983442562,0.0,,HOB
324-1,combined cycle,176.1,municipal waste,0.9217259750209096,22.12142340050183,15.669341575355462,4.608629875104548,,CHP
324-1,combined cycle,176.1,fuel oil,0.0665857224186282,1.5980573380470768,1.1319572811166794,0.332928612093141,,CHP
324-2,combined cycle,210.0,municipal waste,0.9214262925206241,22.11423102049498,15.664246972850611,4.607131462603121,,CHP
324-2,combined cycle,210.0,fuel oil,0.07377736588626731,1.7706567812704153,1.2542152200665442,0.36888682943133655,,CHP
324-3,combined cycle,206.9,municipal waste,0.9333737596471885,27.067839029768468,18.66747519294377,6.53361631753032,,CHP
324-3,combined cycle,206.9,fuel oil,0.05943298157190108,1.7235564655851312,1.1886596314380216,0.41603087100330755,,CHP
326-15,boiler,5.346,natural gas,1.0,6.95,7.5,0.0,,HOB
326-4,boiler,25.2108,wood chips,1.0,2.91,2.5,0.0,,HOB
329-1,boiler,42.48,straw,1.0,5.0,5.0,0.0,,HOB
329-5,solar,11.2464,fuel free,1.0,3.0,3.0,0.0,solar,FF
33-1,boiler,5.324,natural gas,1.0,5.0,5.0,0.0,,HOB
330-1,steam turbine,3210.59155,wood pellets,0.991417777667871,358.8932355157693,248.84586219463563,63.45073777074374,,CHP
330-6,steam turbine,7612.67001,wood chips,0.9985135122177458,499.2567561088729,399.4054048870983,149.77702683266187,,CHP
331-4,gas turbine,135.70306,natural gas,1.0,121.0,92.5,21.0,,CHP
331-5,boiler,104.2395,natural gas,1.0,106.0,99.6,0.0,,HOB
331-6,boiler,168.3829,natural gas,1.0,106.0,99.6,0.0,,HOB
332-3,boiler,86.25967999999999,natural gas,1.0,141.1,128.0,0.0,,HOB
332-4,boiler,74.01452,natural gas,1.0,140.7,128.0,0.0,,HOB
334-4,combustion engine,6.3558,natural gas,1.0,3.4,1.8,1.4,,CHP
337-3,boiler,5.720400000000001,natural gas,1.0,8.55,8.4,0.0,,HOB
337-4,combustion engine,24.1632,natural gas,1.0,7.4,3.85,2.95,,CHP
338-2,boiler,95.3028,wood chips,1.0,5.0,5.0,0.0,,HOB
338-4,boiler,2.6316,natural gas,1.0,12.0,12.0,0.0,,HOB
339-4,boiler,63.8424,wood chips,1.0,6.5,7.5,0.0,,HOB
339-5,combustion engine,3.8304,biofuels,1.0,5.0,2.5,2.0,,CHP
339-9,boiler,57.5532,wood chips,1.0,6.5,7.5,0.0,,HOB
34-1,boiler,155.0304,municipal waste,0.744193609128635,7.8884522567635305,6.325645677593397,0.0,,HOB
34-1,boiler,155.0304,wood waste,0.25232258428604876,2.6746193934321165,2.1447419664314142,0.0,,HOB
34-2,boiler,15.3828,wood pellets,1.0,6.3,6.3,0.0,,HOB
34-4,steam turbine,283.1724,municipal waste,0.7442524514908442,10.851200742736507,9.22128787397156,2.1508895848085396,,CHP
34-4,steam turbine,283.1724,wood waste,0.2522906340225057,3.678397444048133,3.1258809555388454,0.7291199323250415,,CHP
344-4,combustion engine,6.8292,natural gas,1.0,5.79,3.0,2.42,,CHP
346-7,boiler,130.644,straw,1.0,6.3,6.3,0.0,,HOB
346-8,boiler,50.8176,wood pellets,1.0,6.3,6.3,0.0,,HOB
349-2,boiler,70.38,wood chips,1.0,2.6,3.3,0.0,,HOB
352-1,boiler,69.6816,wood waste,1.0,7.0,6.3,0.0,,HOB
352-4,boiler,62.046,wood waste,1.0,5.6,5.0,0.0,,HOB
353-3,heat pump - air,13.1976,electricity,1.0,0.36,1.0,0.0,ambient,HP
354-3,boiler,2.801376,natural gas,1.0,3.0,1.7,0.0,,HOB
354-4,solar,8.8236,fuel free,1.0,3.85,3.85,0.0,solar,FF
356-1,boiler,3.39552,natural gas,1.0,8.4,7.0,0.0,,HOB
356-2,combustion engine,5.88672,natural gas,1.0,4.6,2.7,1.8,,CHP
359-2,combustion engine,11.20212,natural gas,1.0,4.99,2.6,2.05,,CHP
359-3,boiler,15.72228,wood chips,1.0,1.0,1.0,0.0,,HOB
359-4,heat pump - air,17.939268,electricity,1.0,0.3,1.0,0.0,ambient,HP
36-1,boiler,7.29612,natural gas,1.0,17.9,16.1,0.0,,HOB
365-2,boiler,7.1208,biofuels,1.0,3.7,3.7,0.0,,HOB
365-3,boiler,6.5628,biofuels,1.0,7.3,7.3,0.0,,HOB
366-1,boiler,16.2666,biofuels,0.5133982317002767,6.674177012103597,6.674177012103597,0.0,,HOB
366-1,boiler,16.2666,natural gas,0.4866017682997234,6.325822987896404,6.325822987896404,0.0,,HOB
367-1,boiler,10.46664,biofuels,1.0,18.0,18.0,0.0,,HOB
368-1,boiler,9.36,biofuels,1.0,19.0,19.0,0.0,,HOB
370-1,boiler,3.6828,biofuels,0.9997347083652519,5.39856742517236,5.39856742517236,0.0,,HOB
370-2,boiler,2.83248,biofuels,0.9996552227915844,5.398138203074556,5.398138203074556,0.0,,HOB
370-5,boiler,2.68848,biofuels,0.9997384427303458,10.297305960122562,10.297305960122562,0.0,,HOB
372-2,boiler,30.0132,natural gas,1.0,16.0,16.9,0.0,,HOB
372-8,combustion engine,54.162,natural gas,1.0,7.57,3.71,3.35,,CHP
372-9,boiler,53.6256,electricity,1.0,6.0,6.0,0.0,,HOB
375-1,boiler,5.994,natural gas,1.0,6.6,4.6,0.0,,HOB
375-2,boiler,13.3164,natural gas,1.0,10.9,9.0,0.0,,HOB
376-1,boiler,3.43944,natural gas,1.0,12.0,11.6,0.0,,HOB
376-2,boiler,2.46852,natural gas,1.0,12.0,11.6,0.0,,HOB
376-3,boiler,11.97324,natural gas,1.0,17.5,16.0,0.0,,HOB
377-1,boiler,9.2718,natural gas,1.0,9.6,8.0,0.0,,HOB
38-3,combustion engine,4.766400000000001,natural gas,1.0,7.15,3.7,3.05,,CHP
38-4,boiler,2.5056,electricity,1.0,1.5,1.5,0.0,,HOB
38-5,boiler,2.5092,electricity,1.0,1.5,1.5,0.0,,HOB
38-6,heat pump - air,25.2144,electricity,1.0,0.48,1.4,0.0,ambient,HP
381-2,combustion engine,3.9798,natural gas,1.0,7.37,3.6,2.87,,CHP
382-1,boiler,49.9644,straw,1.0,6.5,6.5,0.0,,HOB
383-5,boiler,6.569,electricity,1.0,1.47,1.47,0.0,,HOB
384-2,boiler,15.190848,wood chips,1.0,1.9,1.9,0.0,,HOB
384-4,combustion engine,30.2004,biofuels,1.0,3.55,1.8,1.49,,CHP
384-5,combustion engine,17.5248,biofuels,1.0,2.127,1.2,0.889,,CHP
386-1,boiler,2.3292,gas oil,1.0,11.11,10.0,0.0,,HOB
389-1,boiler,8.753,gas oil,0.9999461238888246,20.498895539720905,18.998976353887667,0.0,,HOB
389-2,boiler,3.967,gas oil,1.0,20.5,19.0,0.0,,HOB
389-3,boiler,3.54,gas oil,1.0,20.5,19.0,0.0,,HOB
389-6,boiler,15.688,natural gas,1.0,25.2,23.26,0.0,,HOB
390-1,boiler,16.851,gas oil,0.9999728413145943,20.199451394554803,18.499497564319995,0.0,,HOB
392-1,boiler,9.969,natural gas,1.0,25.1,25.1,0.0,,HOB
392-2,boiler,21.446,natural gas,1.0,25.1,25.1,0.0,,HOB
392-3,boiler,5.632,natural gas,1.0,25.1,25.1,0.0,,HOB
395-3,boiler,4.392,natural gas,1.0,17.7,16.5,0.0,,HOB
398-1,boiler,4.087,natural gas,1.0,10.2,9.5,0.0,,HOB
40-4,steam turbine,364.9536000000001,wood chips,0.9710296438884949,104.09437782484666,33.98603753609732,35.92809682387431,,CHP
400-2,boiler,3.701,gas oil,1.0,12.6,11.7,0.0,,HOB
402-1,boiler,4.545,gas oil,0.9998935150720998,12.998615695937296,11.998722180865197,0.0,,HOB
402-2,boiler,3.336,gas oil,1.0,13.0,12.0,0.0,,HOB
406-1,boiler,2.351,natural gas,1.0,25.4,24.0,0.0,,HOB
406-2,boiler,9.539,natural gas,1.0,17.0,17.0,0.0,,HOB
406-3,boiler,4.044,gas oil,0.9999124125375575,16.998511013138476,16.998511013138476,0.0,,HOB
407-4,boiler,2.12,natural gas,1.0,12.5,11.63,0.0,,HOB
408-2,combustion engine,5.44068,natural gas,1.0,2.7,1.7,1.0,,CHP
408-4,boiler,5.14908,electricity,1.0,1.09,1.09,0.0,,HOB
41-2,boiler,17.1936,natural gas,1.0,4.0,4.0,0.0,,HOB
41-3,combustion engine,27.9252,natural gas,1.0,5.8,3.3,2.5,,CHP
413-10,heat pump - air,50.685264,electricity,1.0,0.896,2.8,0.0,ambient,HP
413-4,boiler,9.07488,electricity,1.0,4.0,3.8,0.0,,HOB
413-8,boiler,7.154640000000001,natural gas,1.0,4.047,3.72,0.0,,HOB
413-9,boiler,2.31552,wood pellets,1.0,1.0,0.94,0.0,,HOB
415-1,steam turbine,2013.5952,wood chips,0.8483481617193138,161.18615072666964,123.01048344930051,44.11410440940432,,CHP
415-1,steam turbine,2013.5952,wood waste,0.14555227140710983,27.654931567350868,21.105079354030924,7.568718113169711,,CHP
415-2,boiler,21.0276,biofuels,0.5820697104399485,40.74487973079639,40.51205184662041,0.0,,HOB
415-2,boiler,21.0276,gas oil,0.41793028956005157,29.25512026920361,29.087948153379585,0.0,,HOB
420-11,boiler,64.4076,electricity,1.0,10.0,10.0,0.0,,HOB
420-3,boiler,3.1032,natural gas,1.0,10.5,8.3,0.0,,HOB
