vrkanl_ny,technology_type,varmelev_TJ,fuel,fuel_share,fuel_capacity_allocation,heat_capacity_allocation,elec_capacity_allocation,source,technology_category
715-4,solar,21.6288,fuel free,1.0,7.5,7.5,0.0,solar,FF
715-6,boiler,90.0468,straw,1.0,6.0,6.5,0.0,,HOB
716-1,boiler,12.9024,straw,1.0,1.6,1.6,0.0,,HOB
716-3,boiler,10.314,wood chips,1.0,2.0,2.0,0.0,,HOB
716-4,boiler,9.032399999999999,straw,1.0,2.5,2.5,0.0,,HOB
717-4,boiler,100.7676,wood chips,1.0,6.5,8.3,0.0,,HOB
718-3,boiler,29.988,straw,1.0,3.15,3.15,0.0,,HOB
721-4,solar,5.9472,fuel free,1.0,3.0,3.0,0.0,solar,FF
721-5,heat pump - air,14.45328,electricity,1.0,0.4,1.2,0.0,ambient,HP
722-4,solar,6.20568,fuel free,1.0,3.0,3.0,0.0,solar,FF
722-5,heat pump - air,15.85656,electricity,1.0,0.4,1.2,0.0,ambient,HP
723-3,boiler,10.1952,straw,1.0,1500.0,1525.0,0.0,,HOB
724-3,boiler,11.8584,wood chips,0.9540501509780753,0.9540501509780753,0.9063476434291715,0.0,,HOB
724-3,boiler,11.8584,wood pellets,0.045949849021924644,0.045949849021924644,0.04365235657082841,0.0,,HOB
726-1,combustion engine,2.161584,natural gas,1.0,2.14,1.03,0.92,,CHP
726-3,gasification plus boiler,12.289284,wood pellets,1.0,1.1,1.0,0.0,,HOB
727-1,combustion engine,13.0695,natural gas,1.0,3.2,1.6,1.3,,CHP
727-2,boiler,5.66922,natural gas,1.0,1.7,1.5,0.0,,HOB
728-2,combustion engine,6.00498,natural gas,1.0,2.1,1.14,0.92,,CHP
728-3,heat pump - air,8.28954,electricity,1.0,0.366,0.861,0.0,ambient,HP
73-3,boiler,40.644708084,electricity,1.0,40.0,40.0,0.0,,HOB
730-3,boiler,46.34,straw,1.0,6.3,6.3,0.0,,HOB
731-1,boiler,7.1748,straw,1.0,8.8,8.8,0.0,,HOB
731-4,boiler,128.8044,straw,1.0,11.0,10.0,0.0,,HOB
731-5,solar,33.66,fuel free,1.0,15.0,15.0,0.0,solar,FF
732-1,boiler,81.0108,straw,0.6639109161464485,4.182638771722625,4.182638771722625,0.0,,HOB
732-1,boiler,81.0108,wood waste,0.3360890838535516,2.117361228277375,2.117361228277375,0.0,,HOB
732-3,solar,24.0264,fuel free,1.0,7.8,7.8,0.0,solar,FF
732-4,boiler,22.5792,wood waste,1.0,2.0,2.0,0.0,,HOB
733-3,combustion engine,2.68776,natural gas,1.0,4.32,2.19,1.82,,CHP
733-4,solar,7.965,fuel free,1.0,3.0,3.0,0.0,solar,FF
733-5,boiler,16.558524,wood pellets,1.0,1.0,0.92,0.0,,HOB
736-3,steam turbine,1183.521,wood chips,0.9587678790968908,53.88275480524526,50.81469759213521,14.381518186453361,,CHP
736-3,steam turbine,1183.521,wood waste,0.04120915579808495,2.3159545558523744,2.184085257298502,0.6181373369712743,,CHP
74-1,boiler,38.63924,gas oil,1.0,14.9,13.6,0.0,,HOB
74-2,boiler,39.76776,gas oil,1.0,14.9,13.6,0.0,,HOB
760-8,heat pump - industrial heat,79.91,electricity,1.0,7.0,7.0,0.0,industry,HP
786-1,combustion engine,5.9076,natural gas,1.0,7.3,3.5,2.88,,CHP
786-2,combustion engine,7.757280000000001,natural gas,1.0,7.3,3.5,2.88,,CHP
786-3,boiler,3.7332,natural gas,1.0,10.9,8.0,0.0,,HOB
786-4,solar,24.2568,fuel free,1.0,8.5,8.5,0.0,solar,FF
786-5,boiler,74.9916,natural gas,1.0,8.0,6.0,0.0,,HOB
786-6,heat pump - air,11.4768,electricity,1.0,0.2,1.0,0.0,ambient,HP
787-4,boiler,4.032,electricity,1.0,1.0,1.0,0.0,,HOB
787-5,boiler,23.7816,straw,1.0,1.0,0.98,0.0,,HOB
788-3,gasification plus boiler,11.4912,straw,0.992609612241514,0.992609612241514,0.992609612241514,0.0,,HOB
79-2,combustion engine,10.7892,natural gas,1.0,4.9,2.38,2.02,,CHP
79-3,solar,8.452800000000002,fuel free,1.0,4.0,4.0,0.0,solar,FF
79-4,boiler,13.6872,electricity,1.0,5.0,5.0,0.0,,HOB
8-1,boiler,213.990588,municipal waste,0.9032264209186766,10.02581327219731,16.709688786995518,0.0,,HOB
8-1,boiler,213.990588,wood waste,0.09406700081549955,1.0441437090520451,1.7402395150867418,0.0,,HOB
8-2,steam turbine,525.575196,municipal waste,0.9050130549484645,18.552767626443522,15.204219323134204,4.163060052762936,,CHP
8-2,steam turbine,525.575196,wood waste,0.09297755762320237,1.9060399312756484,1.5620229680698,0.4276967650667309,,CHP
80-1,boiler,3.5208,natural gas,1.0,5.0,5.0,0.0,,HOB
804-5,combustion engine,8.48232,biofuels,1.0,1.328,0.557,0.53,,CHP
808-5,combustion engine,11.221,biofuels,1.0,2.41,1.35,1.06,,CHP
81-1,steam turbine,139.0356,wood chips,0.9537714297857901,38.150857191431605,33.38200004250265,1.821703430890859,,CHP
81-11,industrial heat,50.3964,fuel free,1.0,3.5,3.5,0.0,industry,FF
81-13,industrial heat,70.7508,fuel free,1.0,7.5,7.5,0.0,industry,FF
818-2,boiler,8.1468,biofuels,1.0,0.89,0.76,0.0,,HOB
823-3,combustion engine,12.203,biofuels,1.0,2.03,1.06,0.84,,CHP
823-4,combustion engine,14.547,biofuels,1.0,2.215,1.22,0.886,,CHP
827-3,combustion engine,4.117392,biofuels,1.0,1.35,0.72,0.53,,CHP
833-3,combustion engine,2.5236,biofuels,0.9923810641451403,0.9288686760398513,0.49619053207257013,0.3969524256580561,,CHP
834-5,combustion engine,12.528,biofuels,1.0,2.1,1.14,0.85,,CHP
84-1,combustion engine,3.3696,natural gas,1.0,10.6,6.0,3.4,,CHP
84-2,boiler,8.7048,natural gas,1.0,8.791,8.0,0.0,,HOB
85-2,boiler,16.2,natural gas,1.0,5.0,5.0,0.0,,HOB
86-3,boiler,13.595,gas oil,0.40234833574854745,0.7242270043473854,0.7242270043473854,0.0,,HOB
86-3,boiler,13.595,natural gas,0.5976516642514526,1.0757729956526145,1.0757729956526145,0.0,,HOB
87-1,boiler,28.44,wood pellets,1.0,2.5,2.5,0.0,,HOB
88-1,boiler,68.01372,wood chips,1.0,8.0,10.0,0.0,,HOB
88-4,boiler,5.37984,wood chips,1.0,5.0,6.0,0.0,,HOB
88-7,boiler,131.8266,wood chips,1.0,10.0,12.7,0.0,,HOB
89-3,boiler,2.4912,natural gas,1.0,3.19,2.94,0.0,,HOB
89-5,combustion engine,24.174,natural gas,1.0,8.0,4.25,3.35,,CHP
9-6,boiler,4.179600000000001,electricity,1.0,1.45,1.45,0.0,,HOB
90-3,combustion engine,15.0948,natural gas,1.0,8.66,4.71,3.64,,CHP
90-4,solar,9.6336,fuel free,1.0,5.4,5.4,0.0,solar,FF
90-5,heat pump - other,17.9568,electricity,1.0,0.7,2.0,0.0,industry,HP
90-6,boiler,16.4484,electricity,1.0,7.0,7.0,0.0,,HOB
91-1,boiler,3.94452,straw,1.0,5.0,5.0,0.0,,HOB
91-3,boiler,210.08484,straw,1.0,12.0,15.0,0.0,,HOB
92-1,boiler,4.744800000000001,natural gas,1.0,8.12,7.66,0.0,,HOB
92-2,combustion engine,6.228,natural gas,1.0,7.37,3.57,3.06,,CHP
929-7,boiler,5.668559999999999,natural gas,1.0,8.5,9.3,0.0,,HOB
93-1,boiler,14.7924,natural gas,1.0,6.0,6.0,0.0,,HOB
934-1,combustion engine,3.51,natural gas,1.0,1.81,1.05,0.74,,CHP
934-2,combustion engine,3.5532,natural gas,1.0,1.81,1.05,0.74,,CHP
934-3,boiler,2.0232,natural gas,1.0,3.2,3.2,0.0,,HOB
937-3,boiler,34.4664,natural gas,1.0,19.8,18.0,0.0,,HOB
937-4,heat pump - air,138.4992,electricity,1.0,2.5,10.5,0.0,ambient,HP
945-1,boiler,7.7112,natural gas,1.0,13.0,13.0,0.0,,HOB
945-11,boiler,31.2696,electricity,1.0,10.0,10.0,0.0,,HOB
945-12,heat pump - air,58.4568,electricity,1.0,1.718,5.556,0.0,ambient,HP
945-4,combustion engine,7.6536,natural gas,1.0,8.67,4.09,3.64,,CHP
945-5,combustion engine,7.6212,natural gas,1.0,8.67,4.09,3.64,,CHP
945-6,solar,10.8,fuel free,1.0,6.0,6.0,0.0,solar,FF
945-8,heat pump - other,3.2616,electricity,1.0,0.24,0.72,0.0,industry,HP
945-9,solar,14.2704,fuel free,1.0,8.0,8.0,0.0,solar,FF
950-1,boiler,75.6,wood chips,1.0,8.8,8.8,0.0,,HOB
950-4,boiler,43.56,wood chips,1.0,6.0,6.0,0.0,,HOB
950-5,heat pump - air,28.044,electricity,1.0,0.9,3.3,0.0,ambient,HP
950-6,heat pump - air,39.636,electricity,1.0,2.5,7.7,0.0,ambient,HP
952-1,boiler,15.5844,natural gas,1.0,11.0,11.0,0.0,,HOB
952-2,boiler,6.5628,natural gas,1.0,7.0,7.0,0.0,,HOB
970-2,boiler,32.191,biofuels,0.9880825603393777,13.141498052513723,11.856990724072531,0.0,,HOB
970-4,combustion engine,40.23,biofuels,1.0,7.049,3.686,3.047,,CHP
975-2,boiler,114.8868,straw,1.0,5.4,5.4,0.0,,HOB
976-2,boiler,116.1504,straw,1.0,5.4,5.4,0.0,,HOB
979-1,steam turbine,293.313,municipal waste,0.9524201733044269,13.14339839160109,8.762265594400727,2.2858084159306244,,CHP
979-1,steam turbine,293.313,wood waste,0.041639320407543964,0.5746226216241067,0.38308174774940446,0.09993436897810551,,CHP
98-2,boiler,11.459844,natural gas,1.0,12.76,10.85,0.0,,HOB
987-1,combustion engine,14.30388,natural gas,1.0,7.8,4.3,3.2,,CHP
987-3,combustion engine,2.5074,natural gas,1.0,7.8,4.3,3.2,,CHP
987-4,combustion engine,12.84408,natural gas,1.0,7.8,4.3,3.2,,CHP
987-6,heat pump - air,108.0288,electricity,1.0,1.0,3.6,0.0,ambient,HP
987-7,boiler,15.6708,electricity,1.0,15.0,15.0,0.0,,HOB
988-2,boiler,4.041,natural gas,1.0,8.0,8.0,0.0,,HOB
988-7,boiler,38.052,electricity,1.0,12.0,12.0,0.0,,HOB
99-5,boiler,2.62062,biofuels,0.9973814165696835,18.830561144835624,16.00797173594342,0.0,,HOB
990-1,steam turbine,1072.32536,coal,0.989337926873582,862.9994736118256,439.16710573918306,369.3198481019082,,CHP
990-3,boiler,77.42034,electricity,1.0,30.0,30.0,0.0,,HOB
991-4,boiler,10.188,natural gas,1.0,10.0,10.4,0.0,,HOB
991-5,combustion engine,3.5568,natural gas,1.0,9.44,4.22,3.73,,CHP
991-7,boiler,30.6684,electricity,1.0,10.0,10.0,0.0,,HOB
991-8,heat pump - air,92.5632,electricity,1.0,1.32,4.652,0.0,ambient,HP
992-4,boiler,70.972,natural gas,0.9981541545930265,23.756068879314032,24.255145956610544,0.0,,HOB
992-5,boiler,81.202,natural gas,0.9980559199004264,23.75373089363015,24.252758853580364,0.0,,HOB
992-6,boiler,90.426,natural gas,0.9974669746091492,23.739713995697752,24.23844748300233,0.0,,HOB
992-7,boiler,73.271,natural gas,0.9979374460550019,23.750911216109046,24.249879939136548,0.0,,HOB
994-1,boiler,2.579,gas oil,1.0,23.0,23.0,0.0,,HOB
994-2,boiler,5.067,gas oil,1.0,23.0,23.0,0.0,,HOB
995-10,boiler,26.17,gas oil,1.0,19.7,18.2,0.0,,HOB
995-11,boiler,21.951,gas oil,1.0,19.7,18.2,0.0,,HOB
995-8,boiler,20.488,gas oil,1.0,19.7,18.2,0.0,,HOB
995-9,boiler,17.475,gas oil,1.0,19.7,18.2,0.0,,HOB
996-2,boiler,10.116,wood pellets,1.0,2.1,2.0,0.0,,HOB
997-1,combustion engine,15.21,natural gas,1.0,8.88,4.2,3.66,,CHP
997-2,solar,14.076,fuel free,1.0,6.0,6.0,0.0,solar,FF
997-3,boiler,14.1732,electricity,1.0,10.0,10.0,0.0,,HOB
997-5,heat pump - air,40.7268,electricity,1.0,1.0,3.7,0.0,ambient,HP
