timestep,transmission supply,transmission return,distribution supply,distribution return
[unit],[°C],[°C],[°C],[°C]
[source],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden]
T7369,110,53,85,48
T7370,110,53,85,48
T7371,110,53,85,48
T7372,110,53,85,48
T7373,110,53,85,48
T7374,110,53,85,48
T7375,110,53,85,48
T7376,110,53,85,48
T7377,110,53,85,48
T7378,110,53,85,48
T7379,110,53,85,48
T7380,110,53,85,48
T7381,110,53,85,48
T7382,110,53,85,48
T7383,110,53,85,48
T7384,110,53,85,48
T7385,110,53,85,48
T7386,110,53,85,48
T7387,110,53,85,48
T7388,110,53,85,48
T7389,110,53,85,48
T7390,110,53,85,48
T7391,110,53,85,48
T7392,110,53,85,48
T7393,110,53,85,48
T7394,110,53,85,48
T7395,110,53,85,48
T7396,110,53,85,48
T7397,110,53,85,48
T7398,110,53,85,48
T7399,110,53,85,48
T7400,110,53,85,48
T7401,110,53,85,48
T7402,110,53,85,48
T7403,110,53,85,48
T7404,110,53,85,48
T7405,110,53,85,48
T7406,110,53,85,48
T7407,110,53,85,48
T7408,110,53,85,48
T7409,110,53,85,48
T7410,110,53,85,48
T7411,110,53,85,48
T7412,110,53,85,48
T7413,110,53,85,48
T7414,110,53,85,48
T7415,110,53,85,48
T7416,110,53,85,48
T7417,110,53,85,48
T7418,110,53,85,48
T7419,110,53,85,48
T7420,110,53,85,48
T7421,110,53,85,48
T7422,110,53,85,48
T7423,110,53,85,48
T7424,110,53,85,48
T7425,110,53,85,48
T7426,110,53,85,48
T7427,110,53,85,48
T7428,110,53,85,48
T7429,110,53,85,48
T7430,110,53,85,48
T7431,110,53,85,48
T7432,110,53,85,48
T7433,110,53,85,48
T7434,110,53,85,48
T7435,110,53,85,48
T7436,110,53,85,48
T7437,110,53,85,48
T7438,110,53,85,48
T7439,110,53,85,48
T7440,110,53,85,48
T7441,110,53,85,48
T7442,110,53,85,48
T7443,110,53,85,48
T7444,110,53,85,48
T7445,110,53,85,48
T7446,110,53,85,48
T7447,110,53,85,48
T7448,110,53,85,48
T7449,110,53,85,48
T7450,110,53,85,48
T7451,110,53,85,48
T7452,110,53,85,48
T7453,110,53,85,48
T7454,111,53,86,48
T7455,111,53,86,48
T7456,111,53,86,48
T7457,111,53,86,48
T7458,111,53,86,48
T7459,111,53,86,48
T7460,111,53,86,48
T7461,111,53,86,48
T7462,111,53,86,48
T7463,111,53,86,48
T7464,111,53,86,48
T7465,111,53,86,48
T7466,111,53,86,48
T7467,111,53,86,48
T7468,111,53,86,48
T7469,111,53,86,48
T7470,111,53,86,48
T7471,111,53,86,48
T7472,111,53,86,48
T7473,111,53,86,48
T7474,111,53,86,48
T7475,111,53,86,48
T7476,111,53,86,48
T7477,111,53,86,48
T7478,111,53,86,48
T7479,111,53,86,48
T7480,111,53,86,48
T7481,111,53,86,48
T7482,111,53,86,48
T7483,111,53,86,48
T7484,111,53,86,48
T7485,111,53,86,48
T7486,111,53,86,48
T7487,111,53,86,48
T7488,111,53,86,48
T7489,111,53,86,48
T7490,111,53,86,48
T7491,111,53,86,48
T7492,111,53,86,48
T7493,111,53,86,48
T7494,111,53,86,48
T7495,111,53,86,48
T7496,111,53,86,48
T7497,111,53,86,48
T7498,111,53,86,48
T7499,111,53,86,48
T7500,111,53,86,48
T7501,111,53,86,48
T7502,111,53,86,48
T7503,111,53,86,48
T7504,111,53,86,48
T7505,111,53,86,48
T7506,111,53,86,48
T7507,111,53,86,48
T7508,111,53,86,48
T7509,111,53,86,48
T7510,111,53,86,48
T7511,111,53,86,48
T7512,111,53,86,48
T7513,111,53,86,48
T7514,111,53,86,48
T7515,111,53,86,48
T7516,111,53,86,48
T7517,111,53,86,48
T7518,111,53,86,48
T7519,111,53,86,48
T7520,111,53,86,48
T7521,111,53,86,48
T7522,111,53,86,48
T7523,111,53,86,48
T7524,111,53,86,48
T7525,111,53,86,48
T7526,111,53,86,48
T7527,111,53,86,48
T7528,111,53,86,48
T7529,111,53,86,48
T7530,111,53,86,48
T7531,111,53,86,48
T7532,111,53,86,48
T7533,111,53,86,48
T7534,111,53,86,48
T7535,111,53,86,48
T7536,111,53,86,48
T7537,111,53,86,48
T7538,111,53,86,48
T7539,111,53,86,48
T7540,111,53,86,48
T7541,111,53,86,48
T7542,111,53,86,48
T7543,111,53,86,48
T7544,111,53,86,48
T7545,111,53,86,48
T7546,111,53,86,48
T7547,111,53,86,48
T7548,111,53,86,48
T7549,111,53,86,48
T7550,111,53,86,48
T7551,111,53,86,48
T7552,111,53,86,48
T7553,111,53,86,48
T7554,111,53,86,48
T7555,111,53,86,48
T7556,111,53,86,48
T7557,111,53,86,48
T7558,111,53,86,48
T7559,111,53,86,48
T7560,111,53,86,48
T7561,111,53,86,48
T7562,111,53,86,48
T7563,111,53,86,48
T7564,111,53,86,48
T7565,111,53,86,48
T7566,111,53,86,48
T7567,111,53,86,48
T7568,111,53,86,48
T7569,111,53,86,48
T7570,111,53,86,48
T7571,111,53,86,48
T7572,111,53,86,48
T7573,111,53,86,48
T7574,111,53,86,48
T7575,111,53,86,48
T7576,111,53,86,48
T7577,111,53,86,48
T7578,111,53,86,48
T7579,111,53,86,48
T7580,111,53,86,48
T7581,111,53,86,48
T7582,111,53,86,48
T7583,111,53,86,48
T7584,111,53,86,48
T7585,111,53,86,48
T7586,111,53,86,48
T7587,111,53,86,48
T7588,111,53,86,48
T7589,111,53,86,48
T7590,111,53,86,48
T7591,111,53,86,48
T7592,111,53,86,48
T7593,111,53,86,48
T7594,111,53,86,48
T7595,111,53,86,48
T7596,111,53,86,48
T7597,111,53,86,48
T7598,111,53,86,48
T7599,111,53,86,48
T7600,111,53,86,48
T7601,111,53,86,48
T7602,111,53,86,48
T7603,111,53,86,48
T7604,111,53,86,48
T7605,111,53,86,48
T7606,111,53,86,48
T7607,111,53,86,48
T7608,111,53,86,48
T7609,111,53,86,48
T7610,111,53,86,48
T7611,111,53,86,48
T7612,111,53,86,48
T7613,111,53,86,48
T7614,111,53,86,48
T7615,111,53,86,48
T7616,111,53,86,48
T7617,111,53,86,48
T7618,111,53,86,48
T7619,111,53,86,48
T7620,111,53,86,48
T7621,111,53,86,48
T7622,111,53,86,48
T7623,111,53,86,48
T7624,111,53,86,48
T7625,111,53,86,48
T7626,111,53,86,48
T7627,111,53,86,48
T7628,111,53,86,48
T7629,111,53,86,48
T7630,111,53,86,48
T7631,111,53,86,48
T7632,111,53,86,48
T7633,111,53,86,48
T7634,111,53,86,48
T7635,111,53,86,48
T7636,111,53,86,48
T7637,111,53,86,48
T7638,111,53,86,48
T7639,111,53,86,48
T7640,111,53,86,48
T7641,111,53,86,48
T7642,111,53,86,48
T7643,111,53,86,48
T7644,111,53,86,48
T7645,111,53,86,48
T7646,111,53,86,48
T7647,111,53,86,48
T7648,111,53,86,48
T7649,111,53,86,48
T7650,111,53,86,48
T7651,111,53,86,48
T7652,111,53,86,48
T7653,111,53,86,48
T7654,111,53,86,48
T7655,111,53,86,48
T7656,111,53,86,48
T7657,111,53,86,48
T7658,111,53,86,48
T7659,111,53,86,48
T7660,111,53,86,48
T7661,111,53,86,48
T7662,111,53,86,48
T7663,111,53,86,48
T7664,111,53,86,48
T7665,111,53,86,48
T7666,111,53,86,48
T7667,111,53,86,48
T7668,111,53,86,48
T7669,111,53,86,48
T7670,111,53,86,48
T7671,111,53,86,48
T7672,111,53,86,48
T7673,111,53,86,48
T7674,111,53,86,48
T7675,111,53,86,48
T7676,111,53,86,48
T7677,111,53,86,48
T7678,111,53,86,48
T7679,111,53,86,48
T7680,111,53,86,48
T7681,111,53,86,48
T7682,111,53,86,48
T7683,111,53,86,48
T7684,111,53,86,48
T7685,111,53,86,48
T7686,111,53,86,48
T7687,111,53,86,48
T7688,111,53,86,48
T7689,111,53,86,48
T7690,111,53,86,48
T7691,111,53,86,48
T7692,111,53,86,48
T7693,111,53,86,48
T7694,111,53,86,48
T7695,111,53,86,48
T7696,111,53,86,48
T7697,111,53,86,48
T7698,111,53,86,48
T7699,111,53,86,48
T7700,111,53,86,48
T7701,111,53,86,48
T7702,111,53,86,48
T7703,111,53,86,48
T7704,111,53,86,48
T7705,111,53,86,48
T7706,111,53,86,48
T7707,111,53,86,48
T7708,111,53,86,48
T7709,111,53,86,48
T7710,111,53,86,48
T7711,111,53,86,48
T7712,111,53,86,48
T7713,111,53,86,48
T7714,111,53,86,48
T7715,111,53,86,48
T7716,111,53,86,48
T7717,111,53,86,48
T7718,111,53,86,48
T7719,111,53,86,48
T7720,111,53,86,48
T7721,111,53,86,48
T7722,111,53,86,48
T7723,111,53,86,48
T7724,111,53,86,48
T7725,111,53,86,48
T7726,111,53,86,48
T7727,111,53,86,48
T7728,111,53,86,48
T7729,111,53,86,48
T7730,111,53,86,48
T7731,111,53,86,48
T7732,111,53,86,48
T7733,111,53,86,48
T7734,111,53,86,48
T7735,111,53,86,48
T7736,111,53,86,48
T7737,111,53,86,48
T7738,111,53,86,48
T7739,112,53,87,48
T7740,112,53,87,48
T7741,112,53,87,48
T7742,112,53,87,48
T7743,112,53,87,48
T7744,112,53,87,48
T7745,112,53,87,48
T7746,112,53,87,48
T7747,112,53,87,48
T7748,112,53,87,48
T7749,112,53,87,48
T7750,112,53,87,48
T7751,112,53,87,48
T7752,112,53,87,48
T7753,112,53,87,48
T7754,112,53,87,48
T7755,112,53,87,48
T7756,112,53,87,48
T7757,112,53,87,48
T7758,112,53,87,48
T7759,112,53,87,48
T7760,112,53,87,48
T7761,112,53,87,48
T7762,112,53,87,48
T7763,112,53,87,48
T7764,112,53,87,48
T7765,112,53,87,48
T7766,112,53,87,48
T7767,112,53,87,48
T7768,112,53,87,48
T7769,112,53,87,48
T7770,112,53,87,48
T7771,112,53,87,48
T7772,112,53,87,48
T7773,112,53,87,48
T7774,112,53,87,48
T7775,112,53,87,48
T7776,112,53,87,48
T7777,112,53,87,48
T7778,112,53,87,48
T7779,112,53,87,48
T7780,112,53,87,48
T7781,112,53,87,48
T7782,112,53,87,48
T7783,112,53,87,48
T7784,112,53,87,48
T7785,112,53,87,48
T7786,112,53,87,48
T7787,112,53,87,48
T7788,112,53,87,48
T7789,112,53,87,48
T7790,112,53,87,48
T7791,112,53,87,48
T7792,112,53,87,48
T7793,112,53,87,48
T7794,112,53,87,48
T7795,112,53,87,48
T7796,112,53,87,48
T7797,112,53,87,48
T7798,112,53,87,48
T7799,112,53,87,48
T7800,112,53,87,48
T7801,112,53,87,48
T7802,112,53,87,48
T7803,112,53,87,48
T7804,112,53,87,48
T7805,112,53,87,48
T7806,112,53,87,48
T7807,112,53,87,48
T7808,112,53,87,48
T7809,112,53,87,48
T7810,112,53,87,48
T7811,112,53,87,48
T7812,112,53,87,48
T7813,112,53,87,48
T7814,112,53,87,48
T7815,112,53,87,48
T7816,112,53,87,48
T7817,112,53,87,48
T7818,112,53,87,48
T7819,112,53,87,48
T7820,112,53,87,48
T7821,112,53,87,48
T7822,112,53,87,48
T7823,112,53,87,48
T7824,112,53,87,48
T7825,112,53,87,48
T7826,112,53,87,48
T7827,112,53,87,48
T7828,112,53,87,48
T7829,112,53,87,48
T7830,112,53,87,48
T7831,112,53,87,48
T7832,112,53,87,48
T7833,112,53,87,48
T7834,112,53,87,48
T7835,112,53,87,48
T7836,112,53,87,48
T7837,112,53,87,48
T7838,112,53,87,48
T7839,112,53,87,48
T7840,112,53,87,48
T7841,112,53,87,48
T7842,112,53,87,48
T7843,112,53,87,48
T7844,112,53,87,48
T7845,112,53,87,48
T7846,112,53,87,48
T7847,112,53,87,48
T7848,112,53,87,48
T7849,112,53,87,48
T7850,112,53,87,48
T7851,112,53,87,48
T7852,112,53,87,48
T7853,112,53,87,48
T7854,112,53,87,48
T7855,112,53,87,48
T7856,112,53,87,48
T7857,112,53,87,48
T7858,112,53,87,48
T7859,112,53,87,48
T7860,112,53,87,48
T7861,112,53,87,48
T7862,112,53,87,48
T7863,112,53,87,48
T7864,112,53,87,48
T7865,112,53,87,48
T7866,112,53,87,48
T7867,112,53,87,48
T7868,112,53,87,48
T7869,112,53,87,48
T7870,112,53,87,48
T7871,112,53,87,48
T7872,112,53,87,48
T7873,112,53,87,48
T7874,112,53,87,48
T7875,112,53,87,48
T7876,112,53,87,48
T7877,112,53,87,48
T7878,112,53,87,48
T7879,112,53,87,48
T7880,112,53,87,48
T7881,112,53,87,48
T7882,112,53,87,48
T7883,112,53,87,48
T7884,112,53,87,48
T7885,112,53,87,48
T7886,112,53,87,48
T7887,112,53,87,48
T7888,112,54,87,49
T7889,112,54,87,49
T7890,112,54,87,49
T7891,112,54,87,49
T7892,112,54,87,49
T7893,112,54,87,49
T7894,112,54,87,49
T7895,112,54,87,49
T7896,112,54,87,49
T7897,112,54,87,49
T7898,112,54,87,49
T7899,112,54,87,49
T7900,112,54,87,49
T7901,112,54,87,49
T7902,112,54,87,49
T7903,112,54,87,49
T7904,112,54,87,49
T7905,112,54,87,49
T7906,112,54,87,49
T7907,112,54,87,49
T7908,112,54,87,49
T7909,112,54,87,49
T7910,112,54,87,49
T7911,112,54,87,49
T7912,112,54,87,49
T7913,112,54,87,49
T7914,112,54,87,49
T7915,112,54,87,49
T7916,112,54,87,49
T7917,112,54,87,49
T7918,112,54,87,49
T7919,112,54,87,49
T7920,112,54,87,49
T7921,112,54,87,49
T7922,112,54,87,49
T7923,112,54,87,49
T7924,112,54,87,49
T7925,112,54,87,49
T7926,112,54,87,49
T7927,112,54,87,49
T7928,112,54,87,49
T7929,112,54,87,49
T7930,112,54,87,49
T7931,112,54,87,49
T7932,112,54,87,49
T7933,112,54,87,49
T7934,112,54,87,49
T7935,112,54,87,49
T7936,112,54,87,49
T7937,112,54,87,49
T7938,112,54,87,49
T7939,112,54,87,49
T7940,112,54,87,49
T7941,112,54,87,49
T7942,112,54,87,49
T7943,112,54,87,49
T7944,112,54,87,49
T7945,112,54,87,49
T7946,112,54,87,49
T7947,112,54,87,49
T7948,112,54,87,49
T7949,112,54,87,49
T7950,112,54,87,49
T7951,112,54,87,49
T7952,112,54,87,49
T7953,112,54,87,49
T7954,112,54,87,49
T7955,112,54,87,49
T7956,112,54,87,49
T7957,112,54,87,49
T7958,112,54,87,49
T7959,112,54,87,49
T7960,112,54,87,49
T7961,112,54,87,49
T7962,112,54,87,49
T7963,112,54,87,49
T7964,112,54,87,49
T7965,112,54,87,49
T7966,112,54,87,49
T7967,112,54,87,49
T7968,112,54,87,49
T7969,112,54,87,49
T7970,112,54,87,49
T7971,112,54,87,49
T7972,112,54,87,49
T7973,112,54,87,49
T7974,112,54,87,49
T7975,112,54,87,49
T7976,112,54,87,49
T7977,112,54,87,49
T7978,112,54,87,49
T7979,112,54,87,49
T7980,112,54,87,49
T7981,112,54,87,49
T7982,112,54,87,49
T7983,112,54,87,49
T7984,112,54,87,49
T7985,112,54,87,49
T7986,112,54,87,49
T7987,112,54,87,49
T7988,112,54,87,49
T7989,112,54,87,49
T7990,112,54,87,49
T7991,112,54,87,49
T7992,112,54,87,49
T7993,112,54,87,49
T7994,112,54,87,49
T7995,112,54,87,49
T7996,112,54,87,49
T7997,112,54,87,49
T7998,112,54,87,49
T7999,112,54,87,49
T8000,112,54,87,49
T8001,112,54,87,49
T8002,112,54,87,49
T8003,112,54,87,49
T8004,112,54,87,49
T8005,112,54,87,49
T8006,112,54,87,49
T8007,112,54,87,49
T8008,112,54,87,49
T8009,112,54,87,49
T8010,112,54,87,49
T8011,112,54,87,49
T8012,112,54,87,49
T8013,112,54,87,49
T8014,112,54,87,49
T8015,112,54,87,49
T8016,112,54,87,49
T8017,112,54,87,49
T8018,112,54,87,49
T8019,112,54,87,49
T8020,112,54,87,49
T8021,112,54,87,49
T8022,112,54,87,49
T8023,112,54,87,49
T8024,112,54,87,49
T8025,112,54,87,49
T8026,112,54,87,49
T8027,112,54,87,49
T8028,112,54,87,49
T8029,112,54,87,49
T8030,112,54,87,49
T8031,112,54,87,49
T8032,112,54,87,49
T8033,112,54,87,49
T8034,112,54,87,49
T8035,112,54,87,49
T8036,112,54,87,49
T8037,112,54,87,49
T8038,112,54,87,49
T8039,112,54,87,49
T8040,112,54,87,49
T8041,112,54,87,49
T8042,112,54,87,49
T8043,112,54,87,49
T8044,113,54,88,49
T8045,113,54,88,49
T8046,113,54,88,49
T8047,113,54,88,49
T8048,113,54,88,49
T8049,113,54,88,49
T8050,113,54,88,49
T8051,113,54,88,49
T8052,113,54,88,49
T8053,113,54,88,49
T8054,113,54,88,49
T8055,113,54,88,49
T8056,113,54,88,49
T8057,113,54,88,49
T8058,113,54,88,49
T8059,113,54,88,49
T8060,113,54,88,49
T8061,113,54,88,49
T8062,113,54,88,49
T8063,113,54,88,49
T8064,113,54,88,49
T8065,113,54,88,49
T8066,113,54,88,49
T8067,113,54,88,49
T8068,113,54,88,49
T8069,113,54,88,49
T8070,113,54,88,49
T8071,113,54,88,49
T8072,113,54,88,49
T8073,113,54,88,49
T8074,113,54,88,49
T8075,113,54,88,49
T8076,113,54,88,49
T8077,113,54,88,49
T8078,113,54,88,49
T8079,113,54,88,49
T8080,113,54,88,49
T8081,113,54,88,49
T8082,113,54,88,49
T8083,113,54,88,49
T8084,113,54,88,49
T8085,113,54,88,49
T8086,113,54,88,49
T8087,113,54,88,49
T8088,113,54,88,49
T8089,113,54,88,49
T8090,113,54,88,49
T8091,113,54,88,49
T8092,113,54,88,49
T8093,113,54,88,49
T8094,113,54,88,49
T8095,113,54,88,49
T8096,113,54,88,49
T8097,113,54,88,49
T8098,113,54,88,49
T8099,113,54,88,49
T8100,113,54,88,49
T8101,113,54,88,49
T8102,113,54,88,49
T8103,113,54,88,49
T8104,113,54,88,49
T8105,113,54,88,49
T8106,113,54,88,49
T8107,113,54,88,49
T8108,113,54,88,49
T8109,113,54,88,49
T8110,113,54,88,49
T8111,113,54,88,49
T8112,113,54,88,49
T8113,113,54,88,49
T8114,113,54,88,49
T8115,113,54,88,49
T8116,113,54,88,49
T8117,113,54,88,49
T8118,113,54,88,49
T8119,113,54,88,49
T8120,113,54,88,49
T8121,113,54,88,49
T8122,113,54,88,49
T8123,113,54,88,49
T8124,113,54,88,49
T8125,113,54,88,49
T8126,113,54,88,49
T8127,113,54,88,49
T8128,113,54,88,49
T8129,113,54,88,49
T8130,113,54,88,49
T8131,113,54,88,49
T8132,113,54,88,49
T8133,113,54,88,49
T8134,113,54,88,49
T8135,113,54,88,49
T8136,113,54,88,49
T8137,113,54,88,49
T8138,113,54,88,49
T8139,113,54,88,49
T8140,113,54,88,49
T8141,113,54,88,49
T8142,113,54,88,49
T8143,113,54,88,49
T8144,113,54,88,49
T8145,113,54,88,49
T8146,113,54,88,49
T8147,113,54,88,49
T8148,113,54,88,49
T8149,113,54,88,49
T8150,113,54,88,49
T8151,113,54,88,49
T8152,113,54,88,49
T8153,113,54,88,49
T8154,113,54,88,49
T8155,113,54,88,49
T8156,113,54,88,49
T8157,113,54,88,49
T8158,113,54,88,49
T8159,113,54,88,49
T8160,113,54,88,49
T8161,113,54,88,49
T8162,113,54,88,49
T8163,113,54,88,49
T8164,113,54,88,49
T8165,113,54,88,49
T8166,113,54,88,49
T8167,113,54,88,49
T8168,113,54,88,49
T8169,113,54,88,49
T8170,113,54,88,49
T8171,113,54,88,49
T8172,113,54,88,49
T8173,113,54,88,49
T8174,113,54,88,49
T8175,113,54,88,49
T8176,113,54,88,49
T8177,113,54,88,49
T8178,113,54,88,49
T8179,113,54,88,49
T8180,113,54,88,49
T8181,113,54,88,49
T8182,113,54,88,49
T8183,113,54,88,49
T8184,113,54,88,49
T8185,113,54,88,49
T8186,113,54,88,49
T8187,113,54,88,49
T8188,113,54,88,49
T8189,113,54,88,49
T8190,113,54,88,49
T8191,113,54,88,49
T8192,113,54,88,49
T8193,113,54,88,49
T8194,113,54,88,49
T8195,113,54,88,49
T8196,113,54,88,49
T8197,113,54,88,49
T8198,113,54,88,49
T8199,113,54,88,49
T8200,113,54,88,49
T8201,113,54,88,49
T8202,113,54,88,49
T8203,113,54,88,49
T8204,113,54,88,49
T8205,113,54,88,49
T8206,113,54,88,49
T8207,113,54,88,49
T8208,113,54,88,49
T8209,113,54,88,49
T8210,113,54,88,49
T8211,113,54,88,49
T8212,113,54,88,49
T8213,113,54,88,49
T8214,113,54,88,49
T8215,113,54,88,49
T8216,113,54,88,49
T8217,113,54,88,49
T8218,113,54,88,49
T8219,113,54,88,49
T8220,113,54,88,49
T8221,113,54,88,49
T8222,113,54,88,49
T8223,113,54,88,49
T8224,113,54,88,49
T8225,113,54,88,49
T8226,113,54,88,49
T8227,113,54,88,49
T8228,113,54,88,49
T8229,113,54,88,49
T8230,113,54,88,49
T8231,113,54,88,49
T8232,113,54,88,49
T8233,113,54,88,49
T8234,113,54,88,49
T8235,113,54,88,49
T8236,113,54,88,49
T8237,113,54,88,49
T8238,113,54,88,49
T8239,113,54,88,49
T8240,113,54,88,49
T8241,113,54,88,49
T8242,113,54,88,49
T8243,113,54,88,49
T8244,113,54,88,49
T8245,113,54,88,49
T8246,113,54,88,49
T8247,113,54,88,49
T8248,113,54,88,49
T8249,113,54,88,49
T8250,113,54,88,49
T8251,113,54,88,49
T8252,113,54,88,49
T8253,113,54,88,49
T8254,113,54,88,49
T8255,113,54,88,49
T8256,113,54,88,49
T8257,113,54,88,49
T8258,113,54,88,49
T8259,113,54,88,49
T8260,113,54,88,49
T8261,113,54,88,49
T8262,113,54,88,49
T8263,113,54,88,49
T8264,113,54,88,49
T8265,113,54,88,49
T8266,113,54,88,49
T8267,113,54,88,49
T8268,113,54,88,49
T8269,113,54,88,49
T8270,113,54,88,49
T8271,113,54,88,49
T8272,113,54,88,49
T8273,113,54,88,49
T8274,113,54,88,49
T8275,113,54,88,49
T8276,113,54,88,49
T8277,113,54,88,49
T8278,113,54,88,49
T8279,113,54,88,49
T8280,113,54,88,49
T8281,113,54,88,49
T8282,113,54,88,49
T8283,113,54,88,49
T8284,113,54,88,49
T8285,113,54,88,49
T8286,113,54,88,49
T8287,113,54,88,49
T8288,113,54,88,49
T8289,113,54,88,49
T8290,113,54,88,49
T8291,113,54,88,49
T8292,113,54,88,49
T8293,113,54,88,49
T8294,113,54,88,49
T8295,113,54,88,49
T8296,113,54,88,49
T8297,113,54,88,49
T8298,113,54,88,49
T8299,113,54,88,49
T8300,113,54,88,49
T8301,113,54,88,49
T8302,113,54,88,49
T8303,113,54,88,49
T8304,113,54,88,49
T8305,113,54,88,49
T8306,113,54,88,49
T8307,113,54,88,49
T8308,113,54,88,49
T8309,113,54,88,49
T8310,113,54,88,49
T8311,113,54,88,49
T8312,113,54,88,49
T8313,113,54,88,49
T8314,113,54,88,49
T8315,113,54,88,49
T8316,113,54,88,49
T8317,113,54,88,49
T8318,113,54,88,49
T8319,113,54,88,49
T8320,113,54,88,49
T8321,113,54,88,49
T8322,113,54,88,49
T8323,113,54,88,49
T8324,113,54,88,49
T8325,113,54,88,49
T8326,113,54,88,49
T8327,113,54,88,49
T8328,113,54,88,49
T8329,113,54,88,49
T8330,113,54,88,49
T8331,113,54,88,49
T8332,113,54,88,49
T8333,113,54,88,49
T8334,113,54,88,49
T8335,113,54,88,49
T8336,113,54,88,49
T8337,113,54,88,49
T8338,113,54,88,49
T8339,113,54,88,49
T8340,113,54,88,49
T8341,113,54,88,49
T8342,113,54,88,49
T8343,113,54,88,49
T8344,113,54,88,49
T8345,113,54,88,49
T8346,113,54,88,49
T8347,113,54,88,49
T8348,113,54,88,49
T8349,113,54,88,49
T8350,113,54,88,49
T8351,113,54,88,49
T8352,113,54,88,49
T8353,113,54,88,49
T8354,113,54,88,49
T8355,113,54,88,49
T8356,113,54,88,49
T8357,113,54,88,49
T8358,113,54,88,49
T8359,113,54,88,49
T8360,113,54,88,49
T8361,113,54,88,49
T8362,113,54,88,49
T8363,113,54,88,49
T8364,113,54,88,49
T8365,113,54,88,49
T8366,113,54,88,49
T8367,113,54,88,49
T8368,113,54,88,49
T8369,113,54,88,49
T8370,113,54,88,49
T8371,113,54,88,49
T8372,113,54,88,49
T8373,113,54,88,49
T8374,113,54,88,49
T8375,113,54,88,49
T8376,113,54,88,49
T8377,113,54,88,49
T8378,113,54,88,49
T8379,113,54,88,49
T8380,113,54,88,49
T8381,113,54,88,49
T8382,113,54,88,49
T8383,113,54,88,49
T8384,113,54,88,49
T8385,113,54,88,49
T8386,113,54,88,49
T8387,113,54,88,49
T8388,113,54,88,49
T8389,113,54,88,49
T8390,113,54,88,49
T8391,113,54,88,49
T8392,113,54,88,49
T8393,113,54,88,49
T8394,113,54,88,49
T8395,113,54,88,49
T8396,114,54,89,49
T8397,114,54,89,49
T8398,114,54,89,49
T8399,114,54,89,49
T8400,114,54,89,49
T8401,114,54,89,49
T8402,114,54,89,49
T8403,114,54,89,49
T8404,114,54,89,49
T8405,114,54,89,49
T8406,114,54,89,49
T8407,114,54,89,49
T8408,114,54,89,49
T8409,114,54,89,49
T8410,114,54,89,49
T8411,114,54,89,49
T8412,114,54,89,49
T8413,114,54,89,49
T8414,114,54,89,49
T8415,114,54,89,49
T8416,114,54,89,49
T8417,114,54,89,49
T8418,114,54,89,49
T8419,114,54,89,49
T8420,114,54,89,49
T8421,114,54,89,49
T8422,114,54,89,49
T8423,114,54,89,49
T8424,114,54,89,49
T8425,114,54,89,49
T8426,114,54,89,49
T8427,114,54,89,49
T8428,114,54,89,49
T8429,114,54,89,49
T8430,114,54,89,49
T8431,114,54,89,49
T8432,114,54,89,49
T8433,114,54,89,49
T8434,114,54,89,49
T8435,114,54,89,49
T8436,114,54,89,49
T8437,114,54,89,49
T8438,114,54,89,49
T8439,114,54,89,49
T8440,114,54,89,49
T8441,114,54,89,49
T8442,114,54,89,49
T8443,114,54,89,49
T8444,114,54,89,49
T8445,114,54,89,49
T8446,114,54,89,49
T8447,114,54,89,49
T8448,114,54,89,49
T8449,114,54,89,49
T8450,114,54,89,49
T8451,114,54,89,49
T8452,114,54,89,49
T8453,114,54,89,49
T8454,114,54,89,49
T8455,114,54,89,49
T8456,114,54,89,49
T8457,114,54,89,49
T8458,114,54,89,49
T8459,114,54,89,49
T8460,114,54,89,49
T8461,114,54,89,49
T8462,114,54,89,49
T8463,114,54,89,49
T8464,114,54,89,49
T8465,114,54,89,49
T8466,114,54,89,49
T8467,114,54,89,49
T8468,114,54,89,49
T8469,114,54,89,49
T8470,114,54,89,49
T8471,114,54,89,49
T8472,114,54,89,49
T8473,114,54,89,49
T8474,114,54,89,49
T8475,114,54,89,49
T8476,114,54,89,49
T8477,114,54,89,49
T8478,114,54,89,49
T8479,114,54,89,49
T8480,114,54,89,49
T8481,114,54,89,49
T8482,114,54,89,49
T8483,114,54,89,49
T8484,114,54,89,49
T8485,114,54,89,49
T8486,114,54,89,49
T8487,114,54,89,49
T8488,114,54,89,49
T8489,114,54,89,49
T8490,114,54,89,49
T8491,114,54,89,49
T8492,114,54,89,49
T8493,114,54,89,49
T8494,114,54,89,49
T8495,114,54,89,49
T8496,114,54,89,49
T8497,114,54,89,49
T8498,114,54,89,49
T8499,114,54,89,49
T8500,114,54,89,49
T8501,114,54,89,49
T8502,114,54,89,49
T8503,114,54,89,49
T8504,114,54,89,49
T8505,114,54,89,49
T8506,114,54,89,49
T8507,114,54,89,49
T8508,114,54,89,49
T8509,114,54,89,49
T8510,114,54,89,49
T8511,114,54,89,49
T8512,114,54,89,49
T8513,114,54,89,49
T8514,114,54,89,49
T8515,114,54,89,49
T8516,114,54,89,49
T8517,114,54,89,49
T8518,114,54,89,49
T8519,114,54,89,49
T8520,114,54,89,49
T8521,114,54,89,49
T8522,114,54,89,49
T8523,114,54,89,49
T8524,114,54,89,49
T8525,114,54,89,49
