timestep,transmission supply,transmission return,distribution supply,distribution return
[unit],[°C],[°C],[°C],[°C]
[source],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden]
T5055,105,50,80,45
T5056,105,50,80,45
T5057,105,50,80,45
T5058,105,50,80,45
T5059,105,50,80,45
T5060,105,50,80,45
T5061,105,50,80,45
T5062,105,50,80,45
T5063,105,50,80,45
T5064,105,50,80,45
T5065,105,50,80,45
T5066,105,50,80,45
T5067,105,50,80,45
T5068,105,50,80,45
T5069,105,50,80,45
T5070,105,50,80,45
T5071,105,50,80,45
T5072,105,50,80,45
T5073,105,50,80,45
T5074,105,50,80,45
T5075,105,50,80,45
T5076,105,50,80,45
T5077,105,50,80,45
T5078,105,50,80,45
T5079,105,50,80,45
T5080,105,50,80,45
T5081,105,50,80,45
T5082,105,50,80,45
T5083,105,50,80,45
T5084,105,50,80,45
T5085,105,50,80,45
T5086,105,50,80,45
T5087,105,50,80,45
T5088,105,50,80,45
T5089,105,50,80,45
T5090,105,50,80,45
T5091,105,50,80,45
T5092,105,50,80,45
T5093,105,50,80,45
T5094,105,50,80,45
T5095,105,50,80,45
T5096,105,50,80,45
T5097,105,50,80,45
T5098,105,50,80,45
T5099,105,50,80,45
T5100,105,50,80,45
T5101,105,50,80,45
T5102,105,50,80,45
T5103,105,50,80,45
T5104,105,50,80,45
T5105,105,50,80,45
T5106,105,50,80,45
T5107,105,50,80,45
T5108,105,50,80,45
T5109,105,50,80,45
T5110,105,50,80,45
T5111,105,50,80,45
T5112,105,50,80,45
T5113,105,50,80,45
T5114,105,50,80,45
T5115,105,50,80,45
T5116,105,50,80,45
T5117,105,50,80,45
T5118,105,50,80,45
T5119,105,50,80,45
T5120,105,50,80,45
T5121,105,50,80,45
T5122,105,50,80,45
T5123,105,50,80,45
T5124,105,50,80,45
T5125,105,50,80,45
T5126,105,50,80,45
T5127,105,50,80,45
T5128,105,50,80,45
T5129,105,50,80,45
T5130,105,50,80,45
T5131,105,50,80,45
T5132,105,50,80,45
T5133,105,50,80,45
T5134,105,50,80,45
T5135,105,50,80,45
T5136,105,50,80,45
T5137,105,50,80,45
T5138,105,50,80,45
T5139,105,50,80,45
T5140,105,50,80,45
T5141,105,50,80,45
T5142,105,50,80,45
T5143,105,50,80,45
T5144,105,50,80,45
T5145,105,50,80,45
T5146,105,50,80,45
T5147,105,50,80,45
T5148,105,50,80,45
T5149,105,50,80,45
T5150,105,50,80,45
T5151,105,50,80,45
T5152,105,50,80,45
T5153,105,50,80,45
T5154,105,50,80,45
T5155,105,50,80,45
T5156,105,50,80,45
T5157,105,50,80,45
T5158,105,50,80,45
T5159,105,50,80,45
T5160,105,50,80,45
T5161,105,50,80,45
T5162,105,50,80,45
T5163,105,50,80,45
T5164,105,50,80,45
T5165,105,50,80,45
T5166,105,50,80,45
T5167,105,50,80,45
T5168,105,50,80,45
T5169,105,50,80,45
T5170,105,50,80,45
T5171,105,50,80,45
T5172,105,50,80,45
T5173,105,50,80,45
T5174,105,50,80,45
T5175,105,50,80,45
T5176,105,50,80,45
T5177,105,50,80,45
T5178,105,50,80,45
T5179,105,50,80,45
T5180,105,50,80,45
T5181,105,50,80,45
T5182,105,50,80,45
T5183,105,50,80,45
T5184,105,50,80,45
T5185,105,50,80,45
T5186,105,50,80,45
T5187,105,50,80,45
T5188,105,50,80,45
T5189,105,50,80,45
T5190,105,50,80,45
T5191,105,50,80,45
T5192,105,50,80,45
T5193,105,50,80,45
T5194,105,50,80,45
T5195,105,50,80,45
T5196,105,50,80,45
T5197,105,50,80,45
T5198,105,50,80,45
T5199,105,50,80,45
T5200,105,50,80,45
T5201,105,50,80,45
T5202,105,50,80,45
T5203,105,50,80,45
T5204,105,50,80,45
T5205,105,50,80,45
T5206,105,50,80,45
T5207,105,50,80,45
T5208,105,50,80,45
T5209,105,50,80,45
T5210,105,50,80,45
T5211,105,50,80,45
T5212,105,50,80,45
T5213,105,50,80,45
T5214,105,50,80,45
T5215,105,50,80,45
T5216,105,50,80,45
T5217,105,50,80,45
T5218,105,50,80,45
T5219,105,50,80,45
T5220,105,50,80,45
T5221,105,50,80,45
T5222,105,50,80,45
T5223,105,50,80,45
T5224,105,50,80,45
T5225,105,50,80,45
T5226,105,50,80,45
T5227,105,50,80,45
T5228,105,50,80,45
T5229,105,50,80,45
T5230,105,50,80,45
T5231,105,50,80,45
T5232,105,50,80,45
T5233,105,50,80,45
T5234,105,50,80,45
T5235,105,50,80,45
T5236,105,50,80,45
T5237,105,50,80,45
T5238,105,50,80,45
T5239,105,50,80,45
T5240,105,50,80,45
T5241,105,50,80,45
T5242,105,50,80,45
T5243,105,50,80,45
T5244,105,50,80,45
T5245,105,50,80,45
T5246,105,50,80,45
T5247,105,50,80,45
T5248,105,50,80,45
T5249,105,50,80,45
T5250,105,50,80,45
T5251,105,50,80,45
T5252,105,50,80,45
T5253,105,50,80,45
T5254,105,50,80,45
T5255,105,50,80,45
T5256,105,50,80,45
T5257,105,50,80,45
T5258,105,50,80,45
T5259,105,50,80,45
T5260,105,50,80,45
T5261,105,50,80,45
T5262,105,50,80,45
T5263,105,50,80,45
T5264,105,50,80,45
T5265,105,50,80,45
T5266,105,50,80,45
T5267,105,50,80,45
T5268,105,50,80,45
T5269,105,50,80,45
T5270,105,50,80,45
T5271,105,50,80,45
T5272,105,50,80,45
T5273,105,50,80,45
T5274,105,50,80,45
T5275,105,50,80,45
T5276,105,50,80,45
T5277,105,50,80,45
T5278,105,50,80,45
T5279,105,50,80,45
T5280,105,50,80,45
T5281,105,50,80,45
T5282,105,50,80,45
T5283,105,50,80,45
T5284,105,50,80,45
T5285,105,50,80,45
T5286,105,50,80,45
T5287,105,50,80,45
T5288,105,50,80,45
T5289,105,50,80,45
T5290,105,50,80,45
T5291,105,50,80,45
T5292,105,50,80,45
T5293,105,50,80,45
T5294,105,50,80,45
T5295,105,50,80,45
T5296,105,50,80,45
T5297,105,50,80,45
T5298,105,50,80,45
T5299,105,50,80,45
T5300,105,50,80,45
T5301,105,50,80,45
T5302,105,50,80,45
T5303,105,50,80,45
T5304,105,50,80,45
T5305,105,50,80,45
T5306,105,50,80,45
T5307,105,50,80,45
T5308,105,50,80,45
T5309,105,50,80,45
T5310,105,50,80,45
T5311,105,50,80,45
T5312,105,50,80,45
T5313,105,50,80,45
T5314,105,50,80,45
T5315,105,50,80,45
T5316,105,50,80,45
T5317,105,50,80,45
T5318,105,50,80,45
T5319,105,50,80,45
T5320,105,50,80,45
T5321,105,50,80,45
T5322,105,50,80,45
T5323,105,50,80,45
T5324,105,50,80,45
T5325,105,50,80,45
T5326,105,50,80,45
T5327,105,50,80,45
T5328,105,50,80,45
T5329,105,50,80,45
T5330,105,50,80,45
T5331,105,50,80,45
T5332,105,50,80,45
T5333,105,50,80,45
T5334,105,50,80,45
T5335,105,50,80,45
T5336,105,50,80,45
T5337,105,50,80,45
T5338,105,50,80,45
T5339,105,50,80,45
T5340,105,50,80,45
T5341,105,50,80,45
T5342,105,50,80,45
T5343,105,50,80,45
T5344,105,50,80,45
T5345,105,50,80,45
T5346,105,50,80,45
T5347,105,50,80,45
T5348,105,50,80,45
T5349,105,50,80,45
T5350,105,50,80,45
T5351,105,50,80,45
T5352,105,50,80,45
T5353,105,50,80,45
T5354,105,50,80,45
T5355,105,50,80,45
T5356,105,50,80,45
T5357,105,50,80,45
T5358,105,50,80,45
T5359,105,50,80,45
T5360,105,50,80,45
T5361,105,50,80,45
T5362,105,50,80,45
T5363,105,50,80,45
T5364,105,50,80,45
T5365,105,50,80,45
T5366,105,50,80,45
T5367,105,50,80,45
T5368,105,50,80,45
T5369,105,50,80,45
T5370,105,50,80,45
T5371,105,50,80,45
T5372,105,50,80,45
T5373,105,50,80,45
T5374,105,50,80,45
T5375,105,50,80,45
T5376,105,50,80,45
T5377,105,50,80,45
T5378,105,50,80,45
T5379,105,50,80,45
T5380,105,50,80,45
T5381,105,50,80,45
T5382,105,50,80,45
T5383,105,50,80,45
T5384,105,50,80,45
T5385,105,50,80,45
T5386,105,50,80,45
T5387,105,50,80,45
T5388,105,50,80,45
T5389,105,50,80,45
T5390,105,50,80,45
T5391,105,50,80,45
T5392,105,50,80,45
T5393,105,50,80,45
T5394,105,50,80,45
T5395,105,50,80,45
T5396,105,50,80,45
T5397,105,50,80,45
T5398,105,50,80,45
T5399,105,50,80,45
T5400,105,50,80,45
T5401,105,50,80,45
T5402,105,50,80,45
T5403,105,50,80,45
T5404,105,50,80,45
T5405,105,50,80,45
T5406,105,50,80,45
T5407,105,50,80,45
T5408,105,50,80,45
T5409,105,50,80,45
T5410,105,50,80,45
T5411,105,50,80,45
T5412,105,50,80,45
T5413,105,50,80,45
T5414,105,50,80,45
T5415,105,50,80,45
T5416,105,50,80,45
T5417,105,50,80,45
T5418,105,50,80,45
T5419,105,50,80,45
T5420,105,50,80,45
T5421,105,50,80,45
T5422,105,50,80,45
T5423,105,50,80,45
T5424,105,50,80,45
T5425,105,50,80,45
T5426,105,50,80,45
T5427,105,50,80,45
T5428,105,50,80,45
T5429,105,50,80,45
T5430,105,50,80,45
T5431,105,50,80,45
T5432,105,50,80,45
T5433,105,50,80,45
T5434,105,50,80,45
T5435,105,50,80,45
T5436,105,50,80,45
T5437,105,50,80,45
T5438,105,50,80,45
T5439,105,50,80,45
T5440,105,50,80,45
T5441,105,50,80,45
T5442,105,50,80,45
T5443,105,50,80,45
T5444,105,50,80,45
T5445,105,50,80,45
T5446,105,50,80,45
T5447,105,50,80,45
T5448,105,50,80,45
T5449,105,50,80,45
T5450,105,50,80,45
T5451,105,50,80,45
T5452,105,50,80,45
T5453,105,50,80,45
T5454,105,50,80,45
T5455,105,50,80,45
T5456,105,50,80,45
T5457,105,50,80,45
T5458,105,50,80,45
T5459,105,50,80,45
T5460,105,50,80,45
T5461,105,50,80,45
T5462,105,50,80,45
T5463,105,50,80,45
T5464,105,50,80,45
T5465,105,50,80,45
T5466,105,50,80,45
T5467,105,50,80,45
T5468,105,50,80,45
T5469,105,50,80,45
T5470,105,50,80,45
T5471,105,50,80,45
T5472,105,50,80,45
T5473,105,50,80,45
T5474,105,50,80,45
T5475,105,50,80,45
T5476,105,50,80,45
T5477,105,50,80,45
T5478,105,50,80,45
T5479,105,50,80,45
T5480,105,50,80,45
T5481,105,50,80,45
T5482,105,50,80,45
T5483,105,50,80,45
T5484,105,50,80,45
T5485,105,50,80,45
T5486,105,50,80,45
T5487,105,50,80,45
T5488,105,50,80,45
T5489,105,50,80,45
T5490,105,50,80,45
T5491,105,50,80,45
T5492,105,50,80,45
T5493,105,50,80,45
T5494,105,50,80,45
T5495,105,50,80,45
T5496,105,50,80,45
T5497,105,50,80,45
T5498,105,50,80,45
T5499,105,50,80,45
T5500,105,50,80,45
T5501,105,50,80,45
T5502,105,50,80,45
T5503,105,50,80,45
T5504,105,50,80,45
T5505,105,50,80,45
T5506,105,50,80,45
T5507,105,50,80,45
T5508,105,50,80,45
T5509,105,50,80,45
T5510,105,50,80,45
T5511,105,50,80,45
T5512,105,50,80,45
T5513,105,50,80,45
T5514,105,50,80,45
T5515,105,50,80,45
T5516,105,50,80,45
T5517,105,50,80,45
T5518,105,50,80,45
T5519,105,50,80,45
T5520,105,50,80,45
T5521,105,50,80,45
T5522,105,50,80,45
T5523,105,50,80,45
T5524,105,50,80,45
T5525,105,50,80,45
T5526,105,50,80,45
T5527,105,50,80,45
T5528,105,50,80,45
T5529,105,50,80,45
T5530,105,50,80,45
T5531,105,50,80,45
T5532,105,50,80,45
T5533,105,50,80,45
T5534,105,50,80,45
T5535,105,50,80,45
T5536,105,50,80,45
T5537,105,50,80,45
T5538,105,50,80,45
T5539,105,50,80,45
T5540,105,50,80,45
T5541,105,50,80,45
T5542,105,50,80,45
T5543,105,50,80,45
T5544,105,50,80,45
T5545,105,50,80,45
T5546,105,50,80,45
T5547,105,50,80,45
T5548,105,50,80,45
T5549,105,50,80,45
T5550,105,50,80,45
T5551,105,50,80,45
T5552,105,50,80,45
T5553,105,50,80,45
T5554,105,50,80,45
T5555,105,50,80,45
T5556,105,50,80,45
T5557,105,50,80,45
T5558,105,50,80,45
T5559,105,50,80,45
T5560,105,50,80,45
T5561,105,50,80,45
T5562,105,50,80,45
T5563,105,50,80,45
T5564,105,50,80,45
T5565,105,50,80,45
T5566,105,50,80,45
T5567,105,50,80,45
T5568,105,50,80,45
T5569,105,50,80,45
T5570,105,50,80,45
T5571,105,50,80,45
T5572,105,50,80,45
T5573,105,50,80,45
T5574,105,50,80,45
T5575,105,50,80,45
T5576,105,50,80,45
T5577,105,50,80,45
T5578,105,50,80,45
T5579,105,50,80,45
T5580,105,50,80,45
T5581,105,50,80,45
T5582,105,50,80,45
T5583,105,50,80,45
T5584,105,50,80,45
T5585,105,50,80,45
T5586,105,50,80,45
T5587,105,50,80,45
T5588,105,50,80,45
T5589,105,50,80,45
T5590,105,50,80,45
T5591,105,50,80,45
T5592,105,50,80,45
T5593,105,50,80,45
T5594,105,50,80,45
T5595,105,50,80,45
T5596,105,50,80,45
T5597,105,50,80,45
T5598,105,50,80,45
T5599,105,50,80,45
T5600,105,50,80,45
T5601,105,50,80,45
T5602,105,50,80,45
T5603,105,50,80,45
T5604,105,50,80,45
T5605,105,50,80,45
T5606,105,50,80,45
T5607,105,50,80,45
T5608,105,50,80,45
T5609,105,50,80,45
T5610,105,50,80,45
T5611,105,50,80,45
T5612,105,50,80,45
T5613,105,50,80,45
T5614,105,50,80,45
T5615,105,50,80,45
T5616,105,50,80,45
T5617,105,50,80,45
T5618,105,50,80,45
T5619,105,50,80,45
T5620,105,50,80,45
T5621,105,50,80,45
T5622,105,50,80,45
T5623,105,50,80,45
T5624,105,50,80,45
T5625,105,50,80,45
T5626,105,50,80,45
T5627,105,50,80,45
T5628,105,50,80,45
T5629,105,50,80,45
T5630,105,50,80,45
T5631,105,50,80,45
T5632,105,50,80,45
T5633,105,50,80,45
T5634,105,50,80,45
T5635,105,50,80,45
T5636,105,50,80,45
T5637,105,50,80,45
T5638,105,50,80,45
T5639,105,50,80,45
T5640,105,50,80,45
T5641,105,50,80,45
T5642,105,50,80,45
T5643,105,50,80,45
T5644,105,50,80,45
T5645,105,50,80,45
T5646,105,50,80,45
T5647,105,50,80,45
T5648,105,50,80,45
T5649,105,50,80,45
T5650,105,50,80,45
T5651,105,50,80,45
T5652,105,50,80,45
T5653,105,50,80,45
T5654,105,50,80,45
T5655,105,50,80,45
T5656,105,50,80,45
T5657,105,50,80,45
T5658,105,50,80,45
T5659,105,50,80,45
T5660,105,50,80,45
T5661,105,50,80,45
T5662,105,50,80,45
T5663,105,50,80,45
T5664,105,50,80,45
T5665,105,50,80,45
T5666,105,50,80,45
T5667,105,50,80,45
T5668,105,50,80,45
T5669,105,50,80,45
T5670,105,50,80,45
T5671,105,50,80,45
T5672,105,50,80,45
T5673,105,50,80,45
T5674,105,50,80,45
T5675,105,50,80,45
T5676,105,50,80,45
T5677,105,50,80,45
T5678,105,50,80,45
T5679,105,50,80,45
T5680,105,50,80,45
T5681,105,50,80,45
T5682,105,50,80,45
T5683,105,50,80,45
T5684,105,50,80,45
T5685,105,50,80,45
T5686,105,50,80,45
T5687,105,50,80,45
T5688,105,50,80,45
T5689,105,50,80,45
T5690,105,50,80,45
T5691,105,50,80,45
T5692,105,50,80,45
T5693,105,50,80,45
T5694,105,50,80,45
T5695,105,50,80,45
T5696,105,50,80,45
T5697,105,50,80,45
T5698,105,50,80,45
T5699,105,50,80,45
T5700,105,50,80,45
T5701,105,50,80,45
T5702,105,50,80,45
T5703,105,50,80,45
T5704,105,50,80,45
T5705,105,50,80,45
T5706,105,50,80,45
T5707,105,50,80,45
T5708,105,50,80,45
T5709,105,50,80,45
T5710,105,50,80,45
T5711,105,50,80,45
T5712,105,50,80,45
T5713,105,50,80,45
T5714,105,50,80,45
T5715,105,50,80,45
T5716,105,50,80,45
T5717,105,50,80,45
T5718,105,50,80,45
T5719,105,50,80,45
T5720,105,50,80,45
T5721,105,50,80,45
T5722,105,50,80,45
T5723,105,50,80,45
T5724,105,50,80,45
T5725,105,50,80,45
T5726,105,50,80,45
T5727,105,50,80,45
T5728,105,50,80,45
T5729,105,50,80,45
T5730,105,50,80,45
T5731,105,50,80,45
T5732,105,50,80,45
T5733,105,50,80,45
T5734,105,50,80,45
T5735,105,50,80,45
T5736,105,50,80,45
T5737,105,50,80,45
T5738,105,50,80,45
T5739,105,50,80,45
T5740,105,50,80,45
T5741,105,50,80,45
T5742,105,50,80,45
T5743,105,50,80,45
T5744,105,50,80,45
T5745,105,50,80,45
T5746,105,50,80,45
T5747,105,50,80,45
T5748,105,50,80,45
T5749,105,50,80,45
T5750,105,50,80,45
T5751,105,50,80,45
T5752,105,50,80,45
T5753,106,50,81,45
T5754,106,50,81,45
T5755,106,50,81,45
T5756,106,50,81,45
T5757,106,50,81,45
T5758,106,50,81,45
T5759,106,50,81,45
T5760,106,50,81,45
T5761,106,50,81,45
T5762,106,50,81,45
T5763,106,50,81,45
T5764,106,50,81,45
T5765,106,50,81,45
T5766,106,50,81,45
T5767,106,50,81,45
T5768,106,50,81,45
T5769,106,50,81,45
T5770,106,50,81,45
T5771,106,50,81,45
T5772,106,50,81,45
T5773,106,50,81,45
T5774,106,50,81,45
T5775,106,50,81,45
T5776,106,50,81,45
T5777,106,50,81,45
T5778,106,50,81,45
T5779,106,50,81,45
T5780,106,50,81,45
T5781,106,50,81,45
T5782,106,50,81,45
T5783,106,50,81,45
T5784,106,50,81,45
T5785,106,50,81,45
T5786,106,50,81,45
T5787,106,50,81,45
T5788,106,50,81,45
T5789,106,50,81,45
T5790,106,50,81,45
T5791,106,50,81,45
T5792,106,50,81,45
T5793,106,50,81,45
T5794,106,50,81,45
T5795,106,50,81,45
T5796,106,50,81,45
T5797,106,50,81,45
T5798,106,50,81,45
T5799,106,50,81,45
T5800,106,50,81,45
T5801,106,50,81,45
T5802,106,50,81,45
T5803,106,50,81,45
T5804,106,50,81,45
T5805,106,50,81,45
T5806,106,50,81,45
T5807,106,50,81,45
T5808,106,50,81,45
T5809,106,50,81,45
T5810,106,50,81,45
T5811,106,50,81,45
T5812,106,50,81,45
T5813,106,50,81,45
T5814,106,50,81,45
T5815,106,50,81,45
T5816,106,50,81,45
T5817,106,50,81,45
T5818,106,50,81,45
T5819,106,50,81,45
T5820,106,50,81,45
T5821,106,50,81,45
T5822,106,50,81,45
T5823,106,50,81,45
T5824,106,50,81,45
T5825,106,50,81,45
T5826,106,50,81,45
T5827,106,50,81,45
T5828,106,50,81,45
T5829,106,50,81,45
T5830,106,50,81,45
T5831,106,50,81,45
T5832,106,50,81,45
T5833,106,50,81,45
T5834,106,50,81,45
T5835,106,50,81,45
T5836,106,50,81,45
T5837,106,50,81,45
T5838,106,50,81,45
T5839,106,50,81,45
T5840,106,50,81,45
T5841,106,50,81,45
T5842,106,50,81,45
T5843,106,50,81,45
T5844,106,50,81,45
T5845,106,50,81,45
T5846,106,50,81,45
T5847,106,50,81,45
T5848,106,50,81,45
T5849,106,50,81,45
T5850,106,50,81,45
T5851,106,50,81,45
T5852,106,50,81,45
T5853,106,50,81,45
T5854,106,50,81,45
T5855,106,50,81,45
T5856,106,50,81,45
T5857,106,50,81,45
T5858,106,50,81,45
T5859,106,50,81,45
T5860,106,50,81,45
T5861,106,50,81,45
T5862,106,50,81,45
T5863,106,50,81,45
T5864,106,50,81,45
T5865,106,50,81,45
T5866,106,50,81,45
T5867,106,50,81,45
T5868,106,50,81,45
T5869,106,50,81,45
T5870,106,50,81,45
T5871,106,50,81,45
T5872,106,50,81,45
T5873,106,50,81,45
T5874,106,50,81,45
T5875,106,50,81,45
T5876,106,50,81,45
T5877,106,50,81,45
T5878,106,50,81,45
T5879,106,50,81,45
T5880,106,50,81,45
T5881,106,50,81,45
T5882,106,50,81,45
T5883,106,50,81,45
T5884,106,50,81,45
T5885,106,50,81,45
T5886,106,50,81,45
T5887,106,50,81,45
T5888,106,50,81,45
T5889,106,50,81,45
T5890,106,50,81,45
T5891,106,50,81,45
T5892,106,50,81,45
T5893,106,50,81,45
T5894,106,50,81,45
T5895,106,50,81,45
T5896,106,50,81,45
T5897,106,50,81,45
T5898,106,50,81,45
T5899,106,50,81,45
T5900,106,50,81,45
T5901,106,50,81,45
T5902,106,50,81,45
T5903,106,50,81,45
T5904,106,50,81,45
T5905,106,50,81,45
T5906,106,50,81,45
T5907,106,50,81,45
T5908,106,50,81,45
T5909,106,50,81,45
T5910,106,50,81,45
T5911,106,50,81,45
T5912,106,50,81,45
T5913,106,50,81,45
T5914,106,50,81,45
T5915,106,50,81,45
T5916,106,50,81,45
T5917,106,50,81,45
T5918,106,50,81,45
T5919,106,50,81,45
T5920,106,50,81,45
T5921,106,50,81,45
T5922,106,50,81,45
T5923,106,50,81,45
T5924,106,50,81,45
T5925,106,50,81,45
T5926,106,50,81,45
T5927,106,50,81,45
T5928,106,50,81,45
T5929,106,50,81,45
T5930,106,50,81,45
T5931,106,50,81,45
T5932,106,50,81,45
T5933,106,50,81,45
T5934,106,50,81,45
T5935,106,50,81,45
T5936,106,50,81,45
T5937,106,50,81,45
T5938,106,50,81,45
T5939,106,50,81,45
T5940,106,50,81,45
T5941,106,50,81,45
T5942,106,50,81,45
T5943,106,50,81,45
T5944,106,50,81,45
T5945,106,50,81,45
T5946,106,50,81,45
T5947,106,50,81,45
T5948,106,50,81,45
T5949,106,50,81,45
T5950,106,50,81,45
T5951,106,50,81,45
T5952,106,50,81,45
T5953,106,50,81,45
T5954,106,50,81,45
T5955,106,50,81,45
T5956,106,50,81,45
T5957,106,50,81,45
T5958,106,50,81,45
T5959,106,50,81,45
T5960,106,50,81,45
T5961,106,50,81,45
T5962,106,50,81,45
T5963,106,50,81,45
T5964,106,50,81,45
T5965,106,50,81,45
T5966,106,50,81,45
T5967,106,50,81,45
T5968,106,50,81,45
T5969,106,50,81,45
T5970,106,50,81,45
T5971,106,50,81,45
T5972,106,50,81,45
T5973,106,50,81,45
T5974,106,50,81,45
T5975,106,50,81,45
T5976,106,50,81,45
T5977,106,50,81,45
T5978,106,50,81,45
T5979,106,50,81,45
T5980,106,50,81,45
T5981,106,50,81,45
T5982,106,50,81,45
T5983,106,50,81,45
T5984,106,50,81,45
T5985,106,50,81,45
T5986,106,50,81,45
T5987,106,50,81,45
T5988,106,50,81,45
T5989,106,50,81,45
T5990,106,50,81,45
T5991,106,50,81,45
T5992,106,50,81,45
T5993,106,50,81,45
T5994,106,50,81,45
T5995,106,50,81,45
T5996,106,50,81,45
T5997,106,50,81,45
T5998,106,50,81,45
T5999,106,50,81,45
T6000,106,50,81,45
T6001,106,50,81,45
T6002,106,50,81,45
T6003,106,50,81,45
T6004,106,50,81,45
T6005,106,50,81,45
T6006,106,50,81,45
T6007,106,50,81,45
T6008,106,50,81,45
T6009,106,50,81,45
T6010,106,50,81,45
T6011,106,50,81,45
T6012,106,50,81,45
T6013,106,50,81,45
T6014,106,50,81,45
T6015,106,50,81,45
T6016,106,50,81,45
T6017,106,50,81,45
T6018,106,50,81,45
T6019,106,50,81,45
T6020,106,50,81,45
T6021,106,50,81,45
T6022,106,51,81,46
T6023,106,51,81,46
T6024,106,51,81,46
T6025,106,51,81,46
T6026,106,51,81,46
T6027,106,51,81,46
T6028,106,51,81,46
T6029,106,51,81,46
T6030,106,51,81,46
T6031,106,51,81,46
T6032,106,51,81,46
T6033,106,51,81,46
T6034,106,51,81,46
T6035,106,51,81,46
T6036,106,51,81,46
T6037,106,51,81,46
T6038,106,51,81,46
T6039,106,51,81,46
T6040,106,51,81,46
T6041,106,51,81,46
T6042,106,51,81,46
T6043,106,51,81,46
T6044,106,51,81,46
T6045,106,51,81,46
T6046,106,51,81,46
T6047,106,51,81,46
T6048,106,51,81,46
T6049,106,51,81,46
T6050,106,51,81,46
T6051,106,51,81,46
T6052,106,51,81,46
T6053,106,51,81,46
T6054,106,51,81,46
T6055,106,51,81,46
T6056,106,51,81,46
T6057,106,51,81,46
T6058,106,51,81,46
T6059,106,51,81,46
T6060,106,51,81,46
T6061,106,51,81,46
T6062,106,51,81,46
T6063,106,51,81,46
T6064,106,51,81,46
T6065,106,51,81,46
T6066,106,51,81,46
T6067,106,51,81,46
T6068,106,51,81,46
T6069,106,51,81,46
T6070,106,51,81,46
T6071,106,51,81,46
T6072,106,51,81,46
T6073,106,51,81,46
T6074,106,51,81,46
T6075,106,51,81,46
T6076,106,51,81,46
T6077,106,51,81,46
T6078,106,51,81,46
T6079,106,51,81,46
T6080,106,51,81,46
T6081,106,51,81,46
T6082,106,51,81,46
T6083,106,51,81,46
T6084,106,51,81,46
T6085,106,51,81,46
T6086,106,51,81,46
T6087,106,51,81,46
T6088,106,51,81,46
T6089,106,51,81,46
T6090,106,51,81,46
T6091,106,51,81,46
T6092,106,51,81,46
T6093,106,51,81,46
T6094,106,51,81,46
T6095,106,51,81,46
T6096,106,51,81,46
T6097,106,51,81,46
T6098,106,51,81,46
T6099,106,51,81,46
T6100,106,51,81,46
T6101,106,51,81,46
T6102,106,51,81,46
T6103,106,51,81,46
T6104,106,51,81,46
T6105,106,51,81,46
T6106,106,51,81,46
T6107,106,51,81,46
T6108,106,51,81,46
T6109,106,51,81,46
T6110,106,51,81,46
T6111,106,51,81,46
T6112,106,51,81,46
T6113,106,51,81,46
T6114,106,51,81,46
T6115,106,51,81,46
T6116,106,51,81,46
T6117,106,51,81,46
T6118,106,51,81,46
T6119,106,51,81,46
T6120,106,51,81,46
T6121,106,51,81,46
T6122,106,51,81,46
T6123,106,51,81,46
T6124,106,51,81,46
T6125,106,51,81,46
T6126,106,51,81,46
T6127,106,51,81,46
T6128,106,51,81,46
T6129,106,51,81,46
T6130,106,51,81,46
T6131,106,51,81,46
T6132,106,51,81,46
T6133,106,51,81,46
T6134,106,51,81,46
T6135,106,51,81,46
T6136,106,51,81,46
T6137,106,51,81,46
T6138,106,51,81,46
T6139,106,51,81,46
T6140,106,51,81,46
T6141,106,51,81,46
T6142,106,51,81,46
T6143,106,51,81,46
T6144,106,51,81,46
T6145,106,51,81,46
T6146,106,51,81,46
T6147,106,51,81,46
T6148,106,51,81,46
T6149,106,51,81,46
T6150,106,51,81,46
T6151,106,51,81,46
T6152,106,51,81,46
T6153,106,51,81,46
T6154,106,51,81,46
T6155,106,51,81,46
T6156,106,51,81,46
T6157,106,51,81,46
T6158,106,51,81,46
T6159,106,51,81,46
T6160,106,51,81,46
T6161,106,51,81,46
T6162,106,51,81,46
T6163,106,51,81,46
T6164,106,51,81,46
T6165,106,51,81,46
T6166,106,51,81,46
T6167,106,51,81,46
T6168,106,51,81,46
T6169,106,51,81,46
T6170,106,51,81,46
T6171,106,51,81,46
T6172,106,51,81,46
T6173,106,51,81,46
T6174,106,51,81,46
T6175,106,51,81,46
T6176,106,51,81,46
T6177,106,51,81,46
T6178,106,51,81,46
T6179,106,51,81,46
T6180,106,51,81,46
T6181,106,51,81,46
T6182,106,51,81,46
T6183,106,51,81,46
T6184,106,51,81,46
T6185,106,51,81,46
T6186,106,51,81,46
T6187,106,51,81,46
T6188,106,51,81,46
T6189,106,51,81,46
T6190,106,51,81,46
T6191,106,51,81,46
T6192,106,51,81,46
T6193,106,51,81,46
T6194,106,51,81,46
T6195,106,51,81,46
T6196,106,51,81,46
T6197,106,51,81,46
T6198,106,51,81,46
T6199,106,51,81,46
T6200,106,51,81,46
T6201,106,51,81,46
T6202,106,51,81,46
T6203,106,51,81,46
T6204,106,51,81,46
T6205,106,51,81,46
T6206,106,51,81,46
T6207,106,51,81,46
T6208,106,51,81,46
T6209,106,51,81,46
T6210,106,51,81,46
T6211,106,51,81,46
