timestep,HP_ambient,HP_industry,HR_small,HR_medium,HR_large
T0578,2.2,2.828,2.98,3.34,3.697
T0579,2.2,2.828,2.98,3.34,3.697
T0580,2.2,2.828,2.98,3.34,3.697
T0581,2.194,2.828,2.98,3.34,3.697
T0582,2.191,2.828,2.98,3.34,3.697
T0583,2.188,2.828,2.98,3.34,3.697
T0584,2.188,2.828,2.98,3.34,3.697
T0585,2.185,2.828,2.98,3.34,3.697
T0586,2.188,2.828,2.98,3.34,3.697
T0587,2.194,2.828,2.98,3.34,3.697
T0588,2.2,2.828,2.98,3.34,3.697
T0589,2.203,2.828,2.98,3.34,3.697
T0590,2.203,2.828,2.98,3.34,3.697
T0591,2.209,2.828,2.98,3.34,3.697
T0592,2.209,2.828,2.98,3.34,3.697
T0593,2.206,2.828,2.98,3.34,3.697
T0594,2.206,2.828,2.98,3.34,3.697
T0595,2.206,2.828,2.98,3.34,3.697
T0596,2.206,2.828,2.98,3.34,3.697
T0597,2.206,2.828,2.98,3.34,3.697
T0598,2.206,2.828,2.98,3.34,3.697
T0599,2.2,2.828,2.98,3.34,3.697
T0600,2.206,2.828,2.98,3.34,3.697
T0601,2.212,2.828,2.98,3.34,3.697
T0602,2.215,2.828,2.98,3.34,3.697
T0603,2.215,2.828,2.98,3.34,3.697
T0604,2.224,2.828,2.98,3.34,3.697
T0605,2.224,2.828,2.98,3.34,3.697
T0606,2.224,2.828,2.98,3.34,3.697
T0607,2.23,2.828,2.98,3.34,3.697
T0608,2.23,2.828,2.98,3.34,3.697
T0609,2.24,2.828,2.98,3.34,3.697
T0610,2.255,2.828,2.98,3.34,3.697
T0611,2.271,2.828,2.98,3.34,3.697
T0612,2.284,2.828,2.98,3.34,3.697
T0613,2.31,2.828,2.98,3.34,3.697
T0614,2.327,2.828,2.98,3.34,3.697
T0615,2.31,2.828,2.98,3.34,3.697
T0616,2.314,2.828,2.98,3.34,3.697
T0617,2.337,2.828,2.98,3.34,3.697
T0618,2.351,2.828,2.98,3.34,3.697
T0619,2.358,2.828,2.98,3.34,3.697
T0620,2.341,2.828,2.98,3.34,3.697
T0621,2.327,2.828,2.98,3.34,3.697
T0622,2.317,2.828,2.98,3.34,3.697
T0623,2.31,2.828,2.98,3.34,3.697
T0624,2.3,2.828,2.98,3.34,3.697
T0625,2.274,2.828,2.98,3.34,3.697
T0626,2.252,2.828,2.98,3.34,3.697
T0627,2.237,2.828,2.98,3.34,3.697
T0628,2.215,2.828,2.98,3.34,3.697
T0629,2.197,2.828,2.98,3.34,3.697
T0630,2.176,2.828,2.98,3.34,3.697
T0631,2.162,2.828,2.98,3.34,3.697
T0632,2.162,2.828,2.98,3.34,3.697
T0633,2.167,2.828,2.98,3.34,3.697
T0634,2.188,2.828,2.98,3.34,3.697
T0635,2.203,2.828,2.98,3.34,3.697
T0636,2.218,2.828,2.98,3.34,3.697
T0637,2.224,2.828,2.98,3.34,3.697
T0638,2.233,2.828,2.98,3.34,3.697
T0639,2.24,2.828,2.98,3.34,3.697
T0640,2.23,2.828,2.98,3.34,3.697
T0641,2.206,2.828,2.98,3.34,3.697
T0642,2.191,2.828,2.98,3.34,3.697
T0643,2.17,2.828,2.98,3.34,3.697
T0644,2.167,2.828,2.98,3.34,3.697
T0645,2.124,2.828,2.98,3.34,3.697
T0646,2.119,2.828,2.98,3.34,3.697
T0647,2.113,2.828,2.98,3.34,3.697
T0648,2.075,2.828,2.98,3.34,3.697
T0649,2.057,2.828,2.98,3.34,3.697
T0650,2.062,2.828,2.98,3.34,3.697
T0651,2.065,2.828,2.98,3.34,3.697
T0652,2.073,2.828,2.98,3.34,3.697
T0653,2.062,2.828,2.98,3.34,3.697
T0654,2.091,2.828,2.98,3.34,3.697
T0655,2.105,2.828,2.98,3.34,3.697
T0656,2.124,2.828,2.98,3.34,3.697
T0657,2.159,2.828,2.98,3.34,3.697
T0658,2.182,2.828,2.98,3.34,3.697
T0659,2.191,2.828,2.98,3.34,3.697
T0660,2.209,2.828,2.98,3.34,3.697
T0661,2.233,2.828,2.98,3.34,3.697
T0662,2.246,2.828,2.98,3.34,3.697
T0663,2.252,2.828,2.98,3.34,3.697
T0664,2.262,2.828,2.98,3.34,3.697
T0665,2.262,2.828,2.98,3.34,3.697
T0666,2.262,2.828,2.98,3.34,3.697
T0667,2.268,2.828,2.98,3.34,3.697
T0668,2.287,2.828,2.98,3.34,3.697
T0669,2.291,2.828,2.98,3.34,3.697
T0670,2.304,2.828,2.98,3.34,3.697
T0671,2.3,2.828,2.98,3.34,3.697
T0672,2.307,2.828,2.98,3.34,3.697
T0673,2.307,2.828,2.98,3.34,3.697
T0674,2.297,2.828,2.98,3.34,3.697
T0675,2.307,2.828,2.98,3.34,3.697
T0676,2.307,2.828,2.98,3.34,3.697
T0677,2.3,2.828,2.98,3.34,3.697
T0678,2.3,2.828,2.98,3.34,3.697
T0679,2.304,2.828,2.98,3.34,3.697
T0680,2.297,2.828,2.98,3.34,3.697
T0681,2.304,2.828,2.98,3.34,3.697
T0682,2.31,2.828,2.98,3.34,3.697
T0683,2.317,2.828,2.98,3.34,3.697
T0684,2.334,2.828,2.98,3.34,3.697
T0685,2.347,2.828,2.98,3.34,3.697
T0686,2.368,2.828,2.98,3.34,3.697
T0687,2.368,2.828,2.98,3.34,3.697
T0688,2.361,2.828,2.98,3.34,3.697
T0689,2.361,2.828,2.98,3.34,3.697
T0690,2.354,2.828,2.98,3.34,3.697
T0691,2.344,2.828,2.98,3.34,3.697
T0692,2.341,2.828,2.98,3.34,3.697
T0693,2.344,2.828,2.98,3.34,3.697
T0694,2.347,2.828,2.98,3.34,3.697
T0695,2.347,2.828,2.98,3.34,3.697
T0696,2.344,2.828,2.98,3.34,3.697
T0697,2.337,2.828,2.98,3.34,3.697
T0698,2.347,2.828,2.98,3.34,3.697
T0699,2.368,2.828,2.98,3.34,3.697
T0700,2.334,2.828,2.98,3.34,3.697
T0701,2.32,2.828,2.98,3.34,3.697
T0702,2.324,2.828,2.98,3.34,3.697
T0703,2.32,2.828,2.98,3.34,3.697
T0704,2.317,2.828,2.98,3.34,3.697
T0705,2.317,2.828,2.98,3.34,3.697
T0706,2.337,2.828,2.98,3.34,3.697
T0707,2.351,2.828,2.98,3.34,3.697
T0708,2.358,2.828,2.98,3.34,3.697
T0709,2.358,2.828,2.98,3.34,3.697
T0710,2.368,2.828,2.98,3.34,3.697
T0711,2.375,2.828,2.98,3.34,3.697
T0712,2.375,2.828,2.98,3.34,3.697
T0713,2.368,2.828,2.98,3.34,3.697
T0714,2.361,2.828,2.98,3.34,3.697
T0715,2.344,2.828,2.98,3.34,3.697
T0716,2.327,2.828,2.98,3.34,3.697
T0717,2.314,2.828,2.98,3.34,3.697
T0718,2.307,2.828,2.98,3.34,3.697
T0719,2.297,2.828,2.98,3.34,3.697
T0720,2.287,2.828,2.98,3.34,3.697
T0721,2.274,2.828,2.98,3.34,3.697
T0722,2.268,2.828,2.98,3.34,3.697
T0723,2.262,2.828,2.98,3.34,3.697
T0724,2.255,2.828,2.98,3.34,3.697
T0725,2.243,2.828,2.98,3.34,3.697
T0726,2.237,2.828,2.98,3.34,3.697
T0727,2.218,2.828,2.98,3.34,3.697
T0728,2.224,2.828,2.98,3.34,3.697
T0729,2.249,2.828,2.98,3.34,3.697
T0730,2.268,2.828,2.98,3.34,3.697
T0731,2.268,2.828,2.98,3.34,3.697
T0732,2.284,2.828,2.98,3.34,3.697
T0733,2.291,2.828,2.98,3.34,3.697
T0734,2.32,2.828,2.98,3.34,3.697
T0735,2.351,2.828,2.98,3.34,3.697
T0736,2.375,2.828,2.98,3.34,3.697
T0737,2.386,2.828,2.98,3.34,3.697
T0738,2.324,2.828,2.98,3.34,3.697
T0739,2.307,2.828,2.98,3.34,3.697
T0740,2.314,2.828,2.98,3.34,3.697
T0741,2.307,2.828,2.98,3.34,3.697
T0742,2.3,2.828,2.98,3.34,3.697
T0743,2.31,2.828,2.98,3.34,3.697
T0744,2.317,2.828,2.98,3.34,3.697
T0745,2.324,2.828,2.98,3.34,3.697
T0746,2.324,2.828,2.98,3.34,3.697
T0747,2.33,2.828,2.98,3.34,3.697
T0748,2.33,2.828,2.98,3.34,3.697
T0749,2.324,2.828,2.98,3.34,3.697
T0750,2.314,2.828,2.98,3.34,3.697
T0751,2.314,2.828,2.98,3.34,3.697
T0752,2.297,2.828,2.98,3.34,3.697
T0753,2.291,2.828,2.98,3.34,3.697
T0754,2.304,2.828,2.98,3.34,3.697
T0755,2.334,2.828,2.98,3.34,3.697
T0756,2.347,2.828,2.98,3.34,3.697
T0757,2.358,2.828,2.98,3.34,3.697
T0758,2.334,2.828,2.98,3.34,3.697
T0759,2.334,2.828,2.98,3.34,3.697
T0760,2.358,2.828,2.98,3.34,3.697
T0761,2.358,2.828,2.98,3.34,3.697
T0762,2.351,2.828,2.98,3.34,3.697
T0763,2.337,2.828,2.98,3.34,3.697
T0764,2.354,2.828,2.98,3.34,3.697
T0765,2.354,2.828,2.98,3.34,3.697
T0766,2.327,2.828,2.98,3.34,3.697
T0767,2.3,2.828,2.98,3.34,3.697
T0768,2.317,2.828,2.98,3.34,3.697
T0769,2.31,2.828,2.98,3.34,3.697
T0770,2.31,2.828,2.98,3.34,3.697
T0771,2.274,2.828,2.98,3.34,3.697
T0772,2.262,2.828,2.98,3.34,3.697
T0773,2.255,2.828,2.98,3.34,3.697
T0774,2.24,2.828,2.98,3.34,3.697
T0775,2.237,2.828,2.98,3.34,3.697
T0776,2.233,2.828,2.98,3.34,3.697
T0777,2.224,2.828,2.98,3.34,3.697
T0778,2.227,2.828,2.98,3.34,3.697
T0779,2.249,2.828,2.98,3.34,3.697
T0780,2.278,2.828,2.98,3.34,3.697
T0781,2.297,2.828,2.98,3.34,3.697
T0782,2.307,2.828,2.98,3.34,3.697
T0783,2.31,2.828,2.98,3.34,3.697
T0784,2.287,2.828,2.98,3.34,3.697
T0785,2.258,2.828,2.98,3.34,3.697
T0786,2.23,2.828,2.98,3.34,3.697
T0787,2.209,2.828,2.98,3.34,3.697
T0788,2.167,2.828,2.98,3.34,3.697
T0789,2.159,2.828,2.98,3.34,3.697
T0790,2.179,2.828,2.98,3.34,3.697
T0791,2.206,2.828,2.98,3.34,3.697
T0792,2.243,2.828,2.98,3.34,3.697
T0793,2.258,2.828,2.98,3.34,3.697
T0794,2.246,2.828,2.98,3.34,3.697
T0795,2.233,2.828,2.98,3.34,3.697
T0796,2.237,2.828,2.98,3.34,3.697
T0797,2.221,2.828,2.98,3.34,3.697
T0798,2.243,2.828,2.98,3.34,3.697
T0799,2.294,2.828,2.98,3.34,3.697
T0800,2.33,2.828,2.98,3.34,3.697
T0801,2.386,2.828,2.98,3.34,3.697
T0802,2.418,2.828,2.98,3.34,3.697
T0803,2.411,2.828,2.98,3.34,3.697
T0804,2.411,2.828,2.98,3.34,3.697
T0805,2.393,2.828,2.98,3.34,3.697
T0806,2.351,2.828,2.98,3.34,3.697
T0807,2.307,2.828,2.98,3.34,3.697
T0808,2.291,2.828,2.98,3.34,3.697
T0809,2.278,2.828,2.98,3.34,3.697
T0810,2.265,2.828,2.98,3.34,3.697
T0811,2.262,2.828,2.98,3.34,3.697
T0812,2.262,2.828,2.98,3.34,3.697
T0813,2.258,2.828,2.98,3.34,3.697
T0814,2.255,2.828,2.98,3.34,3.697
T0815,2.243,2.828,2.98,3.34,3.697
T0816,2.23,2.828,2.98,3.34,3.697
T0817,2.218,2.828,2.98,3.34,3.697
T0818,2.206,2.828,2.98,3.34,3.697
T0819,2.2,2.828,2.98,3.34,3.697
T0820,2.185,2.828,2.98,3.34,3.697
T0821,2.173,2.828,2.98,3.34,3.697
T0822,2.162,2.828,2.98,3.34,3.697
T0823,2.156,2.828,2.98,3.34,3.697
T0824,2.147,2.828,2.98,3.34,3.697
T0825,2.136,2.828,2.98,3.34,3.697
T0826,2.136,2.828,2.98,3.34,3.697
T0827,2.136,2.828,2.98,3.34,3.697
T0828,2.147,2.828,2.98,3.34,3.697
T0829,2.167,2.828,2.98,3.34,3.697
T0830,2.179,2.828,2.98,3.34,3.697
T0831,2.182,2.828,2.98,3.34,3.697
T0832,2.185,2.828,2.98,3.34,3.697
T0833,2.15,2.828,2.98,3.34,3.697
T0834,2.136,2.828,2.98,3.34,3.697
T0835,2.124,2.828,2.98,3.34,3.697
T0836,2.124,2.828,2.98,3.34,3.697
T0837,2.105,2.828,2.98,3.34,3.697
T0838,2.122,2.828,2.98,3.34,3.697
T0839,2.13,2.828,2.98,3.34,3.697
T0840,2.141,2.828,2.98,3.34,3.697
T0841,2.147,2.828,2.98,3.34,3.697
T0842,2.159,2.828,2.98,3.34,3.697
T0843,2.176,2.828,2.98,3.34,3.697
T0844,2.182,2.828,2.98,3.34,3.697
T0845,2.173,2.828,2.98,3.34,3.697
T0846,2.173,2.828,2.98,3.34,3.697
T0847,2.185,2.828,2.98,3.34,3.697
T0848,2.191,2.828,2.98,3.34,3.697
T0849,2.191,2.828,2.98,3.34,3.697
T0850,2.2,2.828,2.98,3.34,3.697
T0851,2.209,2.828,2.98,3.34,3.697
T0852,2.221,2.828,2.98,3.34,3.697
T0853,2.23,2.828,2.98,3.34,3.697
T0854,2.233,2.828,2.98,3.34,3.697
T0855,2.237,2.828,2.98,3.34,3.697
T0856,2.23,2.828,2.98,3.34,3.697
T0857,2.224,2.828,2.98,3.34,3.697
T0858,2.227,2.828,2.98,3.34,3.697
T0859,2.221,2.828,2.98,3.34,3.697
T0860,2.218,2.828,2.98,3.34,3.697
T0861,2.218,2.828,2.98,3.34,3.697
T0862,2.23,2.828,2.98,3.34,3.697
T0863,2.23,2.828,2.98,3.34,3.697
T0864,2.24,2.828,2.98,3.34,3.697
T0865,2.243,2.828,2.98,3.34,3.697
T0866,2.224,2.828,2.98,3.34,3.697
T0867,2.215,2.828,2.98,3.34,3.697
T0868,2.206,2.828,2.98,3.34,3.697
T0869,2.203,2.828,2.98,3.34,3.697
T0870,2.2,2.828,2.98,3.34,3.697
T0871,2.194,2.828,2.98,3.34,3.697
T0872,2.176,2.828,2.98,3.34,3.697
T0873,2.179,2.828,2.98,3.34,3.697
T0874,2.182,2.828,2.98,3.34,3.697
T0875,2.17,2.828,2.98,3.34,3.697
T0876,2.162,2.828,2.98,3.34,3.697
T0877,2.159,2.828,2.98,3.34,3.697
T0878,2.156,2.828,2.98,3.34,3.697
T0879,2.156,2.828,2.98,3.34,3.697
T0880,2.167,2.828,2.98,3.34,3.697
T0881,2.164,2.828,2.98,3.34,3.697
T0882,2.156,2.828,2.98,3.34,3.697
T0883,2.156,2.828,2.98,3.34,3.697
T0884,2.15,2.828,2.98,3.34,3.697
T0885,2.156,2.828,2.98,3.34,3.697
T0886,2.15,2.828,2.98,3.34,3.697
T0887,2.15,2.828,2.98,3.34,3.697
T0888,2.147,2.828,2.98,3.34,3.697
T0889,2.156,2.828,2.98,3.34,3.697
T0890,2.159,2.828,2.98,3.34,3.697
T0891,2.153,2.828,2.98,3.34,3.697
T0892,2.156,2.828,2.98,3.34,3.697
T0893,2.162,2.828,2.98,3.34,3.697
T0894,2.159,2.828,2.98,3.34,3.697
T0895,2.17,2.828,2.98,3.34,3.697
T0896,2.185,2.828,2.98,3.34,3.697
T0897,2.191,2.828,2.98,3.34,3.697
T0898,2.2,2.828,2.98,3.34,3.697
T0899,2.215,2.828,2.98,3.34,3.697
T0900,2.23,2.828,2.98,3.34,3.697
T0901,2.224,2.828,2.98,3.34,3.697
T0902,2.227,2.828,2.98,3.34,3.697
T0903,2.23,2.828,2.98,3.34,3.697
T0904,2.23,2.828,2.98,3.34,3.697
T0905,2.206,2.828,2.98,3.34,3.697
T0906,2.185,2.828,2.98,3.34,3.697
T0907,2.179,2.828,2.98,3.34,3.697
T0908,2.194,2.828,2.98,3.34,3.697
T0909,2.215,2.828,2.98,3.34,3.697
T0910,2.212,2.828,2.98,3.34,3.697
T0911,2.2,2.828,2.98,3.34,3.697
T0912,2.203,2.828,2.98,3.34,3.697
T0913,2.218,2.828,2.98,3.34,3.697
T0914,2.215,2.828,2.98,3.34,3.697
T0915,2.227,2.828,2.98,3.34,3.697
T0916,2.221,2.828,2.98,3.34,3.697
T0917,2.215,2.828,2.98,3.34,3.697
T0918,2.209,2.828,2.98,3.34,3.697
T0919,2.182,2.828,2.98,3.34,3.697
T0920,2.164,2.828,2.98,3.34,3.697
T0921,2.162,2.828,2.98,3.34,3.697
T0922,2.218,2.828,2.98,3.34,3.697
T0923,2.255,2.828,2.98,3.34,3.697
T0924,2.278,2.828,2.98,3.34,3.697
T0925,2.291,2.828,2.98,3.34,3.697
T0926,2.294,2.828,2.98,3.34,3.697
T0927,2.291,2.828,2.98,3.34,3.697
T0928,2.274,2.828,2.98,3.34,3.697
T0929,2.249,2.828,2.98,3.34,3.697
T0930,2.237,2.828,2.98,3.34,3.697
T0931,2.246,2.828,2.98,3.34,3.697
T0932,2.249,2.828,2.98,3.34,3.697
T0933,2.243,2.828,2.98,3.34,3.697
T0934,2.233,2.828,2.98,3.34,3.697
T0935,2.224,2.828,2.98,3.34,3.697
T0936,2.212,2.828,2.98,3.34,3.697
T0937,2.2,2.828,2.98,3.34,3.697
T0938,2.191,2.828,2.98,3.34,3.697
T0939,2.188,2.828,2.98,3.34,3.697
T0940,2.191,2.828,2.98,3.34,3.697
T0941,2.194,2.828,2.98,3.34,3.697
T0942,2.191,2.828,2.98,3.34,3.697
T0943,2.182,2.828,2.98,3.34,3.697
T0944,2.182,2.828,2.98,3.34,3.697
T0945,2.188,2.828,2.98,3.34,3.697
T0946,2.206,2.828,2.98,3.34,3.697
T0947,2.227,2.828,2.98,3.34,3.697
T0948,2.243,2.828,2.98,3.34,3.697
T0949,2.246,2.828,2.98,3.34,3.697
T0950,2.252,2.828,2.98,3.34,3.697
T0951,2.258,2.828,2.98,3.34,3.697
T0952,2.258,2.828,2.98,3.34,3.697
T0953,2.262,2.828,2.98,3.34,3.697
T0954,2.271,2.828,2.98,3.34,3.697
T0955,2.281,2.828,2.98,3.34,3.697
T0956,2.284,2.828,2.98,3.34,3.697
T0957,2.274,2.828,2.98,3.34,3.697
T0958,2.274,2.828,2.98,3.34,3.697
T0959,2.284,2.828,2.98,3.34,3.697
T0960,2.284,2.828,2.98,3.34,3.697
T0961,2.294,2.828,2.98,3.34,3.697
T0962,2.32,2.828,2.98,3.34,3.697
T0963,2.33,2.828,2.98,3.34,3.697
T0964,2.324,2.828,2.98,3.34,3.697
T0965,2.32,2.828,2.98,3.34,3.697
T0966,2.32,2.828,2.98,3.34,3.697
T0967,2.32,2.828,2.98,3.34,3.697
T0968,2.281,2.828,2.98,3.34,3.697
T0969,2.278,2.828,2.98,3.34,3.697
T0970,2.307,2.828,2.98,3.34,3.697
T0971,2.341,2.828,2.98,3.34,3.697
T0972,2.379,2.828,2.98,3.34,3.697
T0973,2.396,2.828,2.98,3.34,3.697
T0974,2.407,2.828,2.98,3.34,3.697
T0975,2.396,2.828,2.98,3.34,3.697
T0976,2.382,2.828,2.98,3.34,3.697
T0977,2.368,2.828,2.98,3.34,3.697
T0978,2.361,2.828,2.98,3.34,3.697
T0979,2.358,2.828,2.98,3.34,3.697
T0980,2.351,2.828,2.98,3.34,3.697
T0981,2.341,2.828,2.98,3.34,3.697
T0982,2.347,2.828,2.98,3.34,3.697
T0983,2.351,2.828,2.98,3.34,3.697
T0984,2.347,2.828,2.98,3.34,3.697
T0985,2.351,2.828,2.98,3.34,3.697
T0986,2.375,2.828,2.98,3.34,3.697
T0987,2.4,2.828,2.98,3.34,3.697
T0988,2.436,2.828,2.98,3.34,3.697
T0989,2.436,2.828,2.98,3.34,3.697
T0990,2.458,2.828,2.98,3.34,3.697
T0991,2.473,2.828,2.98,3.34,3.697
T0992,2.458,2.828,2.98,3.34,3.697
T0993,2.462,2.828,2.98,3.34,3.697
T0994,2.481,2.828,2.98,3.34,3.697
T0995,2.5,2.828,2.98,3.34,3.697
T0996,2.512,2.828,2.98,3.34,3.697
T0997,2.52,2.828,2.98,3.34,3.697
T0998,2.52,2.828,2.98,3.34,3.697
T0999,2.532,2.828,2.98,3.34,3.697
T1000,2.516,2.828,2.98,3.34,3.697
T1001,2.485,2.828,2.98,3.34,3.697
T1002,2.432,2.828,2.98,3.34,3.697
T1003,2.4,2.828,2.98,3.34,3.697
T1004,2.379,2.828,2.98,3.34,3.697
T1005,2.368,2.828,2.98,3.34,3.697
T1006,2.347,2.828,2.98,3.34,3.697
T1007,2.337,2.828,2.98,3.34,3.697
T1008,2.3,2.828,2.98,3.34,3.697
T1009,2.278,2.828,2.98,3.34,3.697
T1010,2.243,2.828,2.98,3.34,3.697
T1011,2.243,2.828,2.98,3.34,3.697
T1012,2.221,2.828,2.98,3.34,3.697
T1013,2.271,2.828,2.98,3.34,3.697
T1014,2.358,2.828,2.98,3.34,3.697
T1015,2.354,2.828,2.98,3.34,3.697
T1016,2.368,2.828,2.98,3.34,3.697
T1017,2.4,2.828,2.98,3.34,3.697
T1018,2.418,2.828,2.98,3.34,3.697
T1019,2.451,2.828,2.98,3.34,3.697
T1020,2.473,2.828,2.98,3.34,3.697
T1021,2.473,2.828,2.98,3.34,3.697
T1022,2.528,2.828,2.98,3.34,3.697
T1023,2.548,2.828,2.98,3.34,3.697
T1024,2.536,2.828,2.98,3.34,3.697
T1025,2.5,2.828,2.98,3.34,3.697
T1026,2.481,2.828,2.98,3.34,3.697
T1027,2.473,2.828,2.98,3.34,3.697
T1028,2.462,2.828,2.98,3.34,3.697
T1029,2.455,2.828,2.98,3.34,3.697
T1030,2.443,2.828,2.98,3.34,3.697
T1031,2.447,2.828,2.98,3.34,3.697
T1032,2.425,2.828,2.98,3.34,3.697
T1033,2.418,2.828,2.98,3.34,3.697
T1034,2.421,2.828,2.98,3.34,3.697
T1035,2.418,2.828,2.98,3.34,3.697
T1036,2.407,2.828,2.98,3.34,3.697
T1037,2.403,2.828,2.98,3.34,3.697
T1038,2.393,2.828,2.98,3.34,3.697
T1039,2.396,2.828,2.98,3.34,3.697
T1040,2.403,2.828,2.98,3.34,3.697
T1041,2.4,2.828,2.98,3.34,3.697
T1042,2.425,2.828,2.98,3.34,3.697
T1043,2.455,2.828,2.98,3.34,3.697
T1044,2.477,2.828,2.98,3.34,3.697
T1045,2.493,2.828,2.98,3.34,3.697
T1046,2.493,2.828,2.98,3.34,3.697
T1047,2.496,2.828,2.98,3.34,3.697
T1048,2.485,2.828,2.98,3.34,3.697
T1049,2.466,2.828,2.98,3.34,3.697
T1050,2.455,2.828,2.98,3.34,3.697
T1051,2.436,2.828,2.98,3.34,3.697
T1052,2.425,2.828,2.98,3.34,3.697
T1053,2.418,2.828,2.98,3.34,3.697
T1054,2.411,2.828,2.98,3.34,3.697
T1055,2.403,2.828,2.98,3.34,3.697
T1056,2.396,2.828,2.98,3.34,3.697
T1057,2.386,2.828,2.98,3.34,3.697
T1058,2.372,2.828,2.98,3.34,3.697
T1059,2.361,2.828,2.98,3.34,3.697
T1060,2.354,2.828,2.98,3.34,3.697
T1061,2.347,2.828,2.98,3.34,3.697
T1062,2.341,2.828,2.98,3.34,3.697
T1063,2.337,2.828,2.98,3.34,3.697
T1064,2.334,2.828,2.98,3.34,3.697
T1065,2.33,2.828,2.98,3.34,3.697
T1066,2.334,2.828,2.98,3.34,3.697
T1067,2.33,2.828,2.98,3.34,3.697
T1068,2.33,2.828,2.98,3.34,3.697
T1069,2.33,2.828,2.98,3.34,3.697
T1070,2.327,2.828,2.98,3.34,3.697
T1071,2.317,2.828,2.98,3.34,3.697
T1072,2.314,2.828,2.98,3.34,3.697
T1073,2.31,2.828,2.98,3.34,3.697
T1074,2.304,2.828,2.98,3.34,3.697
T1075,2.297,2.828,2.98,3.34,3.697
T1076,2.294,2.828,2.98,3.34,3.697
T1077,2.287,2.828,2.98,3.34,3.697
T1078,2.278,2.828,2.98,3.34,3.697
T1079,2.278,2.828,2.98,3.34,3.697
T1080,2.281,2.828,2.98,3.34,3.697
T1081,2.281,2.828,2.98,3.34,3.697
T1082,2.294,2.828,2.98,3.34,3.697
T1083,2.304,2.828,2.98,3.34,3.697
T1084,2.307,2.828,2.98,3.34,3.697
T1085,2.304,2.828,2.98,3.34,3.697
T1086,2.304,2.828,2.98,3.34,3.697
T1087,2.3,2.828,2.98,3.34,3.697
T1088,2.297,2.828,2.98,3.34,3.697
T1089,2.3,2.828,2.98,3.34,3.697
T1090,2.304,2.828,2.98,3.34,3.697
T1091,2.304,2.828,2.98,3.34,3.697
T1092,2.291,2.828,2.98,3.34,3.697
T1093,2.281,2.828,2.98,3.34,3.697
T1094,2.278,2.828,2.98,3.34,3.697
T1095,2.278,2.828,2.98,3.34,3.697
T1096,2.278,2.828,2.98,3.34,3.697
T1097,2.278,2.828,2.98,3.34,3.697
T1098,2.274,2.828,2.98,3.34,3.697
T1099,2.271,2.828,2.98,3.34,3.697
T1100,2.271,2.828,2.98,3.34,3.697
T1101,2.274,2.828,2.98,3.34,3.697
T1102,2.274,2.828,2.98,3.34,3.697
T1103,2.271,2.828,2.98,3.34,3.697
T1104,2.262,2.828,2.98,3.34,3.697
T1105,2.249,2.828,2.98,3.34,3.697
T1106,2.24,2.828,2.98,3.34,3.697
T1107,2.249,2.828,2.98,3.34,3.697
T1108,2.255,2.828,2.98,3.34,3.697
T1109,2.265,2.828,2.98,3.34,3.697
T1110,2.271,2.828,2.98,3.34,3.697
T1111,2.274,2.828,2.98,3.34,3.697
T1112,2.271,2.828,2.98,3.34,3.697
T1113,2.281,2.828,2.98,3.34,3.697
T1114,2.294,2.828,2.98,3.34,3.697
T1115,2.314,2.828,2.98,3.34,3.697
T1116,2.337,2.828,2.98,3.34,3.697
T1117,2.358,2.828,2.98,3.34,3.697
T1118,2.372,2.828,2.98,3.34,3.697
T1119,2.368,2.828,2.98,3.34,3.697
T1120,2.354,2.828,2.98,3.34,3.697
T1121,2.351,2.828,2.98,3.34,3.697
T1122,2.344,2.828,2.98,3.34,3.697
T1123,2.347,2.828,2.98,3.34,3.697
T1124,2.351,2.828,2.98,3.34,3.697
T1125,2.351,2.828,2.98,3.34,3.697
T1126,2.344,2.828,2.98,3.34,3.697
T1127,2.341,2.828,2.98,3.34,3.697
T1128,2.341,2.828,2.98,3.34,3.697
T1129,2.344,2.828,2.98,3.34,3.697
T1130,2.344,2.828,2.98,3.34,3.697
T1131,2.347,2.828,2.98,3.34,3.697
T1132,2.341,2.828,2.98,3.34,3.697
T1133,2.341,2.828,2.98,3.34,3.697
T1134,2.347,2.828,2.98,3.34,3.697
T1135,2.372,2.828,2.98,3.34,3.697
T1136,2.372,2.828,2.98,3.34,3.697
T1137,2.386,2.828,2.98,3.34,3.697
T1138,2.379,2.828,2.98,3.34,3.697
T1139,2.389,2.828,2.98,3.34,3.697
T1140,2.429,2.828,2.98,3.34,3.697
T1141,2.447,2.828,2.98,3.34,3.697
T1142,2.458,2.828,2.98,3.34,3.697
T1143,2.473,2.828,2.98,3.34,3.697
T1144,2.516,2.828,2.98,3.34,3.697
T1145,2.504,2.828,2.98,3.34,3.697
T1146,2.466,2.828,2.98,3.34,3.697
T1147,2.447,2.828,2.98,3.34,3.697
T1148,2.436,2.828,2.98,3.34,3.697
T1149,2.436,2.828,2.98,3.34,3.697
T1150,2.44,2.828,2.98,3.34,3.697
T1151,2.421,2.828,2.98,3.34,3.697
T1152,2.407,2.828,2.98,3.34,3.697
T1153,2.4,2.828,2.98,3.34,3.697
T1154,2.386,2.828,2.98,3.34,3.697
T1155,2.368,2.828,2.98,3.34,3.697
T1156,2.361,2.828,2.98,3.34,3.697
T1157,2.361,2.828,2.98,3.34,3.697
T1158,2.351,2.828,2.98,3.34,3.697
